"","y","classes","cap.shape","cap.surface","cap.color","bruises","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.root","stalk.surface.above.ring","stalk.surface.below.ring","stalk.color.above.ring","stalk.color.below.ring","veil.type","veil.color","ring.number","ring.type","spore.print.color","population","habitat"
"35811",0,"e","f","s","y","t","y","f","c","b","w","t","b","s","s","g","p","p","w","o","p","n","s","p"
"3582",0,"p","f","s","n","f","p","f","c","b","u","t","e","s","f","p","w","p","w","t","e","u","v","g"
"35831",0,"p","x","s","e","t","n","f","c","b","h","t","e","s","s","n","n","p","w","o","p","w","s","d"
"35841",0,"e","x","f","e","f","s","f","c","n","p","t","b","k","s","w","g","p","w","o","p","h","v","d"
"35851",0,"p","f","f","g","f","f","a","c","b","n","e","e","s","k","w","w","p","w","o","e","n","v","d"
"35861",0,"e","f","f","e","t","f","f","c","b","p","t","b","s","k","n","p","p","w","o","e","k","y","l"
"35871",0,"e","x","f","n","f","y","f","c","b","k","e","?","s","s","w","p","p","o","o","e","n","v","d"
"35881",0,"e","f","y","n","f","n","f","c","b","g","t","?","s","s","w","w","p","w","o","p","h","y","l"
"35891",0,"e","f","s","w","t","n","f","c","n","p","e","b","s","s","w","w","p","w","o","p","n","c","l"
"35901",0,"e","x","f","y","f","n","f","c","n","w","e","b","k","k","e","w","p","w","o","p","w","s","d"
"35911",0,"e","f","y","e","f","p","f","c","b","p","t","c","s","s","e","w","p","w","o","l","k","s","g"
"3592",0,"e","x","y","g","f","p","f","c","b","n","t","?","s","s","w","g","p","w","o","e","w","v","d"
"35931",0,"p","x","f","g","t","n","f","c","n","h","e","r","k","k","w","n","p","w","o","p","h","v","g"
"3594",0,"p","f","y","y","t","a","f","c","b","k","t","b","s","s","w","w","p","w","o","l","h","a","d"
"35951",0,"p","b","s","g","f","f","f","c","b","w","t","?","k","k","w","w","p","o","o","e","h","v","w"
"35961",0,"p","k","s","n","t","n","a","c","n","u","t","c","s","s","p","p","p","w","o","e","n","v","g"
"35971",0,"p","k","f","e","f","n","f","c","b","n","t","b","k","s","p","w","p","w","o","e","w","y","w"
"35981",0,"e","x","y","n","f","f","f","c","n","b","e","?","s","s","w","w","p","w","o","p","k","a","g"
"35991",0,"e","f","s","y","f","n","f","c","n","p","e","c","k","s","g","w","p","w","o","p","n","v","d"
"36001",0,"e","x","y","e","f","n","f","c","n","g","t","?","s","f","w","p","p","w","o","p","n","n","d"
"36011",0,"p","f","f","g","f","y","f","c","b","n","t","?","s","s","w","w","p","w","o","e","w","s","d"
"36021",0,"p","b","s","w","t","n","f","c","n","b","t","?","s","s","p","g","p","w","o","p","n","y","d"
"36031",0,"e","x","s","w","f","y","f","c","b","n","t","b","s","s","g","n","p","w","o","p","n","v","g"
"36041",0,"p","f","y","n","t","n","f","c","n","p","e","?","s","s","w","w","p","w","o","l","w","a","p"
"36051",0,"p","b","f","e","f","f","f","c","b","p","t","e","k","s","w","b","p","w","t","e","k","y","g"
"36061",0,"e","x","f","b","f","n","f","w","b","b","t","?","k","s","p","p","p","w","o","p","w","a","g"
"36071",0,"p","x","s","g","f","y","f","c","b","p","t","b","s","s","w","w","p","w","o","l","h","v","d"
"3608",0,"p","x","f","g","t","f","f","c","n","u","e","?","k","s","w","p","p","w","o","e","w","v","u"
"36091",0,"p","f","y","g","f","l","f","c","b","g","e","b","k","s","w","p","p","w","o","e","h","s","d"
"36101",0,"p","b","s","n","f","f","f","c","n","u","e","b","k","k","g","w","p","n","t","p","k","v","d"
"36111",0,"e","f","y","w","f","f","f","c","b","w","e","?","k","s","w","w","p","w","o","e","n","s","d"
"36121",0,"e","x","f","y","f","n","f","c","b","n","e","?","s","s","o","p","p","w","o","l","w","y","d"
"3613",0,"e","x","f","e","t","f","f","c","b","w","e","e","s","s","w","w","p","w","o","p","w","a","p"
"3614",0,"p","f","y","w","f","n","f","w","b","n","t","b","k","f","p","n","p","w","o","l","w","v","g"
"3615",0,"p","x","s","n","t","f","f","c","b","p","e","b","k","s","g","w","p","w","o","e","h","v","g"
"3616",0,"e","b","y","e","t","n","f","w","b","p","e","b","s","s","w","p","p","w","o","e","w","s","d"
"3617",0,"p","x","s","n","f","l","f","c","b","n","e","b","k","s","b","e","p","w","o","e","y","y","m"
"3618",0,"p","x","y","n","f","n","f","c","b","h","t","?","s","s","w","w","p","w","t","l","h","s","u"
"36191",0,"e","f","s","e","t","n","f","c","n","p","e","e","k","k","p","w","p","w","o","p","w","v","d"
"36201",0,"e","f","f","e","t","n","f","c","b","w","e","?","s","s","w","p","p","w","o","e","n","v","d"
"36211",0,"e","x","f","n","f","f","f","c","b","p","t","b","k","s","n","g","p","w","o","e","n","y","m"
"36221",0,"p","x","f","n","t","p","f","c","b","p","t","?","k","s","g","w","p","w","o","p","w","v","p"
"36231",0,"p","f","f","g","f","n","f","c","b","n","t","e","k","k","n","g","p","w","o","p","w","v","p"
"3624",0,"e","x","f","y","t","p","f","c","b","p","e","e","s","s","w","g","p","w","o","l","h","s","u"
"36251",0,"e","f","s","e","f","f","f","w","b","u","e","b","f","f","w","w","p","w","o","e","n","v","d"
"36261",0,"e","f","s","e","f","a","f","c","b","b","e","c","s","s","w","g","p","w","o","e","n","y","g"
"36271",0,"e","x","y","y","f","l","f","c","n","n","t","e","s","s","w","w","p","w","o","l","n","v","d"
"36281",0,"e","f","f","n","f","f","f","c","n","b","t","b","f","s","w","w","p","w","o","p","h","v","g"
"36291",0,"p","x","y","n","f","n","f","c","n","b","e","c","s","k","w","p","p","w","o","p","h","v","p"
"36301",0,"p","x","f","n","t","f","f","w","b","k","t","?","s","k","w","b","p","w","o","p","w","v","p"
"36311",0,"p","x","s","e","t","n","f","c","b","p","t","b","k","s","w","w","p","w","t","e","k","v","g"
"36321",0,"e","x","s","e","t","p","f","c","n","w","e","r","s","s","p","w","p","w","o","p","w","v","d"
"36331",0,"e","f","f","w","t","n","f","c","b","k","t","b","s","k","w","w","p","w","o","e","n","n","l"
"36341",0,"p","b","y","w","t","f","f","c","b","b","t","?","s","s","p","p","p","w","o","p","k","y","g"
"36351",0,"e","f","f","y","f","n","f","c","n","u","e","b","f","s","w","p","p","w","o","f","w","v","p"
"3636",0,"p","f","y","n","f","n","f","c","b","b","e","b","k","k","w","c","p","w","o","p","h","y","d"
"3637",0,"p","f","y","n","f","f","f","c","b","p","e","b","f","s","w","w","p","w","o","l","k","c","g"
"36381",0,"p","f","s","y","f","n","f","c","b","p","t","e","s","s","w","w","p","w","o","l","h","y","l"
"36391",0,"p","x","f","e","t","f","f","w","b","u","t","b","s","s","p","w","p","w","o","p","k","y","d"
"36401",0,"e","x","y","g","t","n","f","c","n","g","e","b","y","s","w","w","p","w","o","p","k","s","g"
"36411",0,"p","x","y","w","f","f","f","c","n","k","e","b","s","k","n","w","p","w","o","l","h","a","d"
"3642",0,"p","x","f","g","f","n","f","c","b","h","t","b","s","k","n","g","p","w","o","p","h","s","p"
"36431",0,"p","f","y","g","t","f","f","w","n","h","e","b","s","f","w","p","p","w","o","e","h","c","l"
"36441",0,"p","f","s","r","f","y","f","c","n","p","e","e","k","s","w","w","p","w","o","p","h","y","d"
"36451",0,"e","x","f","e","f","n","f","c","n","b","t","b","k","s","p","w","p","w","o","l","k","v","d"
"36461",0,"e","f","y","w","f","n","f","w","b","w","t","e","s","s","g","p","p","w","o","p","n","v","g"
"36471",0,"e","f","y","n","t","f","f","w","b","b","t","b","s","s","w","w","p","w","o","e","k","v","d"
"36481",0,"e","x","s","y","f","y","f","c","b","g","t","r","s","k","o","w","p","w","o","p","k","v","d"
"36491",0,"p","x","s","y","f","y","f","c","n","b","t","b","f","k","n","w","p","w","o","p","h","v","u"
"36501",0,"p","x","s","w","f","n","f","c","b","p","t","b","s","s","w","n","p","w","o","e","n","y","d"
"36511",0,"e","k","y","g","f","n","f","c","b","w","e","b","k","s","g","w","p","w","o","p","n","c","u"
"3652",0,"e","f","s","w","f","n","f","w","b","b","e","b","k","s","w","p","p","w","o","p","k","v","d"
"36531",0,"p","b","s","b","f","f","f","c","b","k","e","?","s","f","g","w","p","w","t","p","n","y","l"
"36541",0,"p","x","y","g","f","n","f","c","b","b","e","b","s","s","w","w","p","w","o","p","k","v","g"
"36551",0,"p","x","f","n","t","f","f","w","b","w","e","b","s","s","p","p","p","w","o","p","n","v","l"
"36561",0,"p","x","f","g","t","n","f","c","n","b","t","?","s","s","w","w","p","w","o","p","w","v","g"
"3657",0,"p","x","s","n","f","n","f","c","n","w","e","e","s","k","w","p","p","w","o","e","h","v","w"
"36581",0,"e","b","y","b","f","n","f","c","b","b","t","b","s","k","n","w","p","n","o","e","h","v","d"
"36591",0,"p","f","y","y","t","l","f","w","b","g","t","b","k","y","p","b","p","w","o","e","w","v","d"
"3660",0,"e","b","s","n","f","n","f","c","b","b","t","?","k","k","w","g","p","w","o","l","h","a","p"
"36611",0,"e","x","f","n","t","n","f","c","b","g","t","b","s","k","g","w","p","w","o","p","h","s","d"
"36621",0,"e","b","f","u","t","n","f","c","b","n","e","b","k","f","w","p","p","w","o","p","h","c","d"
"36631",0,"p","x","y","y","t","n","f","c","n","u","t","c","s","k","b","w","p","w","o","e","w","y","g"
"36641",0,"p","f","y","b","f","f","f","c","b","u","e","e","s","f","w","e","p","w","o","p","k","y","d"
"3665",0,"p","x","s","n","f","a","f","c","n","k","t","b","k","k","w","w","p","w","o","e","w","s","l"
"36661",0,"p","k","s","y","f","n","f","c","b","p","e","b","s","s","w","w","p","w","o","p","k","v","p"
"36671",0,"e","x","f","n","f","f","f","c","b","n","e","e","k","s","w","w","p","w","o","p","k","n","u"
"36681",0,"p","x","y","e","t","n","f","c","n","p","e","e","k","y","p","w","p","w","o","e","n","y","g"
"36691",0,"p","x","s","g","f","n","f","c","b","w","t","?","s","k","w","b","p","w","o","p","n","y","u"
"36701",0,"p","x","s","n","t","n","f","c","n","w","e","b","s","s","w","w","p","w","o","l","w","v","u"
"36711",0,"e","x","s","n","f","n","f","c","b","p","t","e","s","s","o","e","p","w","o","e","n","a","g"
"36721",0,"e","x","y","e","t","f","f","c","n","g","e","b","s","s","w","b","p","w","o","e","b","y","d"
"36731",0,"e","x","s","w","t","s","f","c","b","e","e","e","s","s","w","w","p","w","o","p","r","v","g"
"36741",0,"e","x","y","g","f","n","f","c","b","b","t","b","k","s","n","w","p","o","o","e","k","v","d"
"36751",0,"p","x","y","n","t","s","f","c","b","p","e","?","s","s","b","w","p","w","o","p","k","v","g"
"36761",0,"e","f","y","p","f","n","f","c","n","p","e","b","k","s","w","o","p","w","o","p","k","n","d"
"36771",0,"p","x","s","y","f","n","f","w","n","p","t","b","f","s","p","p","p","w","o","e","k","v","g"
"36781",0,"e","f","f","g","f","f","f","c","n","k","t","b","s","s","p","n","p","w","o","l","n","v","g"
"36791",0,"p","f","y","n","f","n","f","c","b","g","e","e","k","s","p","p","p","w","o","p","w","s","g"
"36801",0,"p","b","s","g","f","s","f","c","b","h","e","r","s","s","g","w","p","w","o","l","w","y","d"
"36811",0,"p","x","y","y","f","s","f","c","n","n","t","b","k","s","p","w","p","w","o","p","h","v","d"
"3682",0,"e","x","s","y","f","n","f","w","b","h","t","c","k","k","g","w","p","w","t","p","n","v","p"
"36831",0,"e","k","y","g","f","y","f","c","b","g","t","?","s","s","p","w","p","w","o","p","w","n","d"
"36841",0,"e","f","f","g","t","m","f","c","b","n","e","b","s","s","g","w","p","w","o","l","k","c","g"
"36851",0,"e","f","s","n","t","f","f","c","b","b","e","?","s","s","w","w","p","w","o","p","r","v","g"
"36861",0,"e","x","s","g","f","n","f","c","b","b","t","?","s","f","w","w","p","w","o","p","h","y","l"
"36871",0,"p","k","y","n","f","n","f","c","n","p","e","e","s","k","w","p","p","w","o","f","k","v","g"
"36881",0,"p","x","y","g","f","f","f","w","b","g","t","b","f","s","b","c","p","w","o","p","k","v","g"
"36891",0,"e","x","y","w","f","f","f","c","b","h","t","?","k","s","w","w","p","w","o","l","h","s","g"
"36901",0,"p","f","y","n","t","n","f","c","b","k","t","?","s","s","w","w","p","w","o","l","y","v","g"
"36911",0,"p","f","y","y","t","f","f","c","b","p","t","e","s","s","p","p","p","w","o","e","n","v","d"
"36921",0,"e","f","f","n","f","l","f","c","b","b","t","?","k","s","p","w","p","w","o","p","k","s","u"
"36931",0,"p","x","y","n","t","l","f","w","b","w","t","b","s","k","w","p","p","w","o","e","w","s","l"
"36941",0,"e","k","y","e","f","y","f","c","n","g","e","b","f","k","w","w","p","w","o","p","h","v","p"
"36951",0,"p","x","s","g","t","l","f","w","b","b","t","b","k","y","p","w","p","w","o","l","k","n","p"
"36961",0,"e","x","s","n","t","n","a","c","b","b","e","b","s","k","w","p","p","w","o","p","n","v","u"
"36971",0,"p","x","s","g","t","n","f","c","b","u","e","?","s","s","w","p","p","w","o","e","k","v","p"
"36981",0,"p","f","f","n","f","y","f","w","b","g","e","?","s","s","p","w","p","w","o","p","n","v","g"
"36991",0,"e","x","y","e","f","n","f","c","b","p","t","b","k","s","w","p","p","w","o","l","k","s","l"
"37001",0,"e","b","s","g","t","n","f","w","b","b","e","e","k","k","w","w","p","w","o","e","n","y","g"
"37011",0,"p","x","s","n","f","n","f","w","b","h","t","b","k","s","w","w","p","w","o","e","h","c","d"
"3702",0,"e","s","s","y","t","n","a","c","b","k","e","?","s","s","w","p","p","w","o","e","k","v","d"
"37031",0,"p","f","f","y","f","n","f","c","n","b","t","b","s","k","w","p","p","w","t","e","k","v","g"
"37041",0,"e","f","s","w","t","n","f","c","b","g","t","?","s","k","w","w","p","w","o","p","w","v","g"
"37051",0,"e","x","f","n","t","l","f","c","b","h","t","?","s","s","g","p","p","w","o","l","k","a","g"
"37061",0,"e","f","s","e","t","n","f","c","b","w","e","?","s","s","n","p","p","w","o","p","n","a","d"
"37071",0,"e","b","y","n","f","f","f","c","n","u","t","?","k","k","w","b","p","w","o","e","w","v","u"
"37081",0,"p","f","f","g","t","f","f","c","b","b","t","?","k","s","w","b","p","w","o","p","w","n","g"
"37091",0,"e","x","y","g","f","n","f","c","b","n","e","e","k","k","p","g","p","w","o","e","h","v","u"
"3710",0,"e","x","s","n","f","f","f","c","b","b","t","b","s","s","w","w","p","w","o","e","h","n","g"
"3711",0,"p","x","y","g","f","f","f","c","b","b","t","e","s","s","p","w","p","w","o","e","k","y","g"
"37121",0,"p","x","y","y","t","c","f","c","b","k","t","e","s","s","p","p","p","w","o","p","h","v","d"
"37131",0,"e","f","s","y","t","n","f","c","n","o","t","c","k","s","w","w","p","w","o","e","k","v","l"
"37141",0,"p","f","s","n","t","s","f","c","b","w","t","b","k","s","w","p","p","w","o","l","h","v","d"
"37151",0,"p","f","y","e","t","y","f","c","n","h","e","e","s","s","w","w","p","w","o","p","k","v","l"
"37161",0,"p","x","f","y","f","s","f","c","n","g","e","e","k","k","w","p","p","w","o","p","n","v","d"
"3717",0,"p","f","s","w","f","n","f","c","b","w","t","?","s","f","w","p","p","w","o","p","n","v","w"
"37181",0,"p","k","f","n","f","n","f","c","b","p","t","c","s","k","w","g","p","w","o","p","k","y","l"
"3719",0,"e","x","s","b","f","n","f","c","n","p","e","b","s","s","b","n","p","w","o","l","h","v","d"
"37201",0,"e","k","f","y","f","f","f","c","b","g","t","?","k","s","w","w","p","o","o","p","n","y","l"
"37211",0,"p","x","s","g","t","n","f","c","b","g","t","?","s","s","w","b","p","w","o","e","k","y","g"
"37221",0,"e","f","f","n","f","f","f","c","n","w","e","b","s","k","w","g","p","w","t","l","n","s","p"
"37231",0,"e","x","s","g","t","n","f","c","b","n","t","c","k","f","w","o","p","w","o","e","n","y","d"
"37241",0,"e","f","y","w","t","f","f","c","b","p","t","b","s","k","b","p","p","w","o","p","h","y","p"
"37251",0,"p","x","y","g","t","l","f","c","b","b","e","e","s","s","w","o","p","w","o","e","k","v","d"
"3726",0,"e","f","f","n","f","n","f","c","n","e","t","b","s","f","w","p","p","w","o","p","h","y","l"
"37271",0,"p","x","y","w","t","l","f","c","b","n","e","b","s","s","b","w","p","w","t","l","w","y","d"
"3728",0,"e","f","s","e","f","f","f","c","b","b","e","b","k","s","p","w","p","y","o","p","w","s","d"
"37291",0,"p","f","y","e","f","n","f","c","b","g","t","b","k","k","w","w","p","w","o","e","k","v","l"
"37301",0,"e","f","s","e","f","n","f","c","b","w","e","e","s","s","w","w","p","w","o","l","n","y","p"
"37311",0,"e","x","f","y","t","n","f","c","n","b","e","b","s","k","e","w","p","w","o","p","k","v","p"
"37321",0,"p","x","y","e","f","n","f","c","n","e","e","b","k","k","w","w","p","w","o","p","n","v","d"
"37331",0,"e","f","f","e","f","f","f","c","n","n","t","b","s","k","o","w","p","w","o","l","k","n","d"
"37341",0,"e","f","f","n","f","n","f","c","b","g","t","?","f","k","w","w","p","w","o","p","n","n","g"
"37351",0,"e","f","y","n","t","n","f","c","n","b","t","b","s","s","w","n","p","w","o","e","k","v","g"
"37361",0,"e","x","s","w","t","f","f","w","n","k","e","?","s","s","n","w","p","w","o","e","n","v","d"
"37371",0,"e","x","y","n","f","s","f","c","b","w","e","b","k","s","w","o","p","w","o","p","k","y","d"
"3738",0,"p","x","s","g","t","n","f","w","n","n","t","?","k","s","w","w","p","w","o","e","k","v","d"
"3739",0,"e","f","s","n","f","f","f","c","b","w","e","e","s","s","p","w","p","w","o","p","k","c","d"
"37401",0,"e","x","y","g","f","n","f","c","n","p","t","?","f","s","w","p","p","w","o","l","w","n","l"
"37411",0,"p","b","f","n","t","l","f","c","n","p","t","b","s","y","p","p","p","w","o","p","k","v","g"
"37421",0,"e","x","s","w","f","s","f","c","b","p","e","?","s","f","g","p","p","w","o","l","k","v","p"
"37431",0,"p","k","f","y","t","f","f","w","b","w","e","b","k","y","w","b","p","w","o","p","k","n","m"
"37441",0,"e","f","y","w","t","l","f","c","b","b","t","e","s","k","p","n","p","w","o","e","w","v","d"
"37451",0,"e","f","f","n","t","n","f","w","n","b","e","b","f","s","w","w","p","w","o","e","w","v","p"
"37461",0,"p","x","y","w","f","n","f","c","b","u","e","b","s","s","w","w","p","w","o","e","w","s","d"
"37471",0,"p","x","s","e","f","f","f","c","b","p","t","b","s","k","w","w","p","w","o","p","w","v","d"
"37481",0,"p","f","s","p","f","n","f","w","b","h","e","c","s","s","g","n","p","w","o","p","h","v","d"
"3749",0,"e","f","y","n","f","n","f","c","n","p","t","e","k","y","w","p","p","w","o","e","k","v","g"
"3750",0,"p","x","f","g","f","n","f","c","b","h","t","b","s","y","b","p","p","w","o","l","n","v","g"
"37511",0,"e","x","s","g","f","a","f","c","n","p","t","?","f","k","w","w","p","w","o","e","k","v","d"
"37521",0,"e","k","f","g","f","f","f","c","n","b","e","c","k","k","w","w","p","w","t","l","h","v","d"
"37531",0,"p","f","y","g","t","f","f","c","b","u","t","b","s","k","n","p","p","w","o","l","k","y","d"
"37541",0,"p","x","f","w","t","y","f","c","b","p","t","b","k","s","w","p","p","w","t","e","w","v","l"
"3755",0,"p","x","f","y","t","f","f","c","b","w","e","c","f","s","w","w","p","w","o","p","k","v","g"
"3756",0,"p","f","f","y","t","n","f","c","b","n","t","?","s","k","w","w","p","w","o","p","k","n","d"
"37571",0,"p","x","y","y","f","p","f","c","b","h","t","b","s","s","p","w","p","w","o","p","k","s","d"
"37581",0,"e","k","s","w","f","f","f","c","n","b","t","e","k","f","w","w","p","w","o","p","w","y","g"
"37591",0,"p","x","s","y","t","n","f","c","n","n","t","b","s","s","g","w","p","w","o","l","w","v","l"
"37601",0,"e","x","y","w","f","y","f","w","n","w","t","b","k","k","w","w","p","w","o","e","w","v","p"
"37611",0,"e","x","y","w","f","y","f","c","b","p","t","c","s","y","w","w","p","w","o","l","n","v","d"
"37621",0,"e","x","s","e","f","a","f","c","b","w","t","?","s","s","e","w","p","w","o","p","w","v","d"
"37631",0,"e","f","f","n","t","l","f","w","b","n","t","e","s","s","w","b","p","w","o","p","k","v","d"
"3764",0,"e","f","s","y","f","a","f","c","n","h","e","e","s","s","w","w","p","w","o","e","h","y","d"
"37651",0,"p","f","f","y","t","n","f","w","b","e","t","?","s","k","p","w","p","w","o","p","n","v","d"
"3766",0,"p","x","f","g","f","n","f","c","b","h","t","b","k","s","w","w","p","w","o","e","n","n","d"
"3767",0,"e","x","f","y","f","n","f","c","n","p","e","b","s","s","p","g","p","w","o","l","k","y","m"
