"","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents","SeriousDlqin2yrs"
"13970",0.237083698,32,0,0.131180327,27000,9,0,4,0,0,1
"13972",0.735627921,41,1,1.008330556,3000,4,0,2,0,0,1
"13976",0.9999999,27,0,0.154342845,4800,4,1,0,0,0,1
"13977",0.521113305,50,1,0.478695585,6500,11,1,2,0,3,1
"13978",0.563502072,50,3,0.672297946,5208,8,1,1,0,0,1
"13982",0.002919495,42,4,0.238268695,9333,7,0,1,0,5,1
"13987",0.344179276,68,0,1.113434728,4733,15,1,2,0,0,1
"13995",0.9999999,40,1,0.007406036,5400,3,0,0,0,0,1
"14006",0.9999999,32,0,0,3086,0,2,0,0,3,1
"14008",0.9999999,50,0,0,3320,0,0,0,0,1,1
"14011",1.005367252,45,2,0.576864324,7200,4,0,1,0,1,1
"14013",0.916297975,37,0,0.601399767,6000,16,0,2,0,1,1
"14015",0.061875169,62,1,0.46566949,5548,6,1,2,3,1,1
"14018",0.747354387,49,1,2.472204872,1600,9,5,2,2,1,1
"14019",0.976940815,23,0,0.261055635,700,4,0,0,0,0,1
"14031",0.9999999,44,0,0.440790761,5108,3,4,1,3,2,1
"14035",0.9999999,27,0,0.029799427,1744,1,0,0,0,1,1
"14037",0,46,2,0.296673717,5200,4,2,1,1,2,1
"14039",0.527258499,50,1,0.439405023,4100,7,0,1,0,0,1
"14041",0.99036085,30,3,0.040612309,3200,2,2,0,0,2,1
"14043",0.838782305,65,0,0.506519478,12500,17,1,3,0,1,1
"14047",0.904789851,50,2,1.422040674,5752,13,1,2,6,0,1
"14056",0.993820429,34,0,0.693608152,4317,7,0,2,0,2,1
"14062",0.610310179,62,0,0.237689745,2700,7,17,0,0,0,1
"14068",0.961012996,52,3,0.786340563,4333,6,4,2,0,2,1
"14071",0.95640327,41,3,1.129100158,5700,8,0,2,1,2,1
"14076",0,73,0,0.702978546,4800,11,0,1,0,0,1
"14077",1.261337433,34,3,0.179850125,1200,4,1,0,0,0,1
"14082",0.325761018,54,2,1.680266445,1200,8,0,1,0,0,1
"14085",0.992827646,36,2,0.227257581,3000,3,3,0,0,0,1
"14094",0.9999999,36,0,0,3000,0,0,0,0,0,1
"14095",0.915850261,58,0,1.202870348,4110,8,0,2,0,3,1
"14102",0.697537808,33,2,0.068010076,3969,4,1,0,0,2,1
"14113",0.99980004,34,0,0.397787705,4700,5,5,1,1,0,1
"14117",1.014780038,58,2,0.267247536,7000,9,0,0,0,2,1
"14119",0.74093065,64,0,0.34990694,3760,9,0,1,0,3,1
"14120",0.9999999,52,1,0.581565158,11640,3,4,2,1,0,1
"14125",0.53002611,36,0,0.331524068,7000,7,0,1,0,1,1
"14135",0.985333926,56,1,0.083991601,10000,11,0,0,1,0,1
"14140",1.082735263,51,4,0.746708882,6000,10,0,1,1,0,1
"14145",0.072561063,59,1,0.25834833,5000,8,0,0,0,2,1
"14152",0.315238751,91,1,0.519949601,16666,28,0,0,0,0,1
"14153",0.105131582,60,1,1.315835906,6800,11,0,4,0,0,1
"14154",0.684144819,38,0,0.452499046,2620,3,0,1,0,2,1
"14155",1,45,0,0.118255473,5800,3,1,0,1,6,1
"14162",0.9999999,40,0,0.120710343,4166,3,1,0,0,2,1
"14166",0.928407159,41,1,0.190317488,5700,5,4,0,0,3,1
"14174",0.595090332,36,0,0.275454234,5833,8,0,1,0,0,1
"14175",0.949346841,25,0,0.062316285,1700,1,0,0,0,0,1
"14179",0.010942277,60,0,0.582382874,5698,17,0,2,0,0,1
"14185",0.095060329,65,0,0.267108168,3170,11,0,1,1,1,1
"14186",0.9999999,31,98,0,2540,0,98,0,98,2,1
"14190",0.643065389,29,0,0.012218828,3600,4,0,0,0,1,1
"14193",1.019207251,34,1,0.223316913,7916,10,0,0,0,3,1
"14195",0.096071141,47,0,0.220449144,20616,7,0,1,0,1,1
"14198",0.98913201,37,2,0.549578059,947,5,0,0,1,0,1
"14202",0.757789536,46,0,0.128820337,3500,6,2,0,4,1,1
"14203",0.882063882,51,1,0.498117647,4249,10,0,1,0,1,1
"14204",0.101112361,27,0,0.436239705,3520,7,0,1,0,0,1
"14205",0.061987342,65,1,0.63668272,12250,24,0,13,0,1,1
"14210",1.151204511,41,0,0.200844257,4500,6,2,0,1,0,1
"14216",0.9999999,50,0,0.513381995,8219,5,0,2,0,3,1
"14218",1.072618254,40,1,0.259891712,2400,8,1,1,4,2,1
"14227",0.781243751,47,0,0.362755888,4542,7,0,1,0,1,1
"14236",0.9999999,63,0,0.294705786,6100,1,2,1,0,0,1
"14246",0.643856921,28,1,0.896377422,2373,11,4,1,0,0,1
"14248",0.9999999,40,0,0.154759022,4128,2,5,2,0,0,1
"14251",0.086907738,45,1,0.057460612,9710,10,0,0,0,1,1
"14253",0.041801496,55,5,1.316818485,4500,17,1,3,0,2,1
"14254",0.236167149,31,0,0.676294959,7200,13,0,3,0,0,1
"14255",0.62037962,25,1,0.16191904,2000,2,0,0,1,4,1
"14260",0.251963255,33,0,0.216556689,5000,12,0,0,0,0,1
"14264",0.290431232,53,1,0.246942341,5150,10,0,1,0,0,1
"14265",0.9999999,23,98,0.006997667,3000,0,98,0,98,0,1
"14266",1.817553388,39,2,0.050616569,22462,13,0,0,0,0,1
"14275",0.311688312,58,0,0.366181535,9000,5,0,2,0,2,1
"14278",0.6105599,45,1,0.289816815,12500,10,0,1,0,4,1
"14285",0.703227987,36,1,0.401616677,4700,7,0,1,0,3,1
"14291",0.9999999,24,1,0.148243359,3500,2,1,0,0,0,1
"14292",0.504225114,65,5,0.280843221,8680,13,1,1,0,1,1
"14295",0.729129805,47,4,0.572032108,7100,12,0,2,0,2,1
"14304",0.667922341,33,0,0.015381135,4420,3,0,0,0,2,1
"14315",0.999333777,49,1,0.102389878,8535,5,0,1,0,0,1
"14316",1.035964036,43,2,0.354019159,2400,10,2,1,1,0,1
"14321",0.204927469,69,0,0.196000879,4550,10,0,0,0,0,1
"14332",0.560505359,52,0,0.62090253,11500,15,0,2,0,0,1
"14337",0.938847697,44,1,0.647757883,6310,9,0,3,0,2,1
"14339",1.035152827,39,0,0.9711511,3500,11,0,2,0,2,1
"14343",0.908812775,62,0,0.164235371,6100,10,0,0,0,1,1
"14345",0.9999999,62,0,0,5832,1,0,0,0,2,1
"14347",0.957274913,36,1,0.319615263,6341,8,0,1,0,1,1
"14350",0.510906498,44,0,0.160486626,12000,12,0,2,0,1,1
"14355",0,40,2,0.338251248,4608,8,1,1,0,0,1
"14357",0.784053156,56,1,0.165626219,5125,3,0,0,0,0,1
"14361",0,32,1,0.161391783,5086,3,2,0,1,2,1
"14368",0.386038373,28,1,0.186232505,3500,7,0,0,0,0,1
"14370",0.205253872,55,1,0.255372314,2000,3,0,0,1,2,1
"14371",0.9999999,40,1,0.02349979,2382,0,1,0,0,2,1
"14375",0.156800059,39,0,0.544874521,4701,13,0,2,0,2,1
"14377",1.215568862,58,0,0.159325638,6583,2,1,1,1,1,1
"14383",0.486183794,49,2,0.296351824,2000,7,0,0,1,0,1
"14384",0.779512321,74,0,0.788605697,2000,11,0,1,0,0,1
"14391",0.455981941,36,0,0.518824836,8100,12,1,1,0,2,1
"14397",0.71285164,34,1,0.28752547,4416,12,0,0,0,1,1
"14398",0.024560965,27,0,1.432783608,2000,5,1,1,0,0,1
"14399",0.560982576,56,0,2.854097268,1500,8,0,3,0,0,1
"14400",0.980464544,50,2,0.843156357,2052,7,0,1,0,2,1
"14404",0.747178547,47,0,0.759417979,5016,7,0,1,0,0,1
"14405",0.431952889,28,0,0.204295766,8100,7,0,2,0,2,1
"14411",0.015720839,87,0,0.002464403,3651,6,0,0,0,0,1
"14427",0.9999999,38,1,0.386823891,3900,3,1,1,2,2,1
"14431",0.9999999,59,0,0.107477964,7033,2,2,0,0,0,1
"14435",1.031076582,26,0,0.01874099,2080,5,0,0,0,0,1
"14438",0.980420898,42,0,0.527259008,5300,6,0,1,0,1,1
"14442",0.216117413,66,0,0.517122103,2890,12,0,1,0,2,1
"14443",0.680830901,72,0,0.603132289,3000,13,0,1,1,0,1
"14446",0.9999999,48,0,0.019305019,1812,0,1,0,0,0,1
"14448",0.032567313,78,0,0.16913215,2027,5,0,0,0,0,1
"14462",1.468438538,50,3,0.413844326,3365,12,0,1,1,1,1
"14463",0.068420275,74,0,0.016393443,2500,13,0,0,0,0,1
"14465",0.538424912,53,2,0.349854227,5830,5,1,2,1,2,1
"14475",0.9999999,65,1,2.518481518,1000,3,2,1,1,0,1
"14487",0.018542327,53,0,0.47189729,10514,9,0,3,0,0,1
"14489",0.514925787,46,4,0.44699021,4800,9,0,1,1,2,1
"14492",0.016627345,48,4,0.529271883,8830,16,3,1,2,1,1
"14493",0.21301007,37,0,0.741112944,6666,9,0,2,0,3,1
"14502",1.07846077,56,1,0.252453778,4380,4,0,1,0,2,1
"14508",0.9999999,47,1,0.517038008,3051,4,2,1,0,0,1
"14511",0.14010628,47,0,0.129925692,4440,5,1,0,2,3,1
"14517",0.9999999,42,0,0.00931677,7083,2,1,0,0,0,1
"14521",0.372615167,46,1,0.40920691,10187,16,0,2,0,1,1
"14528",0.582411278,35,0,0.557300509,2355,6,0,1,0,1,1
"14533",0.698784229,49,1,0.610853267,2800,8,0,1,0,2,1
"14535",1.035928144,22,0,0.00394633,3800,1,0,0,0,0,1
"14544",0.696521391,26,2,0.475873544,600,5,0,0,0,0,1
"14547",0.9999999,28,1,0.155201627,2950,3,3,0,1,0,1
"14557",0.92823081,57,0,0.719571231,5783,15,0,2,0,1,1
"14579",0.644946889,62,1,0.524380864,6500,8,0,1,1,0,1
"14583",0.382032525,74,2,1.268650947,2586,16,2,2,0,1,1
"14584",0.9999999,30,3,0.173258004,2123,1,1,0,0,0,1
"14588",0.415524099,43,1,1.825489379,2400,11,0,2,0,3,1
"14590",0.902548726,40,0,0.366422385,1500,5,0,0,1,1,1
"14591",0.282686925,28,0,0.020979021,1000,1,0,0,0,2,1
"14593",0.999000999,57,0,0.120375925,5000,6,0,0,0,0,1
"14595",1.110360859,48,4,0.587930832,8500,13,2,1,2,3,1
"14596",0.820388662,49,0,0.444985819,13750,14,0,2,0,2,1
"14598",1.189054726,28,0,0.075305728,4660,2,2,0,0,2,1
"14614",0.9999999,38,0,0.237288136,1415,3,0,0,0,2,1
"14616",0.945113242,68,0,0.140797437,5617,2,0,0,0,0,1
"14617",0.9999999,55,0,0.260611653,7585,3,2,2,1,1,1
"14619",0.937091568,44,2,0.45098358,6150,11,0,1,1,3,1
"14631",0.485303882,48,0,0.747914318,4434,16,0,2,0,0,1
"14634",0.002036527,67,0,0.081590675,5833,7,0,0,0,0,1
"14640",1.057452123,45,0,0.086552749,5383,5,2,0,1,0,1
"14643",0.061226905,39,0,0.432293967,11320,14,0,5,0,5,1
"14646",0.978315875,44,3,0.469540769,6401,24,0,1,0,3,1
"14650",0.9999999,44,1,0.604059376,3300,3,0,1,2,5,1
"14660",0.011827873,43,1,0.492385787,6500,10,0,2,0,4,1
"14661",0,23,0,0.134054954,1200,4,0,0,0,0,1
"14670",0.822660695,27,1,0.519296141,5000,11,0,2,0,0,1
"14674",0.875555794,56,0,0.675148362,12300,19,0,6,0,0,1
"14679",0.326570236,61,0,0.161356329,3420,7,0,0,0,0,1
"14681",0,32,0,0.086052956,6495,3,0,0,0,4,1
"14682",0.033396319,72,0,0.407027818,3414,20,0,1,2,0,1
"14686",0.854705559,40,0,0.021025371,78000,6,0,1,0,2,1
"14687",0.413305474,28,1,0.119243127,2800,12,0,0,0,2,1
"14688",0.9999999,39,0,0.908883827,438,1,1,0,1,0,1
"14692",0.732712056,52,0,1.260450161,7463,30,0,2,0,1,1
"14701",0.24793033,25,0,0.091533896,3200,6,0,0,0,0,1
"14703",0,63,0,0.091095674,12667,17,0,0,0,1,1
"14710",0.996916515,34,0,0.207035067,18421,15,0,1,0,4,1
"14715",0.35832084,63,0,0.416804865,3617,6,0,1,0,0,1
"14718",0.358296799,31,0,0.155503329,2552,9,0,0,1,0,1
"14719",1.16429776,40,4,0.166001925,7270,14,0,0,2,0,1
"14737",0.499464477,40,1,0.440311938,5000,5,0,2,0,2,1
"14743",0.756243756,66,1,0.414383562,2627,7,0,1,1,2,1
"14749",0.893848177,59,3,0.466596436,11390,11,0,2,1,0,1
"14753",0.023746702,46,3,7.372483669,7500,7,1,2,1,0,1
"14756",0.123920093,48,0,0.682233199,6680,11,0,4,0,3,1
"14763",0.660654608,55,0,0.628605914,8284,16,0,2,0,1,1
"14770",0.440639627,54,1,0.35923778,6034,9,2,2,1,2,1
"14781",0.878670711,73,0,0.224,4999,7,0,0,0,0,1
"14784",0.001303781,33,2,0.605775922,2873,15,0,1,0,1,1
"14786",0.879388428,31,0,1.16073645,4833,15,0,2,0,2,1
"14790",0.980245508,40,1,0.509889155,4600,7,0,1,0,3,1
"14793",0.331968384,56,2,0.244338498,7550,9,1,1,0,2,1
"14798",0.867949444,62,1,0.456806283,4583,15,0,1,0,3,1
"14803",0.9999999,24,0,0.21446384,400,0,1,0,0,0,1
"14813",0.900458142,26,1,0.082566462,3911,7,0,0,1,0,1
"14816",0.176889956,61,2,1.220889203,4250,15,0,3,1,0,1
"14823",0.9999999,48,0,0.01187757,2188,0,0,0,0,0,1
"14825",0.467022643,48,1,0.921599683,5050,17,0,3,0,3,1
"14831",0.9999999,29,0,0.096301233,3000,1,2,0,0,0,1
"14837",0.9999999,40,3,0.6109507,9350,9,0,4,0,1,1
"14844",0.594312722,44,0,0.991716652,3500,9,0,1,0,1,1
"14860",1.743493131,54,0,0.984471558,6310,15,0,3,0,1,1
"14862",0.640840884,51,0,0.734522942,5491,11,0,1,0,1,1
"14867",0.732798037,64,0,0.370819505,7833,7,0,2,0,0,1
"14872",0.9999999,45,2,0.380927566,1918,6,0,2,0,2,1
"14881",0.9999999,56,0,0.023253194,71000,2,1,1,0,3,1
"14888",0.661146696,29,0,0.114904246,1200,3,1,0,0,2,1
"14889",0.733168854,49,2,0.585520362,5524,11,0,1,0,1,1
"14899",0.060934008,27,0,0.18137675,3500,6,0,0,1,0,1
"14900",1.024325225,64,1,1.418986438,1400,7,1,1,0,0,1
"14905",0.018650638,56,0,1.115730025,10800,8,0,5,0,0,1
"14913",0.536601294,47,0,0.168255843,11850,7,1,0,0,3,1
"14914",0.9999999,35,3,0.588258628,2520,6,3,2,3,0,1
"14916",1.172757475,50,1,0.283358321,2000,4,0,0,0,0,1
"14926",1.047439173,48,5,0.466515752,5300,11,0,1,2,3,1
"14930",0.875124875,48,1,0.089988751,8000,4,0,0,2,1,1
"14932",0.093456383,42,0,0.396356365,4500,6,0,1,0,1,1
"14934",0.404830583,38,0,0.330815374,4500,16,0,0,0,2,1
"14941",1.076505108,53,0,0.510566357,1182,8,1,0,0,2,1
"14943",1.803986711,27,1,0.382340691,2400,2,4,0,0,3,1
"14945",0,72,0,0.169970785,9583,3,0,1,0,0,1
"14952",0.26318282,50,1,0.512986221,8200,13,0,2,0,4,1
"14954",1.891169351,63,0,0.280771923,10000,8,0,1,0,0,1
"14955",0.980868025,42,5,0.415362898,8500,20,0,1,0,1,1
"14957",1.136863137,33,1,0.107204412,2900,2,3,0,1,0,1
"14958",0.760592041,62,0,1.077967587,6848,16,0,2,0,0,1
"14960",0.002717809,31,0,0.403479826,6666,9,0,2,0,0,1
"14964",0,53,0,0.125198818,4400,2,0,0,0,0,1
"14965",0.702074946,42,0,0.238639314,3850,6,0,1,0,2,1
"14966",0.83908777,45,0,0.868666212,4400,20,0,2,0,1,1
"14972",0.914534439,46,2,0.608269336,14583,8,0,4,0,2,1
"14976",0.9999999,26,1,0.134216786,2942,2,1,0,0,2,1
"14980",0.947605239,41,4,0.74145171,5000,5,1,1,1,2,1
"14983",0.774580602,33,0,0.225078549,3500,5,1,0,1,0,1
"14987",0.330836454,43,2,0.041138156,5833,4,1,0,1,0,1
"15001",0.592229489,41,0,0.702259812,7566,14,0,2,0,3,1
"15002",0.061622376,49,1,0.273860911,8339,11,0,2,0,1,1
"15013",0.9999999,41,0,0.025151226,3140,2,0,0,0,3,1
"15014",0.845877331,36,0,0.176456767,4255,7,0,0,0,1,1
"15021",0.201216369,44,1,0.086695683,8500,4,0,0,0,0,1
"15024",0.040857,34,0,0.40508596,5583,7,0,2,0,1,1
"15025",1.014197161,48,1,0.545059718,3683,7,0,1,0,4,1
"15041",0.477849696,46,0,0.131132817,8906,16,0,0,0,2,1
"15042",0,54,1,1.013170273,5314,8,0,4,0,0,1
"15044",0.79568953,44,2,0.815585961,1680,5,0,0,1,3,1
"15053",0.555799592,32,0,0.431070387,2400,12,0,0,0,0,1
"15054",0.506986028,42,1,0.2790491,4500,7,0,1,0,2,1
"15060",0.267904509,25,0,0.04772475,2702,4,3,0,0,2,1
"15068",0.934208326,33,1,0.613197067,4500,8,0,2,6,4,1
"15074",0.9999999,41,1,0.565311889,4600,1,5,0,0,1,1
"15075",0.599607166,50,1,0.044477172,6789,4,0,0,0,2,1
"15079",0.125958014,30,0,0.159157558,3750,5,0,0,0,0,1
"15087",0.403112779,50,1,0.192387174,15000,13,0,2,0,1,1
"15091",0.060840786,57,2,0.090370832,6417,7,0,0,0,0,1
"15097",1.010253781,32,0,0.867060561,2030,3,0,1,0,2,1
"15099",0.986820428,43,2,0.655292328,4600,12,0,1,0,3,1
"15115",0.916550479,52,3,0.803691598,5200,17,0,2,1,0,1
"15119",0.909003988,45,6,0.659060876,11350,15,1,3,0,0,1
"15120",0.986114968,37,1,1.039100161,5600,10,1,2,2,2,1
"15123",0.9999999,63,98,0,986,0,98,0,98,0,1
"15128",1.014969718,41,0,0.739704118,2500,10,0,1,0,0,1
"15129",0.9999999,57,98,0,2500,0,98,0,98,1,1
"15137",0.9999999,49,1,0.109541404,4600,1,1,0,0,0,1
"15142",0.415452818,45,2,0.233238111,5950,6,1,1,0,1,1
"15143",0.123268105,53,1,0.366530914,2700,7,2,1,2,2,1
"15146",0.9999999,40,0,0.051987003,4000,4,0,0,0,0,1
"15153",0.910454394,38,2,0.588974579,3500,6,1,1,2,2,1
"15169",0.413804742,38,0,3.736406057,10500,15,1,2,0,3,1
"15172",0.866994033,38,0,0.507719382,12500,15,0,1,0,2,1
"15178",1.066386723,46,3,0.115073788,5691,7,2,0,1,2,1
"15186",0.9999999,40,0,0.347041007,8583,3,2,1,1,3,1
"15189",0.99791684,37,0,0.262888992,6458,9,0,0,0,1,1
"15190",0.410012995,54,1,0.255780046,4800,10,1,0,0,2,1
"15198",0.220370617,29,2,0.36443299,1939,4,0,0,1,0,1
"15201",0.882705852,62,0,0.518160613,3000,10,0,2,0,0,1
"15206",0.72051242,29,0,0.114680946,2240,6,3,0,0,1,1
"15207",0.949505049,52,0,0.853036741,4000,7,0,2,0,0,1
"15221",0.563455172,46,0,0.406953477,7995,11,0,1,0,4,1
"15222",0.944043998,37,4,0.14515457,12000,7,1,0,1,1,1
"15225",0.794522366,29,0,0.121239539,4420,7,0,0,0,0,1
"15226",1.474735605,53,2,0.038387186,3620,4,0,0,0,1,1
"15230",0.025567776,46,2,0.412325892,5240,4,2,1,1,0,1
"15231",0.32720681,59,1,4.799674267,1841,20,0,5,0,0,1
"15232",1.038365395,38,3,0.644142066,4335,8,2,1,3,3,1
"15238",0.257605418,55,1,0.438058748,7829,9,0,2,0,0,1
"15245",0.9999999,31,0,0.079128169,4220,2,0,0,0,1,1
"15255",0.679753515,70,0,0.254904104,18300,9,1,1,1,1,1
"15267",0.848982307,48,0,0.68098638,33333,21,0,7,0,3,1
"15274",0.773440744,45,0,0.807033781,2160,7,0,1,1,0,1
"15305",0.251348728,42,2,0.220182545,9750,17,2,1,1,1,1
"15308",0.978007331,38,0,0.020222677,4400,2,1,0,0,2,1
"15309",0.068310128,50,1,0.94924838,7250,20,0,3,0,0,1
"15315",0.656671013,67,3,0.242606907,14100,15,1,3,4,0,1
"15327",0.9999999,24,98,0,1100,0,98,0,98,0,1
"15328",0.971161154,39,1,0.455424096,6000,4,0,2,0,2,1
"15334",0.791151106,31,0,0.375396497,7250,5,0,2,0,0,1
"15335",0.221007496,61,0,0.618258353,3800,10,0,2,0,0,1
"15336",0.175832024,41,2,0.147885857,4800,3,3,0,0,4,1
"15352",0.575158355,52,0,0.270810746,8300,4,0,1,0,0,1
"15363",0.705224633,39,0,0.176735306,7332,6,0,0,0,2,1
"15377",0,42,1,0.232368817,11300,4,0,1,2,2,1
"15389",0,29,2,0.491868835,3750,4,1,0,1,0,1
"15391",1.059588082,40,1,0.224189141,8416,2,0,1,2,2,1
"15396",0.9,62,6,0.374443207,7183,9,0,1,0,0,1
"15402",0.647167057,51,0,0.50448833,2784,8,0,0,0,3,1
"15403",0.794212219,53,0,0.433985839,2400,5,2,1,0,0,1
"15407",0.588570853,41,0,0.604577743,3800,15,0,1,0,2,1
"15408",0.034524497,57,2,0.108789121,10000,8,0,0,0,0,1
"15427",0.234482919,52,0,0.471505699,5000,14,0,0,0,0,1
"15433",0.678424978,47,1,0.620163294,8450,10,0,2,0,0,1
"15435",0.007101896,82,0,52.5,1,9,0,0,0,0,1
"15438",0.9999999,35,0,0.065366829,8000,3,0,0,1,5,1
"15449",0.487586383,32,3,0.376897445,2700,9,2,0,3,0,1
"15456",1.00888642,30,3,0.766695958,2275,8,0,2,0,2,1
"15458",0.193544225,27,0,0.232475599,2253,10,0,0,0,0,1
"15459",0.9999999,45,0,0.006027273,13272,1,1,0,0,3,1
"15460",0.9999999,48,5,0.124276501,12093,5,1,1,0,2,1
"15462",0.321768943,49,1,0.067052513,7083,7,0,0,0,0,1
"15464",0.485265573,40,2,0.247534517,6083,4,1,2,0,2,1
"15466",0.570714643,55,0,0.022988506,2000,2,0,0,0,2,1
"15469",1.091816367,31,1,0.048433681,4500,3,0,0,0,0,1
"15473",0.962375073,30,1,0.066896928,5500,2,0,0,0,3,1
"15483",0.520593606,38,0,1.808869457,1600,6,0,2,0,0,1
"15485",0.015084785,39,0,0.324879652,8516,14,3,1,0,1,1
"15495",0.9999999,28,0,0.29199549,2660,7,4,0,1,0,1
"15507",0.029580868,67,0,0.282114907,15716,4,1,1,0,0,1
"15517",0.797756717,42,0,0.500874781,4000,5,0,1,0,1,1
"15532",0.860174782,50,2,0.39433062,7125,8,13,3,0,1,1
"15535",0.145073324,44,1,0.685263563,5197,8,0,2,2,3,1
"15537",1.02994012,64,1,0.23965207,3333,3,1,1,0,0,1
"15538",0.021626946,62,0,0.323211973,6948,12,1,2,0,1,1
"15539",0.94507086,45,1,0.552198688,9300,9,0,2,0,0,1
"15541",0.900915903,31,0,0.565623992,3100,7,1,2,0,0,1
"15544",0.391520836,51,1,3.578654971,3419,21,4,6,1,2,1
"15549",1.366259711,36,1,0.112067279,5112,3,2,0,0,0,1
"15552",0.99160112,32,0,0.234423408,2904,8,0,0,0,0,1
"15553",0.408962218,51,0,0.687862428,5000,21,0,2,0,0,1
"15558",0.577714049,33,0,0.616247013,5440,10,0,1,0,2,1
"15560",1.069302379,38,2,0.313789655,11000,7,0,4,0,0,1
"15564",0.006554813,50,3,0.043935758,5416,9,0,0,0,0,1
"15571",0.9999999,36,0,0.012699788,60000,2,2,0,0,0,1
"15573",0.296209078,53,0,0.438146463,4833,15,0,2,0,1,1
"15575",0.358599344,52,0,0.624309392,3800,16,0,2,0,2,1
"15577",0.9999999,64,1,0.569518717,2243,7,0,1,2,0,1
"15578",0.888149134,41,0,0.380516236,1200,6,0,0,1,1,1
"15579",0.72927242,51,3,0.235343737,4741,6,1,1,1,0,1
"15595",0.60411027,39,2,0.139972006,5000,4,1,0,0,0,1
"15596",0.9999999,60,1,0.090753717,5850,7,0,1,0,2,1
"15597",0.9999999,51,0,0.306192101,2050,3,0,0,0,0,1
"15602",0.9999999,48,0,0,2900,0,1,0,0,0,1
"15609",0.07920536,47,0,0.411817853,5533,11,0,2,0,1,1
"15614",0.542618434,27,0,0.1699485,3300,9,0,0,0,0,1
"15616",0.547351615,58,1,0.506438468,6134,12,1,1,0,1,1
"15621",0.9999999,36,2,0.211518684,2916,7,1,0,0,0,1
"15630",0.9999999,47,1,0.082516019,7646,1,0,0,0,0,1
"15642",0.270057665,74,1,0.524914005,10174,10,0,2,0,0,1
"15645",0.775446152,39,1,0.347950429,6293,12,0,0,0,3,1
"15646",0,50,3,0.711269123,9281,7,0,1,0,2,1
"15659",0.368712175,34,2,0.515596881,6667,11,0,2,0,2,1
"15662",0.72204872,37,4,0.235770751,5059,9,1,0,1,3,1
"15663",0.889311069,57,0,0.273562537,6747,5,1,1,0,1,1
"15665",1.049256506,63,3,1.196387615,3487,10,1,4,2,0,1
"15667",0.9999999,28,0,0,2108,0,1,0,0,0,1
"15675",0.246849694,48,0,0.525581912,18000,20,0,8,0,1,1
"15679",2.375415282,31,1,0.70100833,2280,3,0,1,1,0,1
"15685",0.991641528,31,2,0.534246575,2700,10,0,0,0,1,1
"15693",0.673496148,41,0,0.234379339,3600,4,0,0,0,2,1
"15711",0.415843069,52,0,0.313234338,20000,11,0,2,0,3,1
"15714",1.091290871,40,2,0.18930547,21150,4,0,1,1,3,1
"15718",0.807192807,35,1,0.171957011,4000,2,3,0,0,0,1
"15724",0.9999999,34,1,0.132082459,8100,5,0,0,2,0,1
"15727",0.957921507,33,1,0.208359788,9449,13,0,0,0,0,1
"15731",0.834864985,42,1,0.25991096,9433,15,1,1,1,5,1
"15737",0.9999999,25,0,0.090109304,3750,1,0,0,1,0,1
"15739",0.108109956,28,3,0.148170366,5000,14,0,0,0,0,1
"15740",0.718917609,48,1,0.189358093,11200,12,0,1,0,1,1
"15746",0.894240485,48,2,1.886869605,2200,11,1,1,0,0,1
"15756",1.10763079,36,1,0.458135109,4203,6,0,1,0,2,1
"15760",0.832010181,72,2,0.660350545,2110,11,1,0,0,0,1
"15762",1.00179964,38,3,2.934065934,1000,7,0,2,1,1,1
"15765",0,74,0,0.109285127,2433,8,0,0,0,1,1
"15776",0.434922911,43,2,1.239349149,8050,13,0,6,0,4,1
"15780",0.842572062,49,1,0.646370726,3333,5,0,1,0,2,1
"15782",0.472411266,89,2,0.64027671,1300,6,3,0,0,0,1
"15785",0.198327577,74,0,0.057336078,3400,5,0,0,0,0,1
"15786",0.613650413,35,0,0.25934813,5000,8,0,0,1,2,1
"15791",0.216778116,59,3,0.564840499,2883,14,0,2,0,0,1
"15800",0.627193957,37,1,0.435176507,3200,5,0,1,1,2,1
"15802",0.9999999,40,0,0.237587471,3000,1,1,1,0,0,1
"15804",0.303393214,39,0,0.140892824,5308,4,0,0,0,0,1
"15813",0.9999999,51,0,0.113036524,3750,1,0,0,0,0,1
"15815",0.743107124,55,0,0.427055703,4900,7,2,1,0,3,1
"15819",0.758965315,26,0,0.207830071,2400,4,0,0,0,1,1
"15822",0.444700145,39,0,0.751809479,4282,12,0,1,0,3,1
"15834",0,33,0,0.078867381,6250,3,1,0,0,3,1
"15847",0.769761691,51,1,0.534883721,6750,10,0,2,3,2,1
"15853",0.9999999,55,0,0.251038302,4333,3,1,1,2,0,1
"15871",0.368373252,47,0,0.189824814,12500,12,0,0,0,0,1
"15872",0.487358949,48,2,0.49331505,8750,9,1,3,0,2,1
"15875",0.132257698,26,0,0.028309742,1200,3,0,0,0,0,1
"15879",0.219554611,47,1,0.1856018,8000,3,0,1,0,2,1
"15880",0.941346501,31,0,0.324421389,2505,5,0,0,0,0,1
"15888",0.5502998,51,0,109,0,3,0,0,0,0,1
"15891",0.625687156,39,3,1.321861557,2556,6,1,1,2,1,1
