"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","Class"
"41732",26,"self-employed","single","tertiary","no",993,"no","no","cellular",8,"oct",152,1,-1,0,"unknown",1
"41733",53,"housemaid","married","primary","no",0,"no","no","cellular",8,"oct",148,1,-1,0,"unknown",1
"41737",34,"management","single","tertiary","no",1730,"yes","no","cellular",8,"oct",97,2,-1,0,"unknown",1
"41738",36,"technician","married","tertiary","no",4596,"yes","no","cellular",8,"oct",234,2,175,2,"success",2
"41739",42,"management","married","unknown","no",849,"yes","no","cellular",8,"oct",667,1,321,1,"other",2
"41741",58,"retired","married","primary","no",565,"no","no","telephone",8,"oct",153,1,93,1,"success",2
"41742",57,"housemaid","single","secondary","no",254,"no","no","cellular",8,"oct",676,1,-1,0,"unknown",1
"41748",60,"admin.","divorced","secondary","no",12039,"no","no","telephone",12,"oct",261,1,187,1,"success",2
"41751",56,"unemployed","married","secondary","no",12,"no","no","cellular",12,"oct",511,3,187,1,"failure",2
"41759",77,"retired","married","primary","no",989,"no","no","telephone",12,"oct",95,2,-1,0,"unknown",1
"41765",57,"admin.","married","secondary","no",3927,"no","no","cellular",13,"oct",61,1,-1,0,"unknown",1
"41768",54,"management","married","tertiary","no",2216,"yes","no","cellular",13,"oct",167,1,-1,0,"unknown",1
"41773",48,"management","married","tertiary","no",1093,"yes","yes","cellular",13,"oct",1226,2,-1,0,"unknown",2
"41783",61,"self-employed","divorced","tertiary","no",6,"yes","no","cellular",13,"oct",210,1,182,2,"success",2
"41786",43,"management","married","tertiary","no",1188,"no","no","cellular",13,"oct",1573,2,139,2,"failure",1
"41788",35,"technician","single","tertiary","no",670,"no","no","cellular",13,"oct",301,2,-1,0,"unknown",2
"41796",23,"student","single","secondary","no",107,"no","no","cellular",14,"oct",84,1,183,1,"success",2
"41798",46,"management","married","tertiary","no",37378,"yes","no","cellular",14,"oct",146,1,518,1,"failure",1
"41799",33,"management","married","tertiary","no",1297,"yes","no","cellular",14,"oct",117,1,-1,0,"unknown",1
"41802",35,"self-employed","married","tertiary","no",1178,"yes","yes","cellular",14,"oct",727,3,182,2,"other",1
"41804",60,"retired","married","primary","no",1167,"no","no","cellular",14,"oct",79,2,-1,0,"unknown",1
"41805",45,"housemaid","married","primary","no",8692,"yes","no","cellular",14,"oct",108,1,-1,0,"unknown",1
"41816",48,"housemaid","single","primary","no",1630,"no","no","cellular",15,"oct",125,1,-1,0,"unknown",1
"41818",73,"retired","married","primary","no",154,"no","no","cellular",15,"oct",103,1,-1,0,"unknown",1
"41821",70,"retired","married","secondary","no",1310,"no","no","cellular",15,"oct",634,1,-1,0,"unknown",1
"41834",26,"admin.","single","secondary","no",766,"no","no","cellular",15,"oct",457,2,-1,0,"unknown",2
"41839",40,"unemployed","single","tertiary","no",79,"no","no","cellular",15,"oct",570,1,135,1,"failure",2
"41841",57,"management","married","tertiary","no",1318,"no","no","cellular",16,"oct",115,1,185,2,"failure",2
"41843",77,"retired","married","tertiary","no",0,"no","no","cellular",16,"oct",847,1,60,1,"success",2
"41854",51,"admin.","married","secondary","no",423,"yes","yes","cellular",16,"oct",95,1,-1,0,"unknown",1
"41862",37,"services","married","secondary","no",4017,"no","no","cellular",16,"oct",156,1,-1,0,"unknown",2
"41869",63,"retired","married","secondary","no",588,"no","no","cellular",19,"oct",143,2,-1,0,"unknown",1
"41872",33,"unknown","single","secondary","no",9,"no","no","cellular",19,"oct",238,1,-1,0,"unknown",1
"41879",37,"management","single","tertiary","no",254,"no","no","cellular",19,"oct",120,1,-1,0,"unknown",1
"41881",80,"management","married","primary","no",6483,"no","no","telephone",19,"oct",123,1,-1,0,"unknown",1
"41886",76,"housemaid","divorced","primary","no",1411,"no","no","telephone",19,"oct",233,2,187,3,"success",2
"41891",54,"management","married","unknown","no",831,"yes","yes","telephone",19,"oct",208,3,109,3,"failure",1
"41895",30,"student","single","tertiary","no",7529,"no","no","cellular",19,"oct",328,1,-1,0,"unknown",2
"41903",72,"retired","married","primary","no",1388,"no","no","telephone",20,"oct",513,1,-1,0,"unknown",2
"41908",54,"technician","married","secondary","no",3994,"no","yes","cellular",20,"oct",595,2,187,2,"success",2
"41912",28,"management","single","tertiary","no",80,"no","no","cellular",20,"oct",676,2,146,2,"failure",2
"41931",19,"student","single","secondary","no",329,"no","no","cellular",22,"oct",252,2,-1,0,"unknown",2
"41932",33,"admin.","married","tertiary","no",79,"yes","no","cellular",22,"oct",249,2,335,2,"failure",2
"41941",35,"management","single","tertiary","no",1750,"yes","no","cellular",22,"oct",422,1,175,4,"success",1
"41947",78,"retired","married","unknown","no",4807,"no","no","telephone",22,"oct",1002,4,-1,0,"unknown",2
"41950",78,"retired","divorced","primary","no",229,"no","no","telephone",22,"oct",97,1,-1,0,"unknown",2
"41951",55,"services","married","secondary","no",0,"no","no","cellular",22,"oct",102,1,106,1,"failure",1
"41958",61,"retired","married","secondary","no",86,"no","no","cellular",23,"oct",149,1,-1,0,"unknown",2
"41960",73,"retired","married","primary","no",796,"no","no","cellular",23,"oct",427,1,182,2,"failure",2
"41963",33,"management","married","tertiary","no",5878,"no","no","cellular",23,"oct",438,1,430,2,"failure",2
"41968",59,"retired","married","primary","no",3648,"no","no","telephone",23,"oct",257,2,126,3,"success",2
"41977",52,"admin.","married","secondary","no",722,"no","no","cellular",26,"oct",99,2,185,3,"failure",1
"41981",50,"technician","single","secondary","no",3897,"no","no","cellular",26,"oct",298,1,-1,0,"unknown",1
"41984",55,"admin.","married","secondary","no",865,"yes","no","cellular",27,"oct",96,1,111,3,"failure",1
"41986",41,"unknown","single","unknown","no",942,"no","no","cellular",27,"oct",143,1,188,1,"success",2
"41988",57,"technician","married","secondary","no",254,"no","no","cellular",27,"oct",207,1,-1,0,"unknown",2
"41989",46,"management","single","tertiary","no",311,"yes","yes","cellular",27,"oct",96,1,158,1,"failure",1
"41990",28,"technician","single","unknown","no",0,"yes","no","cellular",27,"oct",96,1,267,1,"failure",2
"41991",38,"blue-collar","single","secondary","no",0,"no","no","cellular",27,"oct",297,1,75,3,"failure",2
"41997",66,"retired","married","primary","no",747,"no","no","telephone",27,"oct",515,1,-1,0,"unknown",1
"42001",59,"housemaid","married","secondary","no",0,"no","no","telephone",27,"oct",376,1,81,3,"failure",1
"42016",33,"management","single","tertiary","no",3170,"no","no","cellular",28,"oct",246,2,-1,0,"unknown",1
"42019",29,"technician","married","secondary","no",1599,"yes","no","cellular",28,"oct",95,1,112,2,"failure",1
"42024",26,"student","single","unknown","no",603,"no","no","cellular",28,"oct",73,1,-1,0,"unknown",1
"42032",38,"technician","single","tertiary","no",1727,"no","no","telephone",28,"oct",182,2,-1,0,"unknown",1
"42034",30,"admin.","single","secondary","no",914,"yes","no","cellular",28,"oct",524,3,272,1,"failure",2
"42036",31,"management","married","tertiary","no",81,"yes","no","cellular",29,"oct",164,2,-1,0,"unknown",2
"42040",55,"management","married","tertiary","no",13578,"no","no","cellular",29,"oct",247,2,-1,0,"unknown",1
"42046",30,"management","single","tertiary","no",0,"no","no","cellular",29,"oct",437,2,-1,0,"unknown",1
"42052",45,"admin.","divorced","secondary","no",0,"no","no","cellular",29,"oct",264,1,-1,0,"unknown",2
"42057",28,"student","single","tertiary","no",2306,"no","no","cellular",29,"oct",140,2,-1,0,"unknown",1
"42060",53,"technician","married","tertiary","no",395,"no","no","cellular",29,"oct",136,1,148,1,"failure",2
"42076",32,"management","single","tertiary","no",2846,"yes","no","cellular",30,"oct",160,1,-1,0,"unknown",1
"42080",26,"technician","single","secondary","no",44,"no","no","cellular",30,"oct",217,1,-1,0,"unknown",2
"42087",60,"management","married","tertiary","no",3401,"no","no","cellular",30,"oct",294,1,270,1,"failure",2
"42089",46,"housemaid","married","primary","no",3512,"no","no","cellular",30,"oct",175,1,197,1,"failure",2
"42090",22,"student","single","secondary","no",1522,"no","no","cellular",30,"oct",368,2,-1,0,"unknown",2
"42093",28,"student","single","tertiary","no",3717,"no","no","telephone",30,"oct",177,2,-1,0,"unknown",1
"42095",33,"management","married","tertiary","no",3301,"yes","no","cellular",2,"nov",131,2,171,2,"failure",1
"42096",37,"management","married","primary","no",1506,"no","no","cellular",2,"nov",101,3,80,3,"success",1
"42113",32,"student","married","secondary","no",833,"yes","no","telephone",2,"nov",227,5,164,3,"other",1
"42117",58,"admin.","married","secondary","no",2777,"yes","no","telephone",2,"nov",214,3,-1,0,"unknown",1
"42120",25,"unemployed","married","secondary","no",1404,"yes","no","cellular",2,"nov",85,2,-1,0,"unknown",1
"42122",55,"management","divorced","tertiary","no",2037,"no","no","cellular",2,"nov",209,2,273,1,"failure",2
"42124",35,"management","married","tertiary","no",1133,"yes","no","cellular",3,"nov",102,1,-1,0,"unknown",2
"42125",44,"technician","married","tertiary","no",1818,"yes","yes","cellular",3,"nov",88,2,83,2,"failure",1
"42128",35,"admin.","divorced","secondary","no",1224,"yes","no","cellular",3,"nov",187,1,-1,0,"unknown",2
"42141",33,"services","married","secondary","no",1697,"no","no","cellular",3,"nov",179,1,-1,0,"unknown",2
"42155",61,"management","married","tertiary","no",6016,"no","no","cellular",4,"nov",199,1,275,3,"success",1
"42157",33,"management","single","tertiary","no",5276,"no","no","cellular",4,"nov",572,1,-1,0,"unknown",1
"42162",55,"blue-collar","married","secondary","no",12401,"no","no","telephone",5,"nov",111,9,511,4,"other",1
"42167",60,"technician","married","tertiary","no",6573,"yes","no","cellular",6,"nov",126,2,87,2,"failure",1
"42184",32,"technician","single","tertiary","no",1527,"yes","no","cellular",9,"nov",270,1,144,2,"failure",1
"42186",47,"housemaid","married","secondary","no",3940,"yes","no","cellular",9,"nov",171,2,96,5,"success",1
"42189",63,"retired","divorced","primary","no",109,"no","no","cellular",10,"nov",406,2,-1,0,"unknown",2
"42198",71,"housemaid","divorced","primary","no",1311,"no","no","cellular",10,"nov",301,2,91,1,"success",2
"42202",48,"unemployed","divorced","secondary","no",201,"no","no","cellular",10,"nov",594,1,91,1,"success",2
"42204",47,"admin.","married","secondary","no",0,"no","no","cellular",10,"nov",213,1,190,1,"other",2
"42213",35,"admin.","single","tertiary","no",5007,"yes","no","cellular",11,"nov",133,1,90,3,"failure",1
"42214",23,"technician","single","secondary","no",598,"no","no","cellular",11,"nov",406,1,195,1,"failure",2
"42216",58,"blue-collar","married","secondary","no",381,"no","no","cellular",11,"nov",79,4,-1,0,"unknown",1
"42229",36,"blue-collar","single","secondary","no",3623,"no","no","unknown",12,"nov",71,1,378,1,"success",2
"42230",31,"management","single","tertiary","no",533,"no","no","cellular",12,"nov",90,3,93,6,"success",2
"42232",28,"self-employed","single","tertiary","no",805,"no","no","cellular",12,"nov",116,5,170,2,"failure",1
"42239",63,"retired","married","primary","no",8044,"no","no","cellular",12,"nov",702,1,-1,0,"unknown",1
"42245",82,"retired","divorced","tertiary","no",0,"no","no","telephone",12,"nov",226,1,-1,0,"unknown",2
"42248",61,"retired","married","primary","no",1720,"no","no","cellular",12,"nov",150,1,463,5,"failure",1
"42264",45,"blue-collar","married","unknown","no",1529,"yes","no","cellular",13,"nov",181,1,197,1,"success",2
"42269",71,"retired","married","primary","no",2600,"no","no","cellular",13,"nov",186,2,98,1,"success",2
"42272",38,"entrepreneur","married","tertiary","no",1438,"no","no","cellular",13,"nov",122,5,-1,0,"unknown",1
"42274",37,"admin.","single","secondary","no",115,"no","no","cellular",13,"nov",122,4,101,5,"failure",1
"42276",58,"services","divorced","secondary","no",462,"no","no","cellular",13,"nov",495,1,93,1,"success",2
"42296",64,"retired","married","unknown","no",679,"no","no","telephone",16,"nov",167,1,-1,0,"unknown",2
"42297",27,"blue-collar","single","secondary","no",535,"no","no","cellular",16,"nov",183,1,94,1,"success",2
"42301",41,"unemployed","divorced","primary","no",487,"no","no","cellular",16,"nov",163,1,200,1,"failure",1
"42304",57,"admin.","married","secondary","no",367,"no","no","telephone",16,"nov",107,2,-1,0,"unknown",1
"42309",26,"student","single","secondary","no",203,"no","no","cellular",16,"nov",104,1,196,1,"failure",1
"42314",33,"self-employed","married","tertiary","no",263,"no","no","cellular",16,"nov",79,4,94,3,"failure",1
"42318",21,"student","single","secondary","no",347,"no","no","cellular",16,"nov",77,1,-1,0,"unknown",1
"42319",56,"management","married","primary","no",870,"no","no","cellular",16,"nov",257,1,-1,0,"unknown",2
"42326",75,"retired","married","tertiary","no",6027,"no","no","cellular",16,"nov",1248,2,94,2,"failure",2
"42335",59,"self-employed","married","tertiary","no",2013,"no","no","cellular",17,"nov",409,2,-1,0,"unknown",2
"42343",37,"management","married","tertiary","no",0,"no","no","cellular",24,"nov",187,2,-1,0,"unknown",1
"42345",38,"management","single","secondary","no",293,"no","yes","cellular",24,"nov",166,2,-1,0,"unknown",1
"42346",70,"retired","married","primary","no",3230,"no","no","cellular",24,"nov",112,1,-1,0,"unknown",1
"42353",23,"student","single","secondary","no",922,"no","no","cellular",25,"nov",242,1,85,8,"failure",1
"42362",38,"management","married","unknown","no",3576,"no","no","cellular",25,"nov",349,2,183,1,"success",2
"42364",38,"technician","married","secondary","no",6728,"no","no","cellular",25,"nov",232,1,96,4,"success",2
"42365",72,"retired","married","secondary","no",1129,"no","no","cellular",25,"nov",208,1,91,1,"success",2
"42371",27,"blue-collar","single","tertiary","no",567,"no","no","cellular",25,"nov",238,2,184,1,"success",2
"42374",52,"blue-collar","married","secondary","no",1797,"yes","no","cellular",27,"nov",92,2,99,1,"failure",1
"42376",53,"technician","married","secondary","no",1982,"yes","yes","cellular",27,"nov",160,1,-1,0,"unknown",2
"42379",58,"technician","married","secondary","no",3399,"no","no","telephone",30,"nov",1628,2,188,8,"success",2
"42392",31,"technician","married","secondary","no",318,"no","no","cellular",2,"dec",310,1,-1,0,"unknown",2
"42395",44,"unknown","single","unknown","no",18881,"no","no","cellular",2,"dec",187,2,-1,0,"unknown",1
"42401",53,"unemployed","married","primary","no",980,"yes","no","cellular",3,"dec",352,1,-1,0,"unknown",2
"42404",39,"technician","married","secondary","no",2983,"no","no","cellular",3,"dec",472,1,-1,0,"unknown",2
"42411",26,"student","single","tertiary","no",294,"no","no","cellular",4,"dec",208,2,-1,0,"unknown",2
"42414",43,"management","single","tertiary","no",11891,"no","no","cellular",4,"dec",821,5,242,1,"success",2
"42427",31,"admin.","married","secondary","no",389,"yes","no","cellular",7,"dec",69,1,185,2,"failure",1
"42428",42,"admin.","single","secondary","no",684,"no","no","cellular",7,"dec",163,1,186,1,"success",1
"42432",45,"technician","married","secondary","no",0,"yes","no","cellular",7,"dec",344,1,-1,0,"unknown",2
"42433",61,"retired","married","primary","no",103,"no","no","cellular",7,"dec",292,1,-1,0,"unknown",1
"42436",25,"blue-collar","single","secondary","no",1163,"no","no","cellular",7,"dec",262,3,-1,0,"unknown",1
"42438",81,"retired","married","secondary","no",93,"no","no","cellular",7,"dec",164,1,-1,0,"unknown",1
"42445",31,"technician","married","secondary","no",684,"yes","no","cellular",7,"dec",620,3,-1,0,"unknown",2
"42458",49,"technician","married","secondary","no",307,"no","no","cellular",9,"dec",854,1,-1,0,"unknown",2
"42478",58,"management","married","tertiary","no",256,"no","no","cellular",10,"dec",422,1,188,3,"success",2
"42491",30,"technician","single","tertiary","no",1070,"no","no","cellular",14,"dec",446,2,-1,0,"unknown",1
"42495",87,"retired","married","secondary","no",433,"no","no","telephone",15,"dec",150,1,-1,0,"unknown",1
"42505",72,"retired","married","secondary","no",1533,"no","no","cellular",16,"dec",546,2,-1,0,"unknown",2
"42509",56,"retired","married","secondary","no",393,"no","yes","cellular",17,"dec",103,1,206,1,"failure",1
"42519",51,"blue-collar","married","secondary","no",955,"no","yes","cellular",17,"dec",221,3,-1,0,"unknown",2
"42520",27,"student","single","secondary","no",538,"no","no","cellular",18,"dec",170,4,197,2,"success",2
