"","y","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents","SeriousDlqin2yrs"
"96561",0,0.009889727,55,0,11311,4109,6,0,1,0,0,1
"96571",0,0.629903092,23,0,0.104536489,5000,3,0,1,0,0,0
"96581",0,0.9999999,62,0,0.203125,4683,6,0,1,0,2,1
"96591",0,1.473053892,50,0,1.011993603,5000,11,0,1,0,1,0
"96601",0,0.147879095,58,0,0.162335066,1100,7,0,0,0,3,0
"9661",0,0.762034514,42,0,0.968007998,5300,3,0,1,0,0,1
"96621",0,0.053198448,35,0,0.011558888,5333,1,0,2,0,0,1
"96631",0,0.089071304,65,0,0.681663667,6365,13,0,1,0,1,0
"9664",0,0.474979527,72,0,0.830067973,10233,25,0,2,0,0,0
"96651",0,0.9999999,63,1,0.146325969,5005,3,0,0,1,0,0
"96661",0,0.943009498,48,1,0.356085368,3833,5,0,1,0,0,1
"9667",0,0.788997575,33,0,0.007248188,10100,10,0,2,0,1,0
"96681",0,0.278944984,42,0,0.073789393,6100,14,0,1,0,0,1
"96691",0,0.035392921,76,0,0.500333259,8443,8,0,0,0,2,1
"96701",0,0.48005294,51,0,0.475809676,4284,4,0,2,0,1,0
"9671",0,0.449433534,74,0,1.768796176,7631,2,0,0,0,2,1
"9672",0,0.573740372,85,0,0.691102966,2200,3,0,2,4,1,1
"96731",0,0.159561348,73,0,0.138215446,8000,6,0,1,0,0,1
"96741",0,0.620138282,70,0,0.296616271,16916,4,0,0,0,2,1
"9675",0,0.886363636,29,3,0.251629726,5000,17,1,0,0,0,0
"96761",0,0,26,0,0.004142265,5830,4,0,0,0,5,0
"9677",0,0.236951515,38,1,0.435870562,1100,5,2,3,0,0,1
"96781",0,0.9999999,82,0,0.418657702,2450,14,0,0,0,1,1
"96791",0,0.534219582,31,0,0.114377338,2916,14,0,2,0,0,1
"96801",0,0.026417418,57,0,1180,2000,4,0,0,0,1,0
"96811",0,0.484653819,64,0,0.285578296,3000,0,0,2,0,0,1
"96821",0,0,42,0,0.47868274,13000,13,0,2,0,1,1
"96831",0,0.916692142,50,0,0.187415557,3400,3,0,0,0,2,0
"96841",0,1.462151394,46,0,0.287632105,7000,4,0,1,0,0,1
"96851",0,0.943862932,32,2,0.513236391,15660,3,1,0,0,0,1
"96861",0,0.287965052,60,0,0.26549106,4500,6,0,0,0,0,0
"96871",0,0.9999999,71,0,1.459482214,6000,16,0,2,0,2,0
"96881",0,0.05893771,55,1,0.39093181,4052,7,1,2,0,0,1
"96891",0,0.9999999,83,0,0.385922815,15000,6,3,0,0,0,0
"9690",0,0.217561023,27,0,0.457023933,5400,10,0,2,0,3,0
"9691",0,0.001882132,65,0,0.197564276,5834,6,0,1,0,1,1
"96921",0,0.558888222,67,1,0.237920693,5416,10,0,1,0,0,0
"96931",0,0.22446259,76,0,0.006499188,8000,13,0,0,0,0,1
"96941",0,0.430456017,49,3,0.016806723,22750,7,0,1,0,3,0
"96951",0,0.9999999,50,0,0.422041534,7590,7,1,0,0,3,0
"96961",0,0.072512448,45,0,0.416738075,13167,13,0,0,0,2,0
"96971",0,0.031499171,47,0,0.069529652,4389,12,0,0,0,0,0
"96981",0,0.9999999,49,0,0,17917,8,0,3,0,2,0
"9699",0,0.9999999,64,0,0.744913382,7437,6,0,0,1,0,0
"9700",0,0,59,0,0.43807699,11499,7,0,2,0,0,1
"9701",0,0.020559036,39,0,0.549841032,3916,5,5,0,0,0,0
"97021",0,0.017277442,51,3,1048,7500,9,0,4,0,2,0
"97031",0,0.545636243,50,0,0.223990154,3900,21,0,0,1,0,0
"9704",0,0.864003149,56,1,0.34656564,11946,7,0,2,0,0,1
"97051",0,0.009579342,34,0,0.434156584,10854,3,2,0,0,1,0
"97061",0,0.340355321,40,2,0.07710535,12013,14,1,3,0,0,0
"97071",0,0.361190717,36,0,0.268781302,4000,5,0,1,3,0,0
"97081",0,0.001714122,42,0,0.044585987,2900,6,0,2,0,1,0
"97091",0,0.9999999,79,1,0.344646714,10666,15,0,1,1,0,1
"97101",0,1.006788817,50,0,0.244777718,13500,2,2,1,0,2,0
"97111",0,0.9999999,45,0,0.278760369,21000,8,0,0,0,0,0
"97121",0,0.955780416,25,0,0.216975892,6000,3,0,2,0,0,1
"97131",0,0.265102557,71,0,0.159613462,9583,18,2,0,0,2,0
"97141",0,0,36,2,0.669553631,4000,5,0,3,1,0,1
"97151",0,0.067296896,28,0,0.178360883,10833,6,0,0,0,0,1
"9716",0,0.744203063,65,0,0.028994201,600,6,0,2,0,0,0
"97171",0,0.086598845,83,0,0.266666667,9166,10,0,2,0,0,1
"97181",0,0.9999999,67,0,1.08687305,10666,7,0,0,0,0,0
"97191",0,0.410095228,62,0,0.994212049,7628,12,0,1,0,0,1
"97201",0,0.101034521,45,0,0.223694076,5925,10,0,0,0,0,1
"9721",0,0.095019173,46,0,0.10924016,20000,7,0,1,0,0,1
"97221",0,0.71058788,56,0,0.128540824,0,9,0,1,0,0,0
"97231",0,0.991654858,48,1,0.576308367,6100,10,0,3,0,1,0
"97241",0,0.227453811,34,0,0.232602845,2916,10,1,0,1,0,0
"97251",0,0.9999999,29,1,0.901891587,6500,17,0,1,0,3,0
"97261",0,0.033047458,56,0,0.19542966,10833,6,0,0,4,0,1
"97271",0,0,46,0,0.727171077,1000,2,0,0,0,0,0
"97281",0,1.062392987,56,0,0.270287338,3850,16,0,0,0,4,1
"97291",0,0.07563111,63,4,0.745798766,1209,10,0,1,0,0,0
"9730",0,0.9999999,52,1,0.276644863,29096,2,0,1,0,1,1
"97311",0,0.563301449,37,0,0.438483844,7900,7,0,2,0,1,0
"97321",0,0.063208322,50,0,0.472422062,4750,9,0,2,0,1,1
"97331",0,0.944375952,79,0,0.674303406,6424,9,0,2,3,0,0
"9734",0,1.025511634,64,0,0.467135716,9600,11,0,1,0,0,0
"97351",0,0.9999999,31,0,0.580547112,4698,1,0,3,1,1,1
"97361",0,0.536018559,38,0,0.423732885,5416,10,0,1,0,1,0
"97371",0,0.000196069,61,1,0.126461062,3334,4,0,0,0,2,1
"9738",0,0.432213982,43,0,0.43420322,2905,4,0,0,2,0,1
"97391",0,0.199426883,43,0,0.729054189,25450,7,0,2,0,4,0
"97401",0,0.414368057,48,2,0.634545682,3200,14,0,1,0,1,0
"9741",0,0,45,0,0.060427079,2992,17,0,0,0,0,1
"97421",0,0.098231102,65,0,0.702308455,3615,9,0,0,0,0,1
"97431",0,0,24,6,0.165566887,2558,13,0,4,0,0,1
"97441",0,0.9999999,39,0,0.187603763,5495,18,0,1,0,0,1
"97451",0,0.534189174,49,0,0.287505532,9400,6,0,4,0,0,0
"97461",0,0.005361542,63,0,0.364363404,0,0,0,0,0,0,0
"97471",0,0.334614352,22,0,0.146019279,3000,9,0,0,1,2,1
"9748",0,0,47,1,0.437427875,7833,3,0,1,2,0,0
"97491",0,0.044893158,46,0,0.27373873,7000,6,2,0,0,4,1
"9750",0,0.668992809,38,0,0.393075356,1166,3,1,1,0,0,0
"97511",0,0,54,0,0.516895154,6666,11,0,0,0,0,1
"97521",0,0.029074273,52,0,0.703383729,13429,5,0,2,0,3,0
"97531",0,0.9999999,65,0,0.891048292,2752,4,0,1,0,0,1
"97541",0,0.093930202,78,0,0.600093327,2666,5,5,0,0,0,1
"97551",0,0.891862001,55,0,0.518217251,4166,5,0,0,0,1,1
"97561",0,0.9999999,59,0,0.574062165,7317,6,0,1,0,3,0
"97571",0,0.907156121,45,1,0.134204008,5417,6,0,0,0,0,1
"97581",0,0.43157878,69,0,0.285156885,7250,2,1,1,0,0,1
"97591",0,0.199764982,43,5,2.26,2247,9,0,2,0,1,0
"97601",0,0.006583931,57,1,0.426038377,9009,15,0,0,2,0,0
"97611",0,0.9999999,22,1,0.216956683,1175,9,1,2,0,3,1
"97621",0,0.170584222,40,0,0.264513649,6495,5,0,0,0,1,0
"9763",0,0.10288364,53,0,0.305686191,10000,1,1,1,0,2,1
"97641",0,0.960313121,58,0,0.092045181,10700,14,0,2,2,2,1
"9765",0,0.286523783,30,0,0.215389231,12000,20,1,0,0,0,0
"9766",0,0.712203921,46,0,0.24207527,4666,5,0,2,0,1,1
"9767",0,0.346956564,35,0,0.264547091,3450,3,0,2,0,1,1
"97681",0,0.111238757,54,0,0.118529097,4139,15,1,2,0,1,0
"97691",0,0.9999999,29,0,0.351899457,14025,12,0,2,0,1,1
"97701",0,0.9999999,43,0,0.506017604,5000,8,1,1,1,1,1
"97711",0,0.67309065,57,1,0.299036281,7000,2,98,2,1,0,0
"97721",0,0.752113444,85,0,0.058929405,6671,11,0,2,0,0,1
"97731",0,0.399370769,26,0,0.351216261,3099,9,1,2,1,0,0
"9774",0,0.9999999,51,1,0.115147112,5766,6,0,1,0,0,0
"9775",0,0.029060631,36,0,0.271778258,8925,1,0,1,0,0,0
"97761",0,0.155844156,61,0,0.370169275,5742,10,0,0,1,1,0
"97771",0,0.346232688,32,0,0,2500,7,0,1,0,0,0
"97781",0,0.096166993,31,0,1.401459854,12000,7,0,1,0,0,1
"9779",0,0.241892378,32,0,0.285994764,6575,18,2,1,0,1,0
"97801",0,0.080599104,24,0,0.169295712,6000,5,0,1,0,2,1
"97811",0,0.025234659,58,1,0.468839885,6000,14,0,2,0,0,1
"97821",0,0.288210109,37,0,0.462585951,6301,5,0,0,1,1,0
"97831",0,0,63,3,0.029094181,3260,10,0,1,0,3,0
"97841",0,0.18767654,44,0,0.273454424,3000,15,0,2,0,1,1
"97851",0,0.788997575,40,1,0.012329224,6750,0,0,2,3,1,0
"97861",0,0.522507486,46,0,0.0119985,5450,3,0,0,0,0,1
"97871",0,0.257247584,46,0,0.002713898,4351,13,1,1,98,0,1
"97881",0,0.637362637,36,0,0.26467187,7064,8,0,2,0,0,1
"9789",0,1.054472764,42,0,0.166733147,6504,14,0,0,0,0,0
"97901",0,0.909599254,66,1,0.597810566,0,0,0,0,0,3,1
"97911",0,0.100908656,30,0,0.044301401,8000,3,0,0,0,0,0
"97921",0,0.903346055,46,0,0.836051502,9510,6,0,0,0,0,0
"97931",0,0.025837933,30,0,0.448178,5205,6,0,0,0,0,1
"97941",0,0.108532462,59,0,0.342370152,2945,3,0,1,0,0,0
"9795",0,0.021865938,57,2,0.632121885,6500,20,0,1,1,2,0
"97961",0,0.27485648,46,0,0.533350177,7116,9,1,0,0,2,1
"97971",0,0.35558492,47,0,0.131596091,11450,4,1,1,0,1,1
"97981",0,0.018523368,76,0,0.047995483,3300,18,0,2,0,2,1
"9799",0,0.056879398,49,0,0.559185813,5754,9,0,0,0,0,0
"9800",0,0.371409356,58,5,0.215937039,41666,8,0,0,0,2,1
"98011",0,0.186585266,46,2,0.08459436,9800,4,0,2,0,4,0
"98021",0,0.17320141,53,0,0,5315,6,0,2,1,0,0
"98031",0,0.851029794,55,0,0.00469894,12500,0,0,0,0,1,0
"98041",0,0.508872782,42,0,0.948694596,6700,3,3,0,0,2,0
"9805",0,0.697201501,58,1,0.415366914,3766,4,0,0,0,2,0
"98061",0,0.059385875,60,0,0.101412339,16000,9,2,0,0,1,0
"98071",0,0.718959854,37,0,0.409102868,2900,3,0,0,2,3,1
"9808",0,0,51,1,0.213317619,2916,8,5,0,0,1,1
"98091",0,0.060508063,45,0,0.510686164,3117,3,0,0,0,0,1
"98101",0,0.637009075,67,0,0.107459677,7500,9,0,0,0,0,1
"98111",0,0.376766632,81,0,0.700119952,4400,8,0,0,0,0,1
"98121",0,0.049016982,40,0,1611,9250,9,2,0,0,1,1
"98131",0,0.142881688,47,0,0.278712158,1300,7,0,1,0,1,1
"98141",0,0.397244161,55,4,0.14978602,13000,12,0,1,0,2,0
"9815",0,0.041998576,40,0,0.241174633,7000,4,10,0,0,3,1
"98161",0,1.691699084,51,0,0.001712981,5000,10,0,3,0,0,0
"9817",0,0.524347231,66,0,0.791069643,3000,10,0,0,0,1,0
"98181",0,0.601603111,27,0,0.010791367,4100,4,0,2,0,0,1
"98191",0,0.346690354,65,0,0,2333,8,0,0,0,0,1
"98201",0,0.069438631,42,0,0.439491773,1852,11,0,1,0,2,1
"98211",0,0,77,0,0.304381923,17170,9,0,1,0,0,1
"98221",0,0.695337911,55,1,0.406481641,2100,8,0,0,0,0,1
"98231",0,0,23,0,0.219636125,6300,9,0,1,0,0,1
"98241",0,0.298733454,32,0,0.552101788,5870,0,0,0,0,0,1
"98251",0,0.10940485,58,1,0.118347772,10833,6,0,1,2,1,1
"98261",0,0.9999999,23,0,0.220524369,7780,5,1,0,0,0,1
"9827",0,0.061043028,33,0,0.1919364,3100,22,0,1,0,3,1
"9828",0,0.00286197,39,0,0.124511446,3920,19,0,0,0,0,1
"98291",0,0.360599338,57,0,0.6601551,5083,6,1,2,0,3,0
"98301",0,0,60,1,1219,6020,2,2,0,0,3,0
"98311",0,0.9999999,50,0,0.064184363,12475,5,0,1,0,4,0
"98321",0,0.9999999,26,1,0.496687229,7554,0,0,1,0,0,0
"98331",0,0.23977376,61,0,0.945840555,3333,6,0,3,0,0,0
"98341",0,0.767499415,39,1,1.09343332,10500,6,0,1,0,0,1
"9835",0,0.884436826,65,1,0.45915986,11554,9,0,0,0,0,1
"98361",0,0.891751452,48,0,0.218812658,800,6,0,0,0,1,0
"98371",0,0.07012678,74,2,0.309822747,4000,8,1,1,0,1,1
"98381",0,0.082237023,52,0,0.75856036,10687,2,0,6,0,0,0
"98391",0,0.162938793,41,2,0.24815037,6250,11,1,1,0,2,0
"98401",0,0.063474239,55,0,0.53801306,5333,4,1,1,0,0,0
"98411",0,0.20896222,38,0,0.405708282,13500,14,0,2,2,3,0
"98421",0,0.197701607,30,2,0.16534222,25275,6,0,1,0,1,1
"98431",0,0.063049313,51,0,0.470962323,2000,8,0,1,0,1,1
"9844",0,0.50763602,37,0,0.440889778,3065,12,0,1,0,0,0
"98451",0,1.449251248,38,1,0.447393706,5000,5,0,1,0,1,1
"98461",0,0.032430043,41,2,0.407511361,15000,13,0,2,0,0,1
"98471",0,0.9999999,51,2,0.144305307,10400,11,0,2,1,1,1
"98481",0,0.046901617,49,0,0.448183042,4150,12,2,2,0,0,1
"98491",0,1.059247162,38,2,0.428540819,5000,18,0,2,0,0,1
"98501",0,0.745925407,54,0,0.444598658,6166,12,0,0,0,3,1
"98511",0,1.040519317,37,0,0.029313791,5000,10,0,0,0,0,1
"98521",0,0.605120693,51,0,0.764338317,5516,12,0,2,0,1,1
"98531",0,0.682877735,42,0,0.350540591,4889,5,0,2,0,1,1
"98541",0,0.008009737,53,0,0.276816609,6400,0,0,6,0,2,0
"98551",0,0.131229287,39,2,0.307128581,8692,11,1,1,0,1,0
"98561",0,0.108299187,43,1,0,3000,6,0,0,2,0,1
"98571",0,0.282341078,44,0,0.36537077,5800,7,1,1,0,0,0
"98581",0,0.11819606,71,0,0.518400393,4500,3,0,2,0,0,0
"98591",0,0.9999999,65,0,0.665256681,6000,5,0,1,0,1,1
"98601",0,0.635331086,48,0,0,4750,5,0,1,0,0,0
"98611",0,0.082050779,37,0,0.29061823,4925,0,4,0,0,0,0
"98621",0,0.9999999,41,0,0.752670397,12500,8,2,0,0,2,0
"98631",0,0.815758526,51,0,0.35920019,8750,11,0,2,0,0,1
"98641",0,0.783845062,64,0,0.360370023,6250,25,0,2,0,3,0
"98651",0,0.463085963,47,0,0.441102757,1333,5,0,1,0,0,0
"98661",0,1.050599201,45,2,0.878831418,4500,11,0,0,0,1,0
"98671",0,0.9999999,66,0,0.426209839,15000,3,0,0,0,0,1
"98681",0,0.011638963,44,3,0.427596405,4100,3,0,0,1,0,1
"98691",0,0.9999999,52,0,0.116776316,5800,6,1,0,0,0,0
"9870",0,0.002385757,48,0,0.195149678,4786,6,1,0,0,1,0
"98711",0,0.880127864,62,0,0.209386282,5200,17,0,0,0,0,1
"98721",0,0.640167094,41,0,24,6000,0,0,1,0,0,0
"98731",0,1.02845488,66,3,0.398966926,12000,6,7,1,0,3,0
"98741",0,0.851815091,63,1,0.156605641,5833,9,0,0,0,3,0
"9875",0,0.657848668,49,0,0.640670666,1900,4,0,0,0,0,0
"98761",0,8.599600266,24,0,1.195921631,3000,1,1,0,0,3,0
"9877",0,0.695320851,35,4,0.160911878,16000,15,0,2,0,2,0
"98781",0,0.344944742,52,0,0.212517318,18381,11,0,1,0,1,0
"98791",0,0.707127093,75,0,0.1745503,4100,6,1,2,0,0,1
"98801",0,0.9999999,65,1,0.069959514,4600,7,0,3,0,0,0
"98811",0,73.84615385,54,0,0.588043256,3500,11,0,0,98,3,1
"98821",0,0,23,0,0.001606856,5956,15,1,1,0,0,1
"98831",0,0.128191394,43,0,0.111342185,11050,7,0,2,0,2,0
"98841",0,0.882693929,29,0,0.124848145,10000,5,2,0,0,0,0
"98851",0,0.855749645,48,0,0.333872964,1914,11,1,0,0,1,1
"98861",0,0.704091342,28,0,0.502727167,2001,8,0,0,0,1,0
"9887",0,0.100040511,47,0,0.597567072,2665,9,0,0,0,0,1
"9888",0,0.418458543,45,1,0.07793765,2383,15,0,0,0,1,0
"98891",0,0.049513651,25,0,0.130140954,5000,7,0,1,0,0,1
"9890",0,0.13306279,43,0,1.042714329,9322,5,0,2,0,0,0
"98911",0,0.548440494,63,0,0.304033541,5500,2,0,2,2,0,1
"98921",0,0.050566364,51,0,0.187635394,12100,5,0,2,0,0,0
"98931",0,0.741337881,58,0,0.321199813,9200,6,0,0,0,2,1
"9894",0,0.9999999,70,0,0.279125567,3100,3,0,0,0,1,0
"98951",0,0.811035406,36,1,0.527169949,2083,9,1,3,0,3,1
"98961",0,0,36,0,0.361340021,2640,3,0,0,0,2,0
"98971",0,0.372556609,34,0,0.501614046,5833,7,0,2,0,1,0
"98981",0,0.732394595,46,0,1.444936709,7000,7,0,2,1,2,1
"98991",0,0.110699232,41,0,0.561996161,2916,4,0,0,0,0,0
"99001",0,1.340732519,39,0,0.047211731,2271,12,0,0,0,0,0
"9901",0,0.066576027,46,0,0.353520926,2720,21,0,0,0,2,0
"99021",0,0.025402659,61,0,0.481825668,800,7,0,1,0,1,1
"99031",0,0.9999999,63,2,0.006499188,4000,5,0,0,1,2,1
"9904",0,1.093381324,58,0,0.150609081,2468,16,0,0,0,2,1
"9905",0,0.536511337,46,0,0.416630576,7059,3,0,0,0,0,0
"99061",0,0.687176198,65,0,0.58809599,7416,7,0,4,0,0,0
"99071",0,0.922269433,42,0,0.226749812,2880,8,0,0,0,0,0
"9908",0,0.011402842,63,0,0.173091511,3282,10,1,0,1,0,0
"99091",0,0.737315671,54,0,0.868852459,3181,12,0,1,0,0,0
"99101",0,0,75,0,0.379476216,3456,21,0,1,0,1,0
"99111",0,0.286814484,37,1,0,0,5,0,0,0,3,1
"99121",0,0.651937559,50,2,0.268780348,11500,10,0,0,0,0,1
"99131",0,0.279385918,58,0,0.007987532,3416,7,0,2,2,0,1
"9914",0,0.496733479,61,0,0.378684545,7500,13,0,2,0,3,0
"9915",0,0.013132517,46,0,0.008489181,3400,11,0,2,0,1,0
"9916",0,0.009951439,67,1,0.229144815,8960,3,0,1,0,0,1
"9917",0,0.565790638,55,0,0.151416712,5125,3,1,0,0,0,0
"99181",0,0.965897196,36,2,0.704863424,2916,12,2,3,0,0,1
"99191",0,0.9999999,34,0,0.008842753,12114,7,0,2,0,0,1
"99201",0,0.000116401,40,4,0.567608098,4200,17,0,2,0,1,0
"99211",0,0.118939459,30,1,0.23371006,1666,5,0,0,0,1,1
"9922",0,0.9999999,41,2,1.027919544,6400,11,0,1,0,0,0
"99231",0,0.9999999,75,0,0.078568794,3300,9,0,1,0,0,0
"99241",0,0.325972233,38,0,0.00959729,15425,10,0,1,0,1,1
"99251",0,0.105526599,41,1,0.531891085,6000,4,1,1,0,0,1
"99261",0,0.002385757,48,1,0.788538427,4500,4,0,2,2,3,0
"99271",0,0.348460498,49,0,0.338356554,4859,10,0,2,0,0,1
"99281",0,0.708335059,65,0,0.130697674,10500,13,3,1,0,0,0
"99291",0,0.065096758,54,1,1.078273592,2000,4,0,3,0,0,1
"99301",0,0.718959854,47,1,0.527594481,10916,4,0,0,0,0,0
"99311",0,0.122708716,45,2,0.619764398,15583,5,0,1,0,2,1
"99321",0,0.103579284,59,0,1.433628319,1800,11,6,2,0,3,1
"99331",0,0.016934414,61,0,0.366579386,3300,9,0,1,0,0,1
"99341",0,0.043850769,52,1,0.441948502,11996,6,2,2,0,2,1
"99351",0,0.876273104,53,0,0.461408993,3833,12,0,1,0,3,1
"99361",0,0.938725916,47,1,0.975806452,1400,1,0,0,1,2,0
"99371",0,0.9999999,88,0,0.041132349,7700,2,1,2,0,2,0
"99381",0,0.777057154,63,2,0.092575449,1800,9,0,0,1,0,0
"99391",0,0.002450003,29,0,0.249166975,6150,4,98,0,0,0,1
"99401",0,0.833020074,38,1,1.767906718,6500,15,1,2,0,0,0
"99411",0,0.865172087,39,0,0.279620063,16249,7,0,0,1,0,1
"99421",0,0.276356421,62,0,0.776011561,5600,7,0,6,0,0,1
"99431",0,0.010698073,38,0,0.213638155,4583,15,0,9,0,0,1
"99441",0,0.731925765,51,0,0.642470282,5166,8,0,0,1,2,1
"99451",0,0.336637537,42,0,0.005497251,6000,18,2,1,0,0,0
"99461",0,0.9999999,44,0,0.272555681,2900,9,0,1,1,2,1
"99471",0,0.906450201,23,0,0.417742229,2860,7,0,2,0,1,1
"99481",0,0.746253746,61,1,0,17500,30,0,0,0,0,0
"99491",0,0.997302043,63,1,0.424378749,10377,8,0,0,0,0,1
"99501",0,0.37284649,59,0,1.249609497,7800,7,0,2,1,0,0
"99511",0,0.972055888,52,0,0.208908686,2000,17,0,0,0,0,0
"99521",0,0.517741129,31,0,0,5760,20,0,2,0,0,1
"99531",0,0.035363458,75,0,0.411655478,26000,3,0,3,0,0,1
"99541",0,0.074923691,45,0,0.271791502,4653,4,0,0,0,2,0
"9955",0,1.244592346,50,0,0.225613234,3692,3,1,1,0,0,0
"99561",0,0.9999999,56,0,0.022954092,1585,7,0,0,0,1,0
"99571",0,0.360011935,30,0,0.019986676,3550,5,0,2,0,1,0
"99581",0,0.956886461,46,0,0.30260529,8700,7,0,2,0,0,1
"99591",0,0.972150876,40,0,0.323081702,6500,8,0,1,0,0,0
"9960",0,0.880127864,71,0,0.409099431,1085,9,0,1,1,1,1
"9961",0,0.9999999,28,0,0.158914729,2080,7,0,0,0,0,1
"9962",0,0.029433365,43,0,0.16900596,1900,1,0,0,0,2,1
"9963",0,0.9999999,23,0,0.779792055,12939,11,0,0,0,2,1
"9964",0,0.968080935,45,0,0.476976151,7000,10,1,2,0,0,0
"9965",0,0.9999999,49,0,0.131939685,250000,14,1,1,0,1,0
"99661",0,0.9999999,83,0,0.728403113,3993,15,0,4,3,0,1
"99671",0,0.128513106,59,0,0.334371755,2338,9,0,0,0,1,1
"99681",0,0.642071586,31,0,0.659168371,1,4,0,0,0,3,1
"99691",0,0.040070756,63,0,0.451562662,6583,12,0,2,0,0,1
"99701",0,0.291929021,48,0,0.163953156,9000,7,0,2,0,0,1
"99711",0,0,50,0,0.002553105,3716,4,0,2,0,0,0
"99721",0,0.059100294,44,2,0.40223616,2708,2,0,0,1,1,0
"9973",0,0.004249788,28,3,0.645127342,10791,13,0,0,3,0,1
"99741",0,0.993455735,50,0,0.123887611,13500,14,0,2,0,1,0
"99751",0,0.178620491,54,0,0.004999107,4333,4,0,0,0,1,0
"99761",0,0.029833337,58,0,0.071566317,7250,6,2,0,0,0,0
"99771",0,0.9999999,50,1,0.618155198,2200,5,1,0,0,2,0
"99781",0,0.170755753,46,5,0.365122616,4100,0,0,1,0,2,1
"99791",0,0.851029794,76,0,0.426209839,4500,11,0,1,0,0,1
"99801",0,0.071401102,37,0,0.229560792,12000,14,0,1,0,0,1
"9981",0,0.245186494,42,2,0.816245487,0,6,1,1,0,1,0
"99821",0,0,47,1,0.369964883,7631,11,0,4,1,1,1
"99831",0,0.186890655,53,0,0.000947269,4736,9,1,1,0,1,1
"99841",0,0.069115388,30,0,0.487926728,3500,8,0,1,0,0,1
"99851",0,0.032719579,33,0,0.073886773,6210,4,0,1,0,0,1
"99861",0,1.107583774,35,0,0.385422419,6000,2,0,0,0,0,1
"99871",0,0.044865664,62,0,0,7917,3,0,0,0,5,0
"9988",0,0.9999999,82,0,0.413457873,4000,9,4,4,1,2,1
"99891",0,0.06101868,41,0,0.354100669,10000,5,0,0,0,1,0
"99901",0,0.9999999,25,1,0.155837004,4480,2,1,0,0,0,1
"9991",0,0,28,0,0.352145797,9800,5,0,2,0,2,0
"99921",0,0.491040783,58,0,0,7333,4,0,0,0,2,1
"99931",0,0.9999999,59,0,0.701504611,4434,8,1,1,0,3,0
"99941",0,1.010663112,31,0,0.051937611,2441,8,1,0,1,0,0
"99951",0,0.00626949,56,0,0.161953728,3266,4,0,0,1,0,1
"99961",0,1.053386979,59,0,1.13398086,12000,8,0,0,0,2,0
"99971",0,0.381735363,75,0,0.406152579,17500,7,0,0,0,0,0
"99981",0,0.985122134,48,0,0.111342185,1200,5,0,4,5,0,1
"99991",0,0.256790772,31,0,0,3600,7,0,0,0,0,0
"100001",0,0.908687214,31,0,3233,5500,5,0,0,0,1,1
"100011",0,0.501367291,46,0,0.56231003,6062,15,1,1,0,0,0
"100021",0,0.202559854,49,0,0.778059428,8333,2,0,0,0,3,0
"100031",0,0.070404172,43,0,0.601349831,11543,3,1,1,0,3,1
"10004",0,0.04102327,72,0,0.406481641,0,1,0,4,0,0,0
"100051",0,0.628437349,42,0,0.66012045,2750,17,0,1,0,1,0
"10006",0,1.019561277,34,0,0.64702788,17987,17,0,0,0,1,1
"100071",0,0.952095808,30,0,0.050023017,7500,8,0,1,0,0,1
"100081",0,1.15786776,49,0,0.732417138,3000,11,0,0,0,0,1
"100091",0,0.035276258,51,0,0.01336675,9400,7,0,2,0,2,0
"100101",0,0.9999999,73,0,0.006734007,4000,13,0,1,0,0,0
"100111",0,0.128888174,55,0,0.277226689,8046,7,0,1,0,0,0
"100121",0,0.338512764,65,0,0.518714012,6100,10,0,0,0,0,0
"100131",0,0.4169705,53,0,0.258537412,4300,18,0,2,0,0,1
"100141",0,0.393787933,68,1,0.005463817,4400,9,0,5,0,0,1
"100151",0,0.929253537,31,0,0,8383,3,0,5,2,1,1
"100161",0,0.118845291,35,1,0.413094097,5300,15,1,0,0,1,0
"100171",0,1.383233533,52,5,0.340506867,2326,5,0,0,0,2,1
"10018",0,0.522799317,48,0,0.406906046,3485,3,1,0,0,0,0
"100191",0,0.379124175,50,0,0.997930386,3280,5,2,2,0,1,1
"100201",0,0.9999999,66,0,0.528988405,7916,7,1,2,0,2,1
"100211",0,0.016898897,48,0,1.348703956,8583,0,1,0,0,0,1
"100221",0,0.064710501,61,1,0.140053524,6000,4,1,0,0,0,1
"100231",0,0.522182303,39,0,0.299457995,7200,8,0,0,0,0,0
"100241",0,0,46,2,0.401728844,2669,9,1,1,0,1,0
"10025",0,0.750047197,63,0,0.358412951,3130,13,0,2,0,0,0
"10026",0,1.500998004,56,0,0.45695643,2333,6,0,0,0,1,0
"100271",0,0.009858672,66,1,0.621683968,4868,32,0,2,0,0,1
"10028",0,0.004314921,28,0,0.201263899,2512,16,0,0,0,2,0
"100291",0,0.038249037,57,1,0.429755873,7749,8,0,0,0,2,1
"10030",0,0.15036156,61,1,0.132949364,14700,15,0,2,0,0,0
"100311",0,0.097392238,37,1,0.301184433,8994,14,0,0,0,0,0
"100321",0,0.373138436,55,0,0.05317991,18358,16,3,0,0,0,0
"100331",0,0.807154472,61,1,0.731411726,2877,3,0,6,0,1,0
