"","y","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"22881",0,6.4,0.26,0.54,9.7,0.029,35,142,0.9936,3.32,0.51,10.8,6
"22891",0,7,0.17,0.42,1.7,0.032,23,181,0.98958,3.02,0.47,10.9,6
"22901",0,6.6,0.23,0.19,7.75,0.04,41,158,0.9913,3.25,0.57,11.05,3
"2291",0,6.6,0.31,0.3,12.4,0.046,46,117,0.9918,3.19,0.57,8.8,5
"22921",0,6.6,0.28,0.33,8,0.037,63,172,0.99535,3.2,0.36,8.8,7
"2293",0,5.9,0.31,0.35,1.3,0.033,42,130,0.99884,3.22,0.51,10.9,7
"22941",0,7.6,0.34,0.18,1.4,0.03,25,174,0.9959,3.27,0.36,12.2,5
"22951",0,6.8,0.19,0.24,13.9,0.054,52,168,0.991,3.27,0.53,10.1,7
"22961",0,5.7,0.33,0.24,1.5,0.044,33,163,0.99684,3.18,0.51,12.4,5
"2297",0,6.7,0.23,0.32,1.45,0.035,17,50,0.9932,3.03,0.74,11.7,5
"22981",0,6.8,0.21,0.52,18.15,0.043,41,128,0.99155,3.59,0.33,9.6,5
"22991",0,7,0.22,0.37,7.1,0.041,46,168,1.0001,3.05,0.46,10.2,7
"23001",0,7.6,0.36,0.31,14.2,0.043,35,153,0.993,3.04,0.53,9.3,5
"2301",0,7.6,0.3,0.36,1.2,0.045,26,190,0.98882,3.1,0.58,9.4,8
"23021",0,6.6,0.2,0.36,1.1,0.044,50,146,0.99089,3.14,0.4,9.3,5
"2303",0,6.9,0.26,0.56,1.5,0.045,108,107,0.99616,3.5,0.38,11.3,7
"23041",0,7.6,0.28,0.27,18.15,0.044,49,144,0.9972,3.06,0.6,11.5,6
"23051",0,7.3,0.25,0.32,4.5,0.048,29,102,0.99335,2.87,0.39,9.9,5
"23061",0,6.2,0.26,0.74,5.9,0.054,50,252,0.99865,3.26,0.54,12.9,6
"23071",0,6.5,0.13,0.21,1,0.039,29,76,0.99502,3.1,0.46,12.3,5
"23081",0,7.6,0.26,0.31,10.6,0.042,25,93,0.9904,3.34,0.59,8.7,6
"23091",0,6.6,0.24,0.13,1.1,0.063,24,173,0.9977,3.29,0.45,10,6
"23101",0,7.4,0.25,0.71,1.3,0.046,38,135,0.9942,3.14,0.37,12,5
"2311",0,6.1,0.33,0.24,12.9,0.031,14,63,0.99058,3.44,0.82,10.9,7
"2312",0,7.9,0.26,0,6.3,0.041,50,166,0.98902,2.91,0.42,9.7,6
"23131",0,5.8,0.18,0.27,14.2,0.045,20,172,0.99235,3.14,0.49,10.9333333333333,6
"2314",0,7.3,0.39,0.38,5.7,0.058,33,81,0.9943,3.27,0.38,10.4,6
"23151",0,7.8,0.395,0.31,2.9,0.052,35,143,0.99944,2.96,0.8,9.3,6
"23161",0,7,0.33,0.71,1.4,0.045,40,191,0.99676,3.14,0.36,11,6
"2317",0,7.3,0.29,0.32,14.45,0.029,45,112,0.99264,3.06,0.48,10.7,5
"23181",0,6.8,0.19,0,1.8,0.028,35,101,0.9926,3.45,0.65,12,5
"23191",0,6.1,0.27,0.35,2.5,0.036,16,186,0.99122,3.07,0.75,9.9,6
"2320",0,6.4,0.32,0.74,13.65,0.035,66,120,0.99311,3.1,0.64,12.6,6
"23211",0,8,0.15,0.26,3.8,0.038,57,238.5,0.99807,3.21,0.5,9.5,5
"23221",0,7.4,0.12,0.29,14.3,0.049,55,117,0.99383,3.05,0.46,10.1,5
"23231",0,6.5,0.25,0.25,1.6,0.05,58,165,0.9974,3.33,0.4,10.2,5
"23241",0,6.4,0.16,0.25,7.6,0.04,33,172,0.99471,3.06,0.4,10.4,7
"23251",0,5.7,0.33,0.74,1.3,0.042,17,129,0.98926,3.11,0.47,12.2,5
"2326",0,5.1,0.24,0.49,1.8,0.04,45,149,0.9942,3.65,0.42,8.9,6
"23271",0,7.4,0.17,0.37,5.8,0.049,101,121,0.9908,2.9,0.5,11.4,6
"2328",0,6.8,0.4,0.56,11.8,0.053,31,147,0.9968,3.19,0.77,12.4,6
"23291",0,8.6,0.34,0.38,7.5,0.034,49,164,0.99425,3.48,0.51,9.4,6
"23301",0,8.5,0.21,0.46,10.4,0.047,31,120,0.9911,3.11,0.53,11,8
"23311",0,8,0.37,0.26,1.1,0.041,37,133,0.99228,3.01,0.4,9.4,5
"2332",0,5.4,0.28,0.34,19.6,0.03,46,169,0.98999,3.23,0.84,9.2,6
"2333",0,8.5,0.27,0.36,1.2,0.056,27,105,0.98883,3.4,0.36,11,6
"23341",0,6.6,0.16,0.28,1.3,0.025,42,151,0.99158,3.24,0.59,9.5,6
"23351",0,6.6,0.28,0.46,1.1,0.037,23,68,0.9996,3.32,0.55,10.8,7
"2336",0,8.1,0.46,0.06,11.3,0.027,20,84,0.9923,3.06,0.31,11.2,6
"23371",0,6.8,0.26,0.25,1.8,0.045,44,191,0.99,3.11,0.48,10.1,5
"23381",0,6,0.27,0.4,17.5,0.039,45,148,0.99001,3.08,0.5,13.2,6
"23391",0,8.6,0.31,0.28,15.3,0.041,31,87,1.0005,3.11,0.76,12.4,5
"23401",0,6.5,0.36,0.38,8.2,0.038,46,125,0.99189,3.04,0.52,11.8,6
"23411",0,6.5,0.32,0.22,1,0.059,25,158,0.99468,3.09,0.7,10,5
"23421",0,6.7,0.22,0.27,8.8,0.037,32,180,0.9988,3.26,0.39,10.2,5
"23431",0,6.9,0.3,0.22,1.3,0.022,37,183,0.9968,3,0.53,9.4,5
"23441",0,6.6,0.12,0.28,1.2,0.044,49,118,0.9938,3.12,0.45,10.7,5
"23451",0,6.6,0.23,0.32,19.8,0.047,27,219.5,0.99438,3.14,0.33,9.1,6
"23461",0,6.9,0.27,0.41,1,0.017,43,166,0.9962,3.07,0.62,9.3,7
"2347",0,5.9,0.38,0.74,1.6,0.033,27,139,0.99296,3.18,0.51,9.7,5
"23481",0,6.7,0.22,0.29,2.7,0.036,26,129,0.99253,3.16,0.5,9.4,6
"23491",0,6.2,0.24,0.58,15.6,0.044,37,164,0.99779,2.9,0.46,11.3,5
"23501",0,7.5,0.19,0.26,3.6,0.048,86,78,0.9974,3.11,0.62,9,6
"23511",0,6.6,0.42,0.36,2.8,0.027,42,207,0.99326,3.06,0.48,10.2,6
"23521",0,7,0.61,0.28,1.6,0.042,39,169,0.9946,3.45,0.52,9.3,6
"23531",0,7.1,0.46,0.29,3.2,0.04,43,30,0.99105,3.37,0.73,9,5
"23541",0,6.2,0.26,0.38,6.3,0.03,30,124,1.001,2.91,0.39,9.1,5
"23551",0,6.5,0.37,0.3,11.6,0.039,25,95,0.9918,3.07,0.65,8.9,5
"23561",0,6.3,0.3,0.33,1.9,0.039,53,92,0.99572,3.33,0.46,11,6
"23571",0,6,0.23,0.24,7,0.04,39,202,0.9939,3.14,0.52,9.2,6
"2358",0,6.2,0.25,0.41,11.8,0.051,50,76,0.9911,3.52,0.41,9.2,5
"23591",0,7.6,0.65,0.39,9.3,0.042,63,120,0.99316,3.19,0.44,9.5,7
"2360",0,6.8,0.35,0.19,1.4,0.034,27,140,0.9946,3.24,0.64,9.1,5
"23611",0,7.2,0.27,0.28,6.8,0.049,75,168,0.9917,3.49,0.45,11.4,6
"23621",0,6.9,0.31,0.04,5.8,0.067,51,129.5,0.9936,3.02,0.57,9.1,6
"23631",0,6.2,0.25,0.49,14.5,0.015,36,131,0.9969,3.47,0.42,9.4,6
"23641",0,7.9,0.36,0.23,1.2,0.037,15,116,0.99014,3.2,0.48,9.5,7
"23651",0,6.6,0.24,0.24,4.5,0.056,59,121,0.9939,3.3,0.46,9.2,6
"23661",0,7.4,0.445,0.51,6.1,0.041,32,183,0.993,3.11,0.33,10.2,6
"23671",0,7.5,0.26,0.22,1.9,0.051,15,135,0.993,3.07,0.4,11.1,5
"2368",0,6.3,0.23,0.34,1,0.039,9,159,0.9939,2.94,0.54,11.1,6
"23691",0,6,0.23,0.4,15.6,0.044,41,212,0.9925,3.23,0.48,12.2,5
"2370",0,6.8,0.26,0.49,2.2,0.027,36,140,0.99338,2.96,0.5,11.6,5
"2371",0,6.6,0.28,0.52,5.2,0.04,68,139,0.9959,2.9,0.53,12.1,6
"2372",0,7.2,0.28,0,1.1,0.061,15,137,0.99132,3.54,0.58,11.8,6
"23731",0,6,0.47,0.61,12.9,0.074,11,92,0.993,3.06,0.44,9.5,5
"23741",0,5.3,0.14,0.24,6.6,0.06,33,112,0.9918,3.1,0.47,10.7,7
"23751",0,7.7,0.11,0.22,1.3,0.051,30,122,0.9887,3.5,0.63,10.2,6
"23761",0,7.9,0.44,0.5,1.5,0.044,27,98,0.99438,3.21,0.54,10,5
"23771",0,6.8,0.19,0.21,1.4,0.059,23,124,0.99008,3.29,0.46,9.5,7
"23781",0,5.4,0.17,0.31,14.1,0.058,21,186,0.9987,3.15,0.5,9.5,5
"23791",0,8.4,0.295,0.24,1.9,0.033,20,215,0.9928,3.26,0.57,11.7,7
"23801",0,6.5,0.51,0.28,1.2,0.065,27,100,0.99192,3.35,0.53,12.7,4
"23811",0,6.9,0.34,0.45,1.4,0.032,34,169,0.99469,3.18,0.5,11,7
"23821",0,6.7,0.26,0.41,1.3,0.038,55,101,0.98976,3.19,0.37,11.9,7
"2383",0,7.5,0.22,0.42,14.3,0.057,54,114,0.991,3.38,0.38,10.2,6
"23841",0,6.7,0.26,0.71,14.45,0.136,33,88,0.98906,3.23,0.47,11.4,5
"2385",0,7.8,0.27,0.33,0.8,0.051,7,95,0.9908,3.05,0.58,9,5
"23861",0,6.7,0.25,0.29,1.1,0.041,45,128,0.99125,3.36,0.31,9.9,6
"23871",0,7.7,0.15,0.66,1.1,0.047,45,72,0.9938,3.29,0.5,9.1,6
"23881",0,7.6,0.21,0.26,2.2,0.037,55,173,0.9936,3.34,0.7,12,5
"23891",0,6.1,0.19,0.32,16,0.05,21,130,0.997,3.11,0.51,8.5,5
"23901",0,7.7,0.22,0.34,3.7,0.048,20,124,0.9905,3.16,0.64,11.1,6
"23911",0,7.7,0.32,0.33,3.8,0.056,63,166,0.997,3.14,0.47,12.7,6
"2392",0,7.7,0.48,0.27,7.8,0.031,22,189,0.99517,3.03,0.35,9,6
"23931",0,6.6,0.36,0.34,1.8,0.037,31,120,0.99666,3.04,0.42,13,4
"2394",0,5.1,0.22,0.33,3.6,0.046,24,98,0.99184,3.28,0.58,11.3,6
"23951",0,7.6,0.22,0.36,15.3,0.044,42,178,0.99234,3.12,0.33,10,6
"23961",0,6.3,0.17,0.07,11.2,0.046,47,208,0.99428,3.33,0.6,9.1,5
"23971",0,6.6,0.64,0.24,11,0.039,41,152,0.9893,3.28,0.62,10,6
"23981",0,6.5,0.37,0.26,1.4,0.185,53,123,0.9943,3.08,0.44,11.3,7
"23991",0,6.4,0.26,0.14,2.6,0.034,28,234.5,0.9954,2.96,0.6,13.05,7
"2400",0,8.3,0.26,0.32,1,0.045,27,76,0.99239,2.93,0.8,10.4,6
"24011",0,6.4,0.24,0.4,12.6,0.04,5,112,0.98892,3.25,0.58,11,7
"24021",0,5.4,0.22,0.5,3.4,0.059,41,93,0.99308,3.44,0.52,10.5,6
"24031",0,6.7,0.28,0.22,1.9,0.024,16,49,0.99527,3.22,0.46,11,5
"24041",0,7.5,0.43,0.18,10.7,0.041,46,116,0.99402,3.25,0.45,13,5
"24051",0,6.2,0.22,0.25,4.6,0.034,21,58,0.98963,3.24,0.58,10,4
"24061",0,6.3,0.3,0.26,4.2,0.037,22,133,0.9954,3.34,0.4,12.1,6
"24071",0,6.7,0.14,0.36,10.6,0.028,36,143,0.9983,3.04,0.44,9,6
"24081",0,7.1,0.43,0.35,3.5,0.041,52,148,0.9943,3.13,0.71,12.8,8
"24091",0,7.8,0.24,0.3,10,0.03,32,105,0.9998,3.12,0.45,8.8,6
"24101",0,7.6,0.17,0.25,15.6,0.025,78,129,0.9952,3.19,0.44,8.9,6
"24111",0,7.3,0.22,0.25,15.4,0.039,60,152,0.9911,3.19,0.54,8.8,6
"24121",0,7.1,0.29,0.31,1.2,0.03,41,119,0.99086,3.26,0.59,8.8,6
"24131",0,7,0.45,0.22,13.3,0.047,33,111,0.9988,3.31,0.36,11.7333333333333,8
"24141",0,7.8,0.33,0.37,1.8,0.05,14,129,1,3.03,0.36,9.7,6
"24151",0,6.2,0.32,0.4,2.2,0.051,47,149,0.99043,3.34,0.37,11.4,7
"24161",0,6.4,0.19,0.3,1.1,0.031,27,89,0.9923,3.14,0.4,10,4
"2417",0,6.3,0.26,0.49,1.2,0.054,29,121,0.9931,3.07,0.79,12.6,6
"24181",0,5.7,0.64,0.25,1.3,0.044,36,215,0.9967,3.2,0.54,8.8,8
"24191",0,6.7,0.15,0.28,1.5,0.049,26,181,0.9937,3.1,0.44,10.8,5
"24201",0,7.3,0.23,0.16,9.3,0.048,28,129,0.99834,3.13,0.5,9.8,8
"24211",0,6.6,0.22,0.39,3.9,0.046,60,148,0.99732,3.06,0.34,9.3,6
"2422",0,7.1,0.21,0.01,1.8,0.028,41,120,0.99245,3.19,0.53,9.5,6
"24231",0,7.5,0.44,0.28,8,0.053,36,118,1.00037,3.2,0.47,10.7,5
"24241",0,7.1,0.17,0.49,1.8,0.024,38,116,0.98951,3.06,0.59,12.6,5
"24251",0,6.8,0.18,0.27,1.6,0.035,29,113,0.9966,3.18,0.36,10.3,5
"2426",0,7.1,0.26,0.22,1.1,0.057,29,151,0.9924,3.22,0.86,11.7,5
"24271",0,8.3,0.41,0.37,15.6,0.057,67,136,0.9937,3.26,0.57,10.5,6
"24281",0,5.3,0.24,0.32,10,0.056,18,197,0.9928,3.39,0.78,9.1,5
"24291",0,7.2,0.31,0.24,14.35,0.034,38,93,0.99344,3.05,0.52,11.7,6
"24301",0,6.5,0.15,0.35,1.1,0.046,36,94,0.99373,3.39,0.6,10.5,6
"2431",0,6.7,0.245,0.34,7,0.053,61,156,0.9912,2.93,0.74,10.6,6
"24321",0,7,0.27,0.15,7.2,0.041,46,152,0.99665,3.12,0.4,9.6,5
"24331",0,8.1,0.15,0.19,1.1,0.034,23,149,0.99222,3.16,0.39,8.8,3
"2434",0,8.8,0.2,0.26,4.7,0.038,48,191,0.99432,3,0.67,12.3,3
"24351",0,5.6,0.27,0.4,4.5,0.042,25,113,0.99104,3.43,0.48,9.2,6
"24361",0,6.6,0.22,0.42,7.8,0.057,41,110,0.99916,3.1,0.55,10.9,6
"24371",0,6.3,0.45,0.29,1.2,0.042,37,68,0.99313,3.21,0.37,9.1,5
"24381",0,5.8,0.29,0.32,4,0.03,40,198,0.9975,3.31,0.47,11.7,6
"24391",0,6.2,0.19,0.27,2.2,0.049,18,107,0.99677,3.03,0.42,9.8,5
"24401",0,5.8,0.28,0.17,4.6,0.036,46,129,0.99406,3.14,0.36,9,5
"2441",0,7,0.41,0.28,7.3,0.037,32,110,0.99026,3.02,0.44,12.6,6
"24421",0,4.8,0.13,0.32,5.8,0.041,11,202,0.9928,3.07,0.47,13.1,8
"24431",0,6.8,0.2,0.45,9.6,0.036,6,106,0.9953,3.18,0.82,10,6
"2444",0,7.1,0.35,0.42,22,0.057,43,87,0.99524,2.94,0.58,8.7,5
"2445",0,7.8,0.39,0.4,14.2,0.047,52,185,0.9993,3.14,0.39,9,6
"24461",0,6.9,0.34,0.29,7.1,0.052,20,138,0.9984,3.27,0.46,11,5
"24471",0,8.2,0.35,0.28,1.4,0.026,15,154,0.99246,3.08,0.45,10.5,7
"24481",0,6.7,0.2,0.34,16.4,0.042,16,150,0.99584,3.25,0.5,12.3,7
"2449",0,8,0.16,0.2,1.3,0.035,64,72,0.98914,3.16,0.6,12.7,5
"24501",0,6.3,0.34,0.31,3.1,0.034,49,97,0.99176,3.39,0.58,10.9,6
"24511",0,6.8,0.38,0.35,2.1,0.044,30,121,0.99,3.4,0.36,12.4,5
"24521",0,7.7,0.15,0.34,0.8,0.031,36,177,0.9932,3.35,0.58,9.6,6
"2453",0,8,0.27,0.55,2.1,0.051,18,93,0.9939,3.02,0.38,10,5
"24541",0,6.3,0.42,0.02,1.9,0.043,48,78,0.9976,2.89,0.77,12.9,6
"24551",0,7.2,0.4,0.27,7.25,0.068,58,182,0.9988,3.13,0.55,11.2,5
"24561",0,6.7,0.26,0.36,1.2,0.036,28.5,99,0.99908,3.23,0.3,12.4,5
"24571",0,7.6,0.29,0.38,10.3,0.029,19,202,0.99398,3.28,0.51,10.5,6
"2458",0,5.4,0.26,0.39,2,0.036,29,101,0.9976,3.25,0.52,9.5,7
"24591",0,7.4,0.2,0.53,5.95,0.042,49,164,0.99851,2.92,0.34,10.4,6
"24601",0,4.8,0.19,0.21,7.8,0.047,49,117,0.99168,3.32,0.35,9.8,7
"24611",0,7.2,0.26,0.3,1,0.048,20,173,0.99858,3.17,0.56,12.9,4
"24621",0,6.7,0.28,0.32,1.4,0.05,40,117,0.9965,3.34,0.46,10.4,5
"24631",0,6.7,0.18,0.48,11.5,0.032,15,134,0.9928,3.15,0.37,10,6
"24641",0,5.6,0.26,0.54,8.5,0.03,15,151,0.99725,3.19,0.54,9.8,5
"24651",0,6.8,0.32,0.34,1.1,0.052,72,117,0.9972,3.12,0.55,10.1,5
"24661",0,6.6,0.26,0.28,1.2,0.04,54,85,0.9948,3.1,0.46,10,6
"24671",0,5.8,0.37,0.18,1.6,0.032,29,151,0.9913,3.15,0.38,9.5,6
"24681",0,6.4,0.32,0.22,8.2,0.025,54,176,0.9986,3.63,0.41,8.7,6
"24691",0,9.6,0.13,0.27,6.3,0.036,38,119,0.99655,3.03,0.46,9.5,6
"24701",0,8.6,0.59,0.44,1.2,0.044,26,113,0.9937,3.17,0.55,10.1,5
"24711",0,7.1,0.34,0.3,14,0.09,35,123,0.9944,3.08,0.32,10.8,6
"24721",0,7.1,0.21,0.28,7.6,0.044,36,131,0.99164,3.06,0.56,12.6,7
"24731",0,7.5,0.22,0.45,1,0.051,40,201,0.99358,3.54,0.62,10,7
"24741",0,7.3,0.18,0.22,10.1,0.03,20,122,0.9928,3.14,0.53,10.6,7
"24751",0,6,0.27,0.3,11.8,0.03,47,121,0.99099,3.14,0.35,11.1,6
"2476",0,8.4,0.19,0.24,2.4,0.24,41,150,0.99272,3.16,0.45,9.8,5
"2477",0,6,0.21,0.22,11.1,0.027,16,79,0.98985,2.99,0.54,11.2,5
"24781",0,6.7,0.25,0.31,6.8,0.031,54,129,0.9933,3.08,0.43,9.4,5
"24791",0,6.8,0.22,0.4,17.2,0.03,45,128,0.992,3.11,0.56,10.55,6
"24801",0,7.5,0.36,0.28,8,0.048,25,94,0.992,3.1,0.6,13,6
"24811",0,8.3,0.24,0.54,1.5,0.051,28,140,0.99536,3.17,0.7,11.8,6
"24821",0,6.6,0.19,0.38,14.3,0.062,29,148,0.99155,3.08,0.33,9.5,5
"2483",0,7,0.355,0.32,1.8,0.037,24,149,0.9959,2.96,0.76,10.9,6
"24841",0,7.1,0.24,0.17,2.4,0.056,47,189,0.9984,2.86,0.42,10.7,6
"2485",0,7.1,0.25,0.32,11.8,0.048,64,118,0.99488,3.33,0.44,9.8,5
"2486",0,6.4,0.26,0.23,7.4,0.033,24,168,0.9937,3.23,0.43,13,5
"24871",0,6.8,0.46,0.36,3.5,0.051,35,85,0.9965,3.18,0.63,9.8,8
"24881",0,7.2,0.53,0.34,1.3,0.05,26,122,0.9921,3.04,0.43,9.5,5
"24891",0,7.3,0.25,0.33,1.6,0.17,95,117,0.9991,3.23,0.48,8.9,8
"24901",0,6.9,0.4,0.14,1.6,0.051,27,103,1.0002,2.97,0.58,10.4,5
"24911",0,6.4,0.2,0.18,19.25,0.06,38,78,0.99111,2.95,0.32,10.6,5
"24921",0,7.7,0.22,0.34,8.7,0.036,40,134,0.99437,3.1,0.47,9.8,5
"24931",0,6.7,0.25,0.28,16.3,0.053,26,169,0.9964,3.16,0.34,9.9,5
"2494",0,10.3,0.26,0.37,12.6,0.033,45,230,0.99249,3.1,0.39,11.3333333333333,5
"2495",0,6.4,0.27,0.38,20.15,0.052,29,154,1.0004,3.49,0.39,12.2,6
"2496",0,6.8,0.31,0.32,10.9,0.046,36,164,0.98974,3.41,0.46,11.2,6
"24971",0,7.2,0.19,0.34,13.3,0.05,32,119,0.9945,3.28,0.5,9.4,8
"24981",0,6.5,0.19,0.58,11.2,0.032,56,178,0.9978,3.21,0.37,10.3,5
"24991",0,7.2,0.2,0.5,1.4,0.031,41,68,0.99833,3.07,0.46,9.3,6
"25001",0,6.8,0.3,0.26,1.2,0.051,47,125,0.99558,2.99,0.35,12.7,9
"25011",0,6.8,0.15,0.29,1.2,0.041,44,102,0.9927,3.23,0.44,10.4,5
"25021",0,7,0.31,0.17,10.3,0.035,52,164,0.99232,2.95,0.38,8.8,6
"25031",0,6.5,0.28,0.28,1.6,0.16,32,161,0.9931,3.33,0.35,10.7,8
"25041",0,6,0.29,0.14,1.4,0.057,14,181,0.9927,3.26,0.42,10.6,6
"25051",0,7,0.33,0.38,1.5,0.05,37,160,0.99882,3.05,0.48,9.9,5
"25061",0,6.7,0.18,0.34,2,0.03,54,90,0.99288,3.02,0.54,10,7
"25071",0,6.2,0.27,0.35,12.5,0.07,38,89,0.99752,3,0.4,9.3,5
"25081",0,7.8,0.18,0.29,2.2,0.036,55,139,1.0002,3.4,0.38,9,6
"25091",0,7.4,0.22,0.49,6.9,0.042,65,244,0.99077,3.3,0.61,9.2,6
"2510",0,6.4,0.32,0.22,1.6,0.078,52,221,0.9991,3.32,0.62,10.8,6
"25111",0,5.6,0.18,0.39,4.2,0.035,44,194,0.99656,3.13,0.34,10.4,7
"2512",0,3.9,0.3,0.3,11.2,0.027,51,160,0.9936,3.24,0.51,9.6,6
"25131",0,6.8,0.25,0.49,10.2,0.046,24,97,0.9956,3.13,0.56,9.4,6
"25141",0,6.6,0.17,0.26,1.8,0.037,21,152,0.9957,3.19,0.46,11,7
"25151",0,8.5,0.32,0.36,4.7,0.052,52,140,0.99158,3.48,0.5,12.9,6
"25161",0,7.4,0.47,0.37,1.85,0.044,67,130,0.99164,3.34,0.78,9.4,6
"25171",0,6.3,0.16,0.41,8.7,0.053,33,132,0.99458,3.26,0.65,8.8,7
"25181",0,6.7,0.445,0.15,14.3,0.04,19,183,0.98936,3.16,0.41,10,6
"25191",0,6.3,0.32,0.32,1.8,0.043,10,142,0.999,3.32,0.27,10.1,6
"25201",0,7.4,0.24,0.19,11.6,0.045,52,104,0.99605,3.12,0.77,10.3,6
"25211",0,6.6,0.52,0.3,7.2,0.047,35.5,152,0.9921,3.28,0.39,12.2,5
"25221",0,7.9,0.25,0.34,1,0.044,12,49,0.99397,2.87,0.47,9.5,7
"25231",0,5,0.35,0.3,2,0.064,55,146,0.99461,3.29,0.53,11,5
"25241",0,7,0.4,0.41,11.3,0.059,19,193,0.9902,3.25,0.61,12.8,6
"25251",0,7.1,0.29,0.44,1,0.041,64,125,0.99402,3.12,0.48,9,7
"25261",0,7.5,0.3,0.31,9.5,0.057,40,141,0.99654,2.93,0.38,9.3,6
"25271",0,5.9,0.27,0,1.7,0.038,45,136,0.99201,2.89,0.28,9.3,6
"2528",0,5.7,0.23,0.21,7.7,0.035,10,180,0.98948,3.32,0.34,11.3,6
"25291",0,6.1,0.44,0.36,1.4,0.03,29,117,0.998,2.99,0.5,12,7
"2530",0,7.7,0.21,0.34,2.4,0.064,60,200,0.994,3.2,0.5,9.8,6
"25311",0,6.7,0.23,0.27,1,0.017,30,115,0.99088,3.25,0.48,11.4,6
"25321",0,6.5,0.61,0.25,9,0.06,23,129.5,0.99304,3.21,0.78,9.9,6
"25331",0,7.4,0.35,0.35,1.4,0.039,57,182,0.9931,3.07,0.46,9.1,5
"25341",0,6.5,0.44,0.32,1.6,0.039,27,162,0.99782,3.49,0.38,10.9,7
"25351",0,7.4,0.13,0.28,10.1,0.042,59,96,0.9983,3.08,0.55,8.7,7
"25361",0,6.2,0.24,0.38,1.4,0.038,51,213,0.9996,3.35,0.44,9.4,6
"25371",0,5.8,0.22,0,5.2,0.044,30,185,0.99445,3.21,0.47,10.2,5
"25381",0,6.2,0.29,0.42,5.2,0.035,43,142,0.9925,3.16,0.62,9.7,6
"25391",0,7.4,0.29,0.34,13.7,0.068,30,127,0.9941,3.12,0.75,9.5,6
"25401",0,7.5,0.14,0.22,6.4,0.033,23,149,0.99267,3.07,0.6,12,6
"25411",0,6.9,0.32,0.22,4.7,0.057,36,124,0.9902,3.02,0.5,11.94,8
"25421",0,5.8,0.28,0.48,8.1,0.064,44,50,0.9956,3,0.61,8.8,6
"2543",0,8,0.475,0.45,3.2,0.031,49,90,0.9934,3.31,0.5,12.8,7
"2544",0,7.4,0.25,0.31,1.5,0.055,47,138,0.9928,3.16,0.53,9.4,5
"25451",0,7.2,0.35,0.3,8.2,0.067,46,92,0.99438,3.21,0.42,9.2,7
"25461",0,6.2,0.17,0.25,9.9,0.025,53,87,0.99699,3.27,0.63,9.3,5
"2547",0,6.6,0.35,0.28,1.2,0.059,42,156,0.99186,3.12,0.49,9.4,6
"25481",0,8.1,0.23,0.49,1.5,0.061,12,117,0.9921,2.99,0.35,11.6,5
"25491",0,7.1,0.23,0.38,1.6,0.037,22,177,0.99471,3.38,0.5,10.6,5
"25501",0,6.8,0.455,0.36,1.4,0.044,21,63,0.98981,2.99,0.46,10.2,6
"2551",0,6.9,0.41,0.24,12.5,0.053,25,201,0.99702,3.24,0.51,11.3,5
"25521",0,6.4,0.585,0.34,1.4,0.081,24,142,0.99642,3.36,0.49,9.9,5
"2553",0,6.8,0.25,0.12,6.3,0.06,31,146,0.999,3.23,0.56,9,6
"25541",0,6.9,0.15,0.34,5.2,0.045,33,147,0.99362,3.06,0.44,10,7
"25551",0,6.8,0.12,0.33,1.4,0.036,34,169,0.9959,3.16,0.52,9,4
"25561",0,7.5,0.21,0.21,1.2,0.057,97,93,0.9929,2.99,0.38,10.8,6
"25571",0,6.6,0.35,0.3,3.4,0.035,62,212,0.9932,3.2,0.65,10.7,6
"25581",0,6.9,0.36,0.24,6.4,0.035,29,113,0.9948,3,0.4,12.1,7
"25591",0,8.1,0.17,0.28,0.9,0.05,44,118,0.98997,3.23,0.44,9.4,6
"25601",0,6.8,0.4,0.32,1.4,0.024,38,197,0.9937,3.05,0.58,11.4,5
"25611",0,5.8,0.5,0.3,14,0.054,54,89,0.99373,3.11,0.59,11.3,6
"25621",0,4.4,0.25,0.2,8.75,0.065,62,136,0.99946,3.22,0.66,11.1,6
"25631",0,5,0.3,0.37,6.3,0.043,14,56,0.9952,2.99,0.38,9.3,6
"25641",0,6.5,0.28,0.47,9,0.043,25,216,0.99403,3.27,0.5,9.4,4
"25651",0,6.8,0.31,0.33,8.3,0.05,35,73,0.99584,3.16,0.6,13.3,7
"25661",0,6.4,0.3,0.31,2.6,0.046,43.5,114,0.9986,3.25,0.48,8.8,6
"25671",0,7,0.38,0.29,2.6,0.036,33,128,0.9998,3.38,0.4,10.6,6
"25681",0,7.9,0.27,0.3,1.9,0.053,15,174,0.99167,3.05,0.38,9,6
"25691",0,6,0.32,0.24,13.7,0.04,64,120,0.9948,2.97,0.58,11.2,7
"25701",0,6.9,0.19,0.38,1.5,0.037,32,202,0.9977,3.18,0.51,11.6,5
"25711",0,6.8,0.28,0.3,1.9,0.049,35,185,0.9976,3.21,0.59,11.8,7
"25721",0,7.6,0.28,0.24,9.5,0.028,43,161,0.9936,3.37,0.64,9.5,7
"2573",0,7.3,0.16,0.47,11.2,0.065,60,171,0.9917,2.99,0.44,10.3,6
"25741",0,6,0.32,0.23,1.3,0.043,64,159,0.98964,3.25,0.48,9.3,7
"25751",0,6.8,0.31,0.26,2.4,0.026,38,134,0.9949,3.04,0.36,9.9,7
