"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"18041",409950,4,3,2430,7163,2,0,0,3,8,2430,0,2003,0,98038,47.3558,-122.013,2430,6028
"18051",8e+05,4,2.5,2990,16809,2,0,0,3,11,2990,0,1990,0,98077,47.7123,-122.073,3340,18752
"18057",820000,4,2.5,2440,5737,2,0,0,4,8,1700,740,1929,0,98119,47.6472,-122.367,2020,5543
"18063",457000,3,2.5,2050,5694,2,0,2,3,8,2050,0,2004,0,98065,47.5331,-121.855,2680,7187
"18064",320000,4,1.5,1310,137214,1.5,0,0,4,7,1310,0,1926,0,98198,47.362,-122.316,1310,9450
"18065",210000,3,1.5,1250,9484,1,0,0,4,7,1250,0,1969,0,98042,47.3675,-122.147,1320,9600
"18073",705000,2,1.75,2320,6755,1,0,0,5,8,1380,940,1946,0,98199,47.6398,-122.403,1990,5000
"18075",259000,4,1.5,1810,9000,1.5,0,0,3,7,1810,0,1960,0,98168,47.4911,-122.322,1520,9780
"18084",770000,3,1,2230,3200,2,0,2,3,8,1630,600,1918,0,98109,47.6334,-122.356,2280,5400
"18085",207200,4,2,1260,8400,1,0,0,3,6,1260,0,1991,0,98022,47.1946,-122,1120,8400
"18089",455000,4,2.5,1780,2992,2,0,0,3,7,1780,0,2003,0,98072,47.7633,-122.149,1610,2961
"18096",718000,3,1,1030,4958,1,0,0,5,7,1030,0,1952,0,98105,47.6647,-122.277,2230,6987
"18098",689000,3,2.5,2080,9612,1,0,3,4,8,1700,380,1940,0,98125,47.7293,-122.283,2560,10202
"18100",150000,2,1,890,8100,1,0,0,3,6,890,0,1942,0,98146,47.4839,-122.34,1260,8100
"18106",620000,3,2.5,2590,7237,2,0,0,3,8,2590,0,2004,0,98125,47.7113,-122.309,1670,7648
"18110",711000,4,2.5,2770,9532,2,0,0,4,9,2770,0,1988,0,98029,47.5688,-122.012,2770,9219
"18120",456000,4,1.5,2220,12385,1,0,0,3,8,1270,950,1978,0,98033,47.6734,-122.185,2030,8831
"18129",375000,3,3.25,1280,1730,2,0,0,3,8,1090,190,2005,0,98177,47.7032,-122.36,1280,2121
"18139",744000,4,2.75,2830,13059,2,0,0,3,10,2830,0,1998,0,98075,47.595,-121.986,3840,11596
"18142",317950,3,2.5,1980,4500,2,0,0,3,7,1980,0,2012,0,98042,47.3671,-122.113,2200,4500
"18146",475000,3,2.25,1580,8659,1,0,0,4,7,1220,360,1961,0,98011,47.7599,-122.215,1970,9650
"18148",435000,3,2.75,2692,6197,2,0,0,3,9,2692,0,2007,0,98030,47.3569,-122.202,2336,5700
"18154",373000,3,1.75,1850,9655,1,0,0,3,7,1100,750,1959,0,98155,47.7358,-122.319,1480,8683
"18155",725000,4,2.25,2880,8882,2,0,0,4,8,2480,400,1965,0,98115,47.6999,-122.284,2460,9610
"18156",376000,6,2.5,2420,11662,1,0,2,4,7,1420,1000,1965,0,98188,47.4459,-122.278,1630,11662
"18169",252000,3,1,1170,9730,1,0,0,3,7,1170,0,1968,1986,98055,47.4562,-122.196,1680,10125
"18170",791000,5,1.75,2344,4800,1.5,0,0,4,7,1544,800,1921,0,98103,47.6537,-122.335,1770,4200
"18176",550000,4,2,1720,4000,1,0,0,3,7,1420,300,1950,0,98105,47.6651,-122.285,1350,1281
"18195",334850,2,1,870,5635,1,0,0,3,7,870,0,1948,0,98116,47.5676,-122.398,1310,5750
"18201",1063000,5,4.5,4820,13165,2,0,0,4,11,3950,870,1990,0,98077,47.7295,-122.057,3880,13810
"18202",608000,3,2,2400,217800,2,0,0,3,8,1590,810,1975,0,98038,47.4166,-121.94,2340,207781
"18204",299950,2,1,800,3000,1,0,0,3,6,800,0,1904,0,98118,47.5602,-122.292,1640,3400
"18205",818000,3,3.25,2200,4800,2,0,2,3,7,1910,290,1943,1996,98103,47.6551,-122.353,1410,4800
"18208",660000,3,3.25,1980,2850,3,0,0,3,7,1980,0,1987,0,98103,47.6597,-122.331,1630,4560
"18215",315000,3,1.75,1970,8200,1,0,0,3,7,1270,700,1964,0,98168,47.4731,-122.327,1890,8348
"18220",312000,4,2,1890,8362,1,0,0,3,7,1890,0,1966,0,98188,47.4377,-122.279,1600,9257
"18225",459800,3,2,1690,16061,1,0,0,3,7,1690,0,1984,0,98074,47.6359,-122.035,1280,12436
"18232",230000,3,1.5,1330,9548,1,0,0,5,7,1330,0,1967,0,98042,47.3675,-122.11,1420,9548
"18237",315000,3,1.75,2500,8289,1,0,0,4,7,1250,1250,1958,0,98056,47.4973,-122.177,1710,8205
"18238",591000,3,2,1460,3600,2,0,0,3,7,1460,0,1902,0,98122,47.6123,-122.314,1590,1210
"18243",480000,2,1,710,4800,1,0,0,2,6,710,0,1950,0,98112,47.6212,-122.298,1480,1721
"18251",498000,3,2.5,1690,4088,2,0,0,3,7,1690,0,2004,0,98053,47.6779,-122.034,1950,4088
"18254",4e+05,3,1,1410,9704,1,0,0,3,8,1140,270,1983,0,98074,47.6203,-122.036,1910,13639
"18255",225000,3,2.5,2170,11745,1,0,0,4,7,1410,760,1967,0,98058,47.4342,-122.17,1860,8643
"18259",260000,4,2.75,2240,7200,1,0,0,3,7,1140,1100,1967,0,98001,47.3357,-122.275,1580,7416
"18260",469900,4,2.5,2990,8913,2,0,0,4,9,2990,0,1991,0,98058,47.4353,-122.159,2740,8030
"18263",148900,4,1.75,1700,6000,1,0,0,3,7,1700,0,1967,0,98002,47.3252,-122.208,1280,6000
"18265",415000,2,1,760,4000,1,0,0,3,7,760,0,1944,0,98117,47.6896,-122.396,1520,4000
"18276",285000,1,1,1060,54846,1,1,4,3,5,1060,0,1935,0,98070,47.4716,-122.445,2258,31762
"18281",750000,3,1,1120,8549,1,0,0,3,7,1120,0,1952,0,98004,47.6294,-122.205,1440,8640
"18290",405000,3,2,1450,6081,1,0,0,4,7,1450,0,1969,0,98155,47.7522,-122.278,1880,6000
"18305",1230000,5,4,4390,6656,2,0,0,3,9,2930,1460,2008,0,98199,47.648,-122.397,1560,6656
"18306",276500,4,2.25,2380,128937,1,0,0,4,7,2380,0,1960,0,98038,47.4253,-122.043,1030,114998
"18307",440000,4,2.5,2880,7386,2,0,0,4,9,2880,0,1987,0,98058,47.4397,-122.15,2420,7663
"18311",530100,3,1,1540,3399,1.5,0,0,3,7,1200,340,1926,0,98117,47.6853,-122.359,1500,3914
"18315",409500,4,2.75,2140,13000,1,0,0,3,7,1320,820,1968,0,98028,47.7683,-122.252,2360,11000
"18323",658000,4,2.75,3310,6166,2,0,0,3,9,3310,0,2008,0,98065,47.521,-121.877,3200,7027
"18331",494000,4,1.75,2090,4300,1.5,0,0,4,7,1250,840,1925,0,98136,47.5555,-122.397,1670,5000
"18336",475000,3,1.75,1550,4054,1.5,0,0,4,7,1550,0,1926,0,98115,47.6743,-122.301,1510,3889
"18337",285000,4,1.75,2130,8151,1,0,0,4,7,1330,800,1967,0,98031,47.3932,-122.201,1600,8587
"18339",208000,2,1,1160,5750,1,0,0,4,6,1160,0,1924,0,98065,47.5322,-121.829,1160,8250
"18341",470000,2,1,900,5512,1,0,0,3,7,900,0,1947,0,98115,47.6877,-122.289,1270,5512
"18347",625000,3,1.75,2240,6050,1,0,0,4,8,1250,990,1950,0,98116,47.5658,-122.4,1720,6050
"18351",685000,3,1.5,2230,8558,2,0,0,3,8,2230,0,1960,0,98040,47.5833,-122.219,2200,8558
"18352",273148,3,1.75,1710,7210,1,0,0,4,7,1240,470,1974,0,98031,47.4094,-122.175,1840,7245
"18353",246500,3,2.5,1620,7686,2,0,0,3,7,1620,0,1989,0,98038,47.3613,-122.053,1370,7686
"18367",975000,5,3.5,5470,35071,2,0,0,3,11,4590,880,1976,0,98005,47.6368,-122.159,3600,35074
"18372",515000,2,1.75,950,15219,1,0,0,3,8,950,0,2009,0,98028,47.7723,-122.262,1560,12416
"18376",952500,4,1.5,2550,5055,2,0,0,4,10,2550,0,1910,0,98112,47.636,-122.301,1970,4431
"18377",235000,2,1,1010,7500,1,0,0,3,7,1010,0,1941,0,98108,47.5283,-122.32,1220,6000
"18380",265000,0,0.75,384,213444,1,0,0,3,4,384,0,2003,0,98070,47.4177,-122.491,1920,224341
"18384",455000,3,2.5,1600,7829,2,0,0,3,7,1600,0,1987,0,98034,47.7288,-122.227,1580,9104
"18389",474000,2,1,1090,3160,1,0,0,3,7,840,250,1926,0,98109,47.6385,-122.344,1070,3160
"18390",615750,4,2,2140,6360,2,0,0,3,7,1840,300,1945,0,98115,47.687,-122.286,1690,6360
"18392",230000,3,2.25,1500,7210,1,0,0,3,7,1150,350,1984,0,98023,47.3124,-122.352,1500,7210
"18402",350500,2,2.5,1290,1445,3,0,0,3,8,1290,0,1999,0,98117,47.6955,-122.376,1470,1503
"18406",675000,4,3,2400,3340,1,0,0,4,7,1200,1200,1964,0,98107,47.6646,-122.365,1520,3758
"18407",265000,4,1,1860,8505,1,0,0,4,7,1860,0,1955,0,98055,47.4406,-122.194,1560,8505
"18415",784500,4,5,5820,13906,2,0,0,3,11,3750,2070,1993,0,98042,47.3814,-122.164,2980,13000
"18434",261000,3,1.75,1350,7686,1,0,0,3,7,1350,0,1987,0,98038,47.3617,-122.052,1370,7686
"18448",705000,4,2,2060,6000,1,0,1,4,8,1370,690,1954,0,98136,47.5237,-122.383,2060,6600
"18451",310000,3,1,1210,9730,1,0,0,4,7,1210,0,1953,0,98133,47.762,-122.355,1470,9730
"18453",353000,3,2.5,2550,6021,2,0,0,3,7,2550,0,2002,0,98030,47.3828,-122.211,2080,6021
"18454",170500,2,1,1060,7700,1,0,0,3,7,820,240,1981,0,98055,47.4599,-122.205,1370,8833
"18457",245000,3,1.5,1550,9126,1,0,0,5,7,1550,0,1957,0,98022,47.2012,-122,1450,9282
"18460",305000,4,2.5,2430,5959,2,0,0,3,8,2430,0,2002,0,98092,47.3348,-122.19,2100,5414
"18461",840000,7,4.5,4290,37607,1.5,0,0,5,10,4290,0,1982,0,98027,47.4812,-122.033,2810,40510
"18463",219200,3,2,1680,7000,1.5,0,0,4,7,1680,0,1968,0,98002,47.2775,-122.203,1540,7480
"18468",3e+05,3,1.5,1320,15053,1,0,0,3,7,1320,0,1979,0,98072,47.7405,-122.095,1250,13368
"18469",83000,2,1,900,8580,1,0,0,3,5,900,0,1918,0,98168,47.4727,-122.27,2060,6533
"18478",3300000,8,4,7710,11750,3.5,0,0,5,12,6090,1620,1904,0,98112,47.6263,-122.314,4210,8325
"18488",365000,3,1,950,8450,1,0,0,3,7,950,0,1962,0,98033,47.6884,-122.186,1610,10080
"18490",403500,3,1,1830,8004,1,0,0,3,8,1200,630,1960,0,98125,47.7259,-122.297,1860,7971
"18496",808000,4,2.25,2500,8866,2,0,0,4,9,2500,0,1987,0,98007,47.6604,-122.146,2630,8847
"18499",206000,3,1,920,8400,1,0,0,3,7,920,0,1963,0,98032,47.3771,-122.287,1260,8400
"18502",475000,3,2.5,1630,7586,2,0,0,3,8,1630,0,1986,0,98029,47.5689,-122.023,2090,7330
"18503",432100,3,1.75,1840,7350,1,0,0,3,8,1310,530,1976,0,98034,47.7089,-122.23,1860,7000
"18509",115000,2,0.75,550,7980,1,0,0,3,5,550,0,1952,0,98146,47.511,-122.348,1330,7980
"18513",1137500,4,3.5,3160,4200,2,0,4,3,8,2180,980,1999,0,98144,47.5963,-122.292,2180,5200
"18516",564000,4,1,1170,4590,1.5,0,0,4,7,1170,0,1925,0,98115,47.6804,-122.311,1430,4080
"18518",698000,3,1.75,1220,7447,1,0,0,4,7,1220,0,1964,0,98033,47.6886,-122.211,1340,7200
"18525",335000,3,1,1350,14212,1,0,0,4,6,1350,0,1981,0,98053,47.6606,-122.06,1520,14404
"18528",220000,5,1,1260,8382,1.5,0,0,3,7,1260,0,1918,0,98146,47.5058,-122.355,910,8382
"18530",1100000,4,3,3320,5760,2,0,0,3,9,2120,1200,1954,2007,98199,47.6474,-122.389,2400,6144
"18532",390000,4,2.75,2500,12848,1,0,1,3,8,2120,380,1975,0,98003,47.3364,-122.321,2370,12497
"18533",393000,4,2.5,2641,8091,2,0,0,3,7,2641,0,1998,0,98031,47.4043,-122.213,2641,8535
"18535",490000,2,1,1160,5000,1,0,0,4,8,1160,0,1937,0,98117,47.6865,-122.399,1750,5000
"18537",665000,2,2,1615,4590,1.5,0,0,5,8,1615,0,1906,0,98103,47.6886,-122.348,1470,4590
"18539",410000,3,1,1230,7020,1,0,0,3,7,1090,140,1924,0,98116,47.5719,-122.39,1390,5850
"18541",475000,2,2,1540,54450,2,0,0,3,7,1540,0,1983,0,98053,47.638,-121.953,2280,29918
"18543",580000,5,2,2700,10875,1,0,0,4,7,1540,1160,1962,0,98007,47.6163,-122.138,2040,7464
"18545",625000,3,1.75,2700,18893,1,0,0,4,7,2110,590,1948,1983,98010,47.3397,-122.048,2260,17494
"18548",450000,2,1,1380,4390,1,0,0,4,8,880,500,1931,0,98115,47.6947,-122.323,1390,5234
"18549",745000,4,2.75,2410,5650,1.5,0,0,5,8,2070,340,1909,0,98116,47.5651,-122.391,1960,5650
"18555",1115500,4,3.5,2830,4000,1.5,0,0,3,7,1840,990,1919,2014,98144,47.5842,-122.292,2340,4000
"18573",299000,3,2,1730,6007,1,0,0,3,8,1730,0,2004,0,98030,47.3573,-122.2,2000,6245
"18578",240000,3,2.25,1410,7290,1,0,0,3,7,940,470,1980,0,98118,47.5396,-122.274,1550,7375
"18588",250200,3,1.5,1180,7384,1,0,0,5,7,1180,0,1959,0,98032,47.3838,-122.287,1150,7455
"18591",194250,3,2.25,2190,8834,1,0,0,3,7,1390,800,1987,0,98001,47.2633,-122.244,1490,8766
"18592",526000,4,2,1610,8000,1,0,0,3,7,1190,420,1966,0,98008,47.6301,-122.118,1560,7896
"18599",325000,3,2,1750,9000,1.5,0,0,4,5,1750,0,1936,0,98133,47.7489,-122.35,1830,8100
"18600",725000,2,1,2410,5930,2,0,0,3,9,1930,480,2007,0,98116,47.5657,-122.395,1540,5892
"18603",283450,5,2.75,2770,6116,1,0,0,3,7,1490,1280,1979,0,98168,47.4847,-122.291,1920,6486
"18605",815000,4,2,1400,4800,2,0,0,3,7,1400,0,1986,0,98122,47.6168,-122.298,1620,2595
"18608",1156000,4,3.5,4270,12305,2,0,2,3,10,4270,0,1994,0,98006,47.5489,-122.118,4190,13137
"18609",480000,3,2.5,2270,4488,2,0,0,3,7,2270,0,1999,0,98065,47.5329,-121.879,2360,4427
"18615",405000,3,2.25,1520,1245,3,0,0,3,8,1520,0,2004,0,98103,47.6907,-122.34,1520,1470
"18616",483000,4,1.5,1220,3780,1.5,0,0,3,7,1220,0,1927,0,98107,47.6667,-122.36,1400,3185
"18621",270000,4,1,1430,5909,1,0,0,3,6,1070,360,1947,0,98155,47.7623,-122.313,1460,8433
"18624",352000,4,1.75,1850,5712,1,0,0,3,7,1850,0,1954,0,98115,47.6966,-122.324,1510,6038
"18647",247500,3,1,1660,11060,1,0,0,4,7,1110,550,1962,0,98003,47.3311,-122.326,1890,11060
"18654",465000,5,1.75,2000,10246,1,0,2,3,7,1200,800,1953,0,98178,47.5084,-122.246,2340,9030
"18655",280000,3,2.5,1020,2217,2,0,0,3,7,720,300,2004,0,98106,47.5343,-122.348,1060,1524
"18659",440000,4,2.75,2420,10200,1,0,0,3,8,1220,1200,1962,0,98034,47.72,-122.236,2240,9750
"18662",725000,3,1.5,2500,4774,1.5,0,2,3,7,1450,1050,1940,0,98107,47.6567,-122.358,1300,4000
"18666",395000,4,2.75,1970,37026,1,0,0,4,8,1970,0,1961,0,98070,47.4375,-122.446,1970,51836
"18668",526500,3,1.5,1310,7236,1,0,0,4,7,1170,140,1928,0,98103,47.6944,-122.333,1680,8431
"18675",275000,3,2.5,2030,6326,2,0,0,3,7,2030,0,1993,0,98038,47.3491,-122.029,1810,6825
"18676",1150000,2,2.25,2320,9300,1.5,0,4,5,9,1920,400,1937,0,98115,47.681,-122.273,2790,9300
"18682",267000,3,1.5,1030,8223,1,0,0,4,7,1030,0,1952,0,98148,47.4282,-122.331,1460,9463
"18690",464050,2,1,780,2750,1,0,0,4,7,780,0,1928,0,98116,47.5842,-122.388,1320,4440
"18691",470000,5,2.5,2210,9655,1,0,0,3,8,1460,750,1976,0,98011,47.7698,-122.222,2080,8633
"18693",537000,4,1.75,2230,7957,1,0,0,4,7,2230,0,1967,0,98008,47.5859,-122.122,2230,8040
"18698",335000,3,1.75,2390,30409,1,0,0,3,7,1560,830,1953,0,98168,47.4789,-122.296,1750,13500
"18699",350000,3,1.75,1740,29597,1,0,0,4,7,1740,0,1965,0,98059,47.481,-122.115,1560,20741
"18701",788000,4,2.5,2680,8778,2,0,0,4,8,2680,0,1977,0,98006,47.5516,-122.161,2680,10020
"18704",360000,6,1.75,2230,10080,1,0,0,3,7,1390,840,1969,0,98034,47.7089,-122.201,2110,8475
"18708",340000,3,1,1580,8308,1.5,0,0,3,7,1580,0,1948,0,98146,47.5075,-122.379,1200,8308
"18722",750000,5,3.5,2990,212137,2,0,0,3,8,2450,540,1994,0,98024,47.5298,-121.887,1060,69260
"18725",450000,2,1,1010,3627,1,0,2,4,6,1010,0,1924,0,98144,47.5873,-122.294,1630,4040
"18727",707000,5,4.5,3540,21217,2,0,0,4,8,2940,600,1926,0,98188,47.4274,-122.28,1290,12040
"18730",309000,3,2.5,1990,3614,2,0,0,3,7,1990,0,2005,0,98038,47.36,-122.039,1980,3800
"18732",1115000,4,3.75,4040,14212,2,0,0,3,11,4040,0,2002,0,98059,47.5189,-122.147,3940,14212
"18738",410000,5,2.75,2910,5802,2,0,0,3,7,2910,0,2006,0,98038,47.3591,-122.036,2910,5000
"18744",489000,4,2,2120,11479,1,0,0,4,7,1060,1060,1940,0,98125,47.7084,-122.303,1540,11000
"18748",275000,3,2,1540,10410,1,0,0,4,7,1540,0,1967,0,98198,47.3662,-122.315,1590,7725
"18761",4e+05,3,2.5,2580,214315,1.5,0,0,3,8,2580,0,1946,1986,98053,47.6465,-122.024,2580,70131
"18765",731781,3,3,2630,4972,2,0,0,3,9,2630,0,2006,0,98052,47.693,-122.133,2880,4972
"18768",607000,3,2,2060,4080,1,0,0,5,7,1060,1000,1921,0,98144,47.574,-122.289,1400,4080
"18776",813000,4,2.75,3370,6675,1,0,3,4,8,1920,1450,1948,0,98144,47.5887,-122.291,2250,5550
"18778",424000,4,2,2100,4857,2,0,0,3,8,2100,0,1965,1984,98155,47.7521,-122.279,1450,5965
"18789",330000,5,1.75,2100,7347,1,0,0,3,7,1070,1030,1981,0,98028,47.7751,-122.268,2170,9418
"18797",536000,3,1.75,1300,5413,1.5,0,0,3,7,1300,0,1925,1992,98115,47.6988,-122.32,1590,6380
"18801",650000,5,2.25,2400,13450,1,0,0,5,7,1200,1200,1957,0,98008,47.6007,-122.117,1950,10361
"18808",625000,3,1.75,3160,76230,1,0,0,4,8,2160,1000,1978,0,98001,47.274,-122.287,1990,45789
"18812",2e+05,2,1,830,8000,1,0,0,3,6,830,0,1954,0,98198,47.4215,-122.318,1300,8000
"18813",345000,3,1.75,3140,8571,1,0,0,4,8,1670,1470,1985,0,98023,47.3074,-122.337,2590,7949
"18815",855000,4,2.25,2190,4080,2,0,0,3,8,1800,390,1918,0,98119,47.6425,-122.358,2100,4080
"18818",452000,3,1.75,1880,16239,1,0,0,3,7,880,1000,1922,0,98115,47.7004,-122.304,1260,7528
"18820",519000,5,2.75,2620,8861,1,0,0,5,8,1350,1270,1979,0,98056,47.5226,-122.183,1940,10800
"18828",732000,3,2,1940,55756,1,0,0,5,9,1940,0,1954,0,98007,47.5913,-122.149,2330,10018
"18834",640500,2,1.75,1640,6750,1,0,0,4,8,1340,300,1939,0,98125,47.7068,-122.308,1760,7490
"18841",518000,3,1,1270,6612,1.5,0,3,3,7,1270,0,1927,0,98118,47.5433,-122.264,2100,7680
"18843",330000,2,2,1550,435600,1.5,0,0,2,7,1550,0,1972,0,98065,47.5145,-121.853,1600,217800
"18845",898000,3,2.25,2650,12845,1,0,3,3,9,1770,880,1977,0,98034,47.7209,-122.256,2650,12902
"18846",570000,5,1.75,2510,9750,1.5,0,0,3,8,2510,0,1969,0,98052,47.6635,-122.149,1900,9750
"18848",265000,3,2.5,1660,5250,2,0,0,4,8,1660,0,1988,0,98003,47.3541,-122.3,1630,5505
"18855",440000,3,2.25,1760,10835,1,0,0,4,8,1290,470,1976,0,98027,47.522,-122.048,2050,10488
"18856",405000,2,1,800,6016,1,0,0,3,6,800,0,1942,0,98117,47.6913,-122.369,1470,3734
"18860",335000,4,1.75,2000,10890,1,0,0,4,7,1390,610,1961,0,98003,47.3203,-122.321,1520,9250
"18865",510000,4,2,2210,5572,1.5,0,3,3,7,1760,450,1911,0,98126,47.5727,-122.376,1760,4713
"18867",1298890,5,2.25,2690,10800,1,0,3,4,8,2020,670,1956,0,98040,47.5821,-122.247,3380,9134
"18877",1500000,3,1.5,1910,21374,1,0,0,1,8,1910,0,1955,0,98004,47.6453,-122.214,2850,16167
"18878",232603,3,1.75,1750,11461,2,0,0,4,7,1750,0,1976,0,98002,47.3173,-122.21,2140,11276
"18882",4e+05,3,1.75,1730,9211,1,0,0,3,8,1730,0,1961,0,98125,47.7149,-122.322,1440,9211
"18884",350000,3,1,1010,8551,1,0,0,5,7,1010,0,1953,0,98155,47.7351,-122.295,1310,8504
"18888",680000,4,2.5,2520,5000,2,0,0,3,9,2520,0,2004,0,98029,47.5524,-121.992,2910,5001
"18889",350000,3,3.25,1210,941,2,0,0,3,8,1000,210,2002,0,98133,47.7114,-122.356,1650,1493
"18891",1050000,4,2.5,3030,12590,1.5,0,0,4,10,3030,0,1988,0,98004,47.5806,-122.193,2980,11635
"18899",325000,4,2.5,1820,9161,1,0,0,4,7,1220,600,1975,0,98058,47.4333,-122.168,1860,7650
"18901",430000,3,2.5,1400,7508,2,0,0,4,7,1400,0,1987,0,98034,47.7233,-122.167,1710,7700
"18910",234000,3,2,1640,5280,1.5,0,0,5,6,1640,0,1910,0,98002,47.3089,-122.213,1160,7875
"18922",565000,5,1.75,1910,9720,1,0,0,4,7,1390,520,1955,0,98006,47.5772,-122.159,1750,9720
"18929",415000,4,2,1780,12161,1,0,0,5,7,1160,620,1950,0,98155,47.7746,-122.323,1780,8170
"18933",465000,4,2.5,2820,39413,2,0,0,4,9,2820,0,1989,0,98092,47.3064,-122.1,2910,39413
"18944",580000,3,1.75,1850,5100,1,0,0,3,7,1020,830,1909,0,98105,47.6605,-122.326,1850,5100
"18949",910000,3,2.5,2720,7250,2,0,0,3,9,2720,0,1990,0,98033,47.6894,-122.195,2870,7250
"18950",399950,3,1.5,2080,5244,1,0,0,3,7,1190,890,1959,0,98125,47.7144,-122.293,1850,6982
"18958",1150000,4,2.5,2330,30122,1,0,1,3,8,1490,840,1951,0,98115,47.6843,-122.267,2430,6726
"18962",556000,3,2.5,2750,35440,2,0,0,3,9,2750,0,1994,0,98045,47.4745,-121.723,2710,35440
"18964",420000,3,1.5,1130,5413,1,0,0,3,7,940,190,1946,0,98125,47.7021,-122.32,1400,7168
"18967",410000,4,2.25,2150,27345,2,0,0,5,8,2150,0,1976,0,98059,47.469,-122.121,2200,11923
"18968",308900,3,2.5,2250,7294,2,0,0,3,8,2250,0,1994,0,98092,47.2636,-122.212,2140,7363
"18969",1161000,4,2.5,2960,26742,1,0,3,3,8,1480,1480,1949,1996,98115,47.6846,-122.268,2500,9460
"18970",665000,2,2.5,2300,6984,1,0,0,3,8,2300,0,2006,0,98053,47.7087,-122.015,1820,4950
"18976",1240000,7,5.5,6630,13782,2,0,0,3,10,4930,1700,2004,0,98006,47.5399,-122.118,4470,8639
"18979",485000,3,2.5,2270,7887,2,0,2,3,8,2270,0,2004,0,98065,47.5326,-121.855,2550,7133
"18986",425000,3,1,1000,5100,1,0,0,3,7,860,140,1946,0,98115,47.6857,-122.293,1000,5100
"18992",1411600,2,2.5,3180,9400,2,0,4,5,10,2610,570,1985,0,98006,47.5617,-122.158,3760,9450
"18995",351000,3,1,1160,10518,1,0,0,3,7,1160,0,1960,0,98028,47.7343,-122.22,1670,9380
"19001",565000,5,3,2560,12480,1,0,0,3,8,1590,970,2012,0,98155,47.7657,-122.284,2500,17299
"19005",365000,3,2,2030,8649,1,0,0,3,7,2030,0,1998,0,98056,47.5082,-122.166,1760,7200
"19006",353250,2,1,1060,1600,2,0,0,3,7,1060,0,1979,0,98144,47.5888,-122.294,1360,3360
"19007",455000,2,1.5,1090,6750,1,0,0,3,7,950,140,1942,0,98117,47.6836,-122.397,1640,6750
"19009",571500,4,1.75,1920,7455,1,0,0,4,7,960,960,1939,1964,98125,47.7106,-122.286,1920,7455
"19024",565000,3,1.75,2380,10450,1,0,0,3,8,1400,980,1977,0,98052,47.6409,-122.111,2150,9600
"19026",4e+05,2,2,2010,3797,1.5,0,0,3,7,1450,560,1922,2004,98108,47.5596,-122.315,1660,4650
"19027",724950,4,2,2270,5760,2,0,0,4,8,2270,0,1909,0,98116,47.5809,-122.39,1420,5760
"19032",770000,3,2.5,2730,11380,2,0,0,3,10,2730,0,1995,0,98075,47.58,-122.057,2800,10070
"19034",720000,4,2.25,2410,8400,2,0,0,5,8,2410,0,1965,0,98008,47.626,-122.119,1910,8056
"19039",285000,3,2.5,1660,6263,2,0,0,3,8,1660,0,2003,0,98042,47.3507,-122.141,2190,6192
"19041",285000,4,1.75,1440,6720,1,0,0,5,6,720,720,1954,0,98166,47.4571,-122.345,1820,6784
"19043",690000,3,2,1760,6428,1,0,0,4,7,980,780,1942,0,98199,47.6388,-122.397,1760,6004
"19046",425000,4,1.75,1910,16785,1,0,0,4,7,1110,800,1981,0,98028,47.7474,-122.235,1590,9900
"19053",287500,4,2,1220,9147,1,0,0,5,7,1220,0,1953,0,98146,47.5011,-122.336,1220,8576
"19062",540000,2,1,1170,4750,1,0,0,3,6,1170,0,1903,0,98107,47.6729,-122.378,1170,2023
"19065",495000,3,2,2660,192099,1,0,0,4,9,2660,0,1964,0,98022,47.2098,-122.016,2570,43561
"19068",402500,3,3.25,2780,4002,2,0,0,3,8,2780,0,2009,0,98019,47.7348,-121.966,1890,4090
"19071",250000,3,2.25,1765,7652,2,0,0,3,7,1765,0,1996,0,98003,47.3072,-122.328,1765,7719
"19088",250000,3,1,1010,8711,1,0,0,5,6,1010,0,1944,0,98056,47.4914,-122.186,1250,8053
"19092",745000,5,4,4720,493534,2,0,0,5,9,3960,760,1975,0,98027,47.4536,-122.009,2160,219542
"19094",450000,3,2.25,2530,27227,2,0,0,3,8,2530,0,1987,0,98056,47.527,-122.193,2160,30192
"19117",235000,2,1,2150,4500,1.5,0,0,3,7,1260,890,1917,0,98118,47.5158,-122.267,1590,5010
"19122",182000,3,1,1160,18055,1,0,0,2,5,1160,0,1950,0,98168,47.4772,-122.269,1340,10324
"19128",791000,3,2.25,2430,5500,2,0,0,3,8,1810,620,1989,0,98033,47.6812,-122.196,2040,5500
"19135",325000,3,1.75,1810,8048,1,0,0,4,7,1290,520,1983,0,98055,47.4484,-122.194,1550,9081
"19141",430000,3,2,2350,12480,1,0,0,3,7,1600,750,1981,0,98028,47.7661,-122.262,2160,12000
"19144",635500,3,2,1660,3600,1,0,0,3,7,1000,660,1939,2006,98103,47.6789,-122.351,1700,4356
"19146",885000,3,2.5,2880,11443,2,0,0,4,9,2880,0,1986,0,98006,47.5633,-122.111,2840,12530
"19147",352500,3,1,1470,8400,1,0,0,4,7,1470,0,1953,0,98133,47.7628,-122.354,1470,8400
"19150",1050000,3,2.25,2480,15022,1,0,4,3,9,1330,1150,1967,2003,98136,47.5497,-122.396,2500,8178
