"","y","Sex","Length","Diameter","Height","Whole.weight","Shucked.weight","Viscera.weight","Shell.weight","Rings"
"2036",0,"F",0.54,0.505,0.105,2.0805,0.234,0.1785,0.3455,10
"20371",0,"F",0.46,0.375,0.16,0.6,0.026,0.2025,0.125,13
"20381",0,"F",0.245,0.565,0.16,1.2705,0.3325,0.124,0.435,19
"20391",0,"F",0.515,0.53,0.145,0.8765,0.2475,0.1095,0.015,8
"2040",0,"M",0.735,0.345,0.175,0.415,0.467,0.2085,0.253,12
"20411",0,"M",0.55,0.35,0.16,1.1415,0.0905,0.275,0.065,15
"20421",0,"I",0.24,0.45,0.15,0.9315,0.313,0.005,0.294,9
"2043",0,"F",0.535,0.55,0.15,0.744,0.4535,0.275,0.0905,9
"2044",0,"M",0.53,0.34,0.12,0.378,0.5295,0.3735,0.344,11
"20451",0,"I",0.455,0.475,0.115,1.556,0.08,0.0935,0.106,10
"2046",0,"I",0.72,0.46,0.155,1.4985,0.706,0.0415,0.23,8
"20471",0,"M",0.61,0.33,0.15,0.133,0.693,0.13,0.18,8
"20481",0,"M",0.305,0.27,0.205,1.1565,0.252,0.063,0.2915,10
"2049",0,"F",0.605,0.265,0.105,1.3305,0.4055,0.103,0.1185,9
"20501",0,"I",0.35,0.47,0.16,1.172,0.392,0.174,0.155,17
"20511",0,"M",0.59,0.55,0.16,1.233,0.194,0.214,0.2625,7
"2052",0,"I",0.375,0.475,0.15,0.4725,0.403,0.3315,0.49,6
"20531",0,"M",0.62,0.565,0.14,0.1445,0.358,0.0645,0.174,21
"20541",0,"M",0.62,0.54,0.17,0.2665,0.1655,0.311,0.355,9
"20551",0,"M",0.175,0.385,0.175,0.707,0.296,0.396,0.335,10
"20561",0,"I",0.51,0.435,0.065,0.2555,0.4275,0.1965,0.2735,9
"2057",0,"I",0.605,0.45,0.19,0.8855,0.138,0.2565,0.16,10
"20581",0,"I",0.49,0.225,0.13,1.5715,0.1645,0.035,0.129,12
"20591",0,"M",0.4,0.395,0.14,0.9215,0.2505,0.111,0.255,10
"20601",0,"I",0.515,0.28,0.165,1.1,0.241,0.215,0.58,8
"20611",0,"M",0.41,0.525,0.15,0.9115,0.2905,0.244,0.187,9
"2062",0,"F",0.575,0.41,0.145,2.273,0.8545,0.2265,0.28,12
"20631",0,"I",0.59,0.445,0.2,1.555,0.415,0.0405,0.315,17
"20641",0,"F",0.595,0.385,0.08,0.2225,0.378,0.053,0.335,6
"20651",0,"M",0.71,0.415,0.125,0.433,0.269,0.183,0.075,7
"20661",0,"F",0.615,0.4,0.065,1.359,0.5125,0.2165,0.2035,10
"20671",0,"M",0.6,0.495,0.165,0.032,0.182,0.1005,0.358,14
"20681",0,"I",0.69,0.225,0.075,0.452,0.2565,0.1215,0.1185,8
"20691",0,"F",0.345,0.425,0.065,0.8815,0.098,0.184,0.09,5
"20701",0,"I",0.385,0.325,0.14,0.375,0.288,0.144,0.1695,10
"20711",0,"M",0.67,0.535,0.12,1.304,0.2705,0.36,0.3095,7
"20721",0,"F",0.44,0.5,0.15,0.3415,0.744,0.2005,0.3,8
"20731",0,"I",0.655,0.55,0.14,0.8675,0.3015,0.0945,0.105,20
"20741",0,"M",0.515,0.43,0.225,0.259,0.5055,0.178,0.15,13
"20751",0,"M",0.67,0.28,0.065,1.017,0.2615,0.0125,0.294,10
"20761",0,"F",0.53,0.43,0.115,0.6855,0.2325,0.237,0.395,18
"20771",0,"F",0.55,0.43,0.15,0.51,0.6055,0.1485,0.1205,7
"2078",0,"M",0.58,0.465,0.085,1.2315,0.2585,0.229,0.1965,6
"20791",0,"M",0.385,0.45,0.165,0.543,0.429,0.1715,0.035,11
"20801",0,"F",0.535,0.38,0.125,0.2265,0.15,0.357,0.395,7
"20811",0,"I",0.42,0.375,0.125,0.365,0.7725,0.1815,0.0635,9
"20821",0,"M",0.2,0.315,0.1,0.3685,0.232,0.1415,0.1345,11
"2083",0,"M",0.665,0.415,0.12,0.1485,0.185,0.082,0.238,10
"2084",0,"F",0.31,0.35,0.125,2.1275,0.559,0.236,0.005,9
"2085",0,"M",0.58,0.515,0.16,2.003,0.3525,0.243,0.013,10
"2086",0,"I",0.615,0.295,0.085,1.3,0.1465,0.073,0.085,11
"20871",0,"F",0.56,0.4,0.21,1.139,0.3665,0.2,0.208,14
"20881",0,"M",0.49,0.35,0.13,0.376,0.083,0.04,0.17,9
"20891",0,"M",0.525,0.515,0.12,0.0555,0.6425,0.1305,0.035,11
"2090",0,"F",0.47,0.34,0.13,1.1005,0.0065,0.0095,0.23,13
"2091",0,"M",0.635,0.31,0.115,0.592,0.1525,0.2985,0.22,10
"20921",0,"I",0.56,0.275,0.225,0.91,0.44,0.2105,0.311,10
"20931",0,"M",0.575,0.365,0.055,1.168,0.4595,0.0315,0.22,12
"2094",0,"I",0.645,0.29,0.075,0.803,0.15,0.106,0.155,11
"20951",0,"M",0.61,0.495,0.145,0.4075,0.779,0.0485,0.285,9
"20961",0,"M",0.37,0.55,0.2,0.6855,0.0335,0.283,0.062,21
"20971",0,"M",0.665,0.35,0.175,0.805,0.2905,0.389,0.168,16
"20981",0,"I",0.615,0.56,0.17,0.4335,0.181,0.0505,0.22,9
"20991",0,"I",0.655,0.26,0.095,0.511,0.1135,0.0645,0.29,6
"2100",0,"F",0.63,0.33,0.105,0.952,0.076,0.3325,0.3965,9
"21011",0,"I",0.525,0.36,0.155,0.0425,0.084,0.217,0.238,14
"21021",0,"M",0.575,0.495,0.155,1.5965,0.379,0.1365,0.0615,9
"2103",0,"I",0.535,0.5,0.155,0.1855,0.334,0.283,0.0185,10
"21041",0,"M",0.4,0.55,0.135,0.728,0.3135,0.046,0.315,11
"21051",0,"I",0.525,0.17,0.125,0.9175,0.425,0.181,0.085,7
"21061",0,"M",0.565,0.435,0.16,0.972,0.4565,0.2885,0.12,13
"21071",0,"I",0.61,0.235,0.09,1.1375,0.487,0.2925,0.3275,9
"21081",0,"M",0.205,0.195,0.1,1.2615,0.196,0.2565,0.198,9
"21091",0,"M",0.54,0.22,0.185,0.874,0.0875,0.2165,0.266,10
"21101",0,"M",0.435,0.525,0.18,1.2715,0.5055,0.1525,0.1505,12
"21111",0,"F",0.39,0.46,0.175,0.4915,0.545,0.156,0.0825,9
"21121",0,"F",0.505,0.25,0.13,1.169,0.365,0.127,0.19,13
"21131",0,"F",0.62,0.445,0.125,0.7095,0.321,0.1255,0.238,10
"21141",0,"F",0.425,0.455,0.23,0.817,0.098,0.0485,0.3065,9
"2115",0,"M",0.495,0.535,0.145,0.7385,0.491,0.176,0.03,8
"21161",0,"I",0.335,0.34,0.125,0.5095,0.4125,0.0865,0.185,11
"21171",0,"F",0.44,0.395,0.13,1.166,0.382,0.125,0.145,10
"21181",0,"M",0.325,0.36,0.14,1.3105,0.0805,0.0615,0.455,10
"21191",0,"I",0.575,0.41,0.145,0.6595,0.2135,0.0215,0.24,7
"21201",0,"F",0.59,0.515,0.115,0.0665,0.7725,0.01,0.0675,8
"21211",0,"F",0.605,0.38,0.13,0.7855,0.048,0.483,0.25,12
"2122",0,"M",0.525,0.465,0.18,0.7005,0.135,0.3035,0.09,16
"21231",0,"M",0.58,0.415,0.165,1.1215,0.678,0.3105,0.26,7
"21241",0,"I",0.55,0.35,0.22,0.861,0.2925,0.0595,0.32,7
"21251",0,"F",0.465,0.53,0.16,0.601,0.6025,0.064,0.178,10
"21261",0,"I",0.475,0.445,0.14,1.7825,0.115,0.161,0.1405,10
"21271",0,"I",0.53,0.5,0.06,0.241,0.2385,0.2985,0.725,7
"21281",0,"M",0.355,0.57,0.17,1.71,0.237,0.1985,0.345,6
"21291",0,"I",0.485,0.48,0.085,1.1215,0.3695,0.2615,0.2605,10
"2130",0,"F",0.27,0.535,0.13,0.4405,0.83,0.08,0.445,10
"21311",0,"M",0.47,0.265,0.175,1.0345,0.7815,0.3175,0.29,9
"21321",0,"M",0.39,0.47,0.11,0.2905,0.241,0.262,0.075,5
"21331",0,"I",0.585,0.55,0.09,0.982,0.414,0.236,0.2725,11
"21341",0,"M",0.45,0.52,0.155,1.166,0.134,0.125,0.11,8
"2135",0,"F",0.42,0.235,0.19,0.533,0.2765,0.0405,0.2255,9
"21361",0,"M",0.565,0.21,0.12,1.101,0.076,0.104,0.25,13
"21371",0,"I",0.61,0.52,0.185,1.2915,0.4315,0.361,0.289,7
"2138",0,"M",0.695,0.505,0.1,1.3585,0.5305,0.3105,0.245,18
"21391",0,"M",0.625,0.255,0.16,0.3185,0.0265,0.189,0.34,9
"2140",0,"F",0.62,0.51,0.135,1.0875,0.194,0.1965,0.047,11
"21411",0,"F",0.615,0.45,0.185,0.796,0.093,0.1065,0.147,11
"21421",0,"M",0.3,0.43,0.13,2.1,0.0585,0.1975,0.083,10
"21431",0,"I",0.395,0.38,0.105,1.385,0.6375,0.0785,0.045,10
"21441",0,"I",0.58,0.1,0.15,0.551,0.594,0.212,0.205,8
"21451",0,"I",0.46,0.315,0.18,0.1205,0.387,0.081,0.225,10
"2146",0,"F",0.635,0.4,0.205,0.9895,1.0465,0.155,0.26,14
"21471",0,"M",0.655,0.385,0.11,0.8715,0.61,0.318,0.39,22
"21481",0,"M",0.355,0.315,0.175,0.2565,0.2,0.0945,0.421,12
"21491",0,"M",0.675,0.26,0.175,1.032,0.332,0.068,0.2,19
"2150",0,"F",0.47,0.455,0.11,2.21,0.3475,0.0375,0.4465,7
"2151",0,"I",0.47,0.485,0.125,1.133,0.057,0.1525,0.25,4
"21521",0,"M",0.615,0.09,0.12,0.1945,0.177,0.154,0.11,17
"21531",0,"I",0.745,0.435,0.18,0.77,0.291,0.1735,0.47,9
"21541",0,"I",0.645,0.36,0.175,2.0495,0.453,0.014,0.255,17
"21551",0,"I",0.67,0.41,0.155,1.787,0.4625,0.275,0.07,8
"21561",0,"F",0.52,0.455,0.17,1.2525,0.2205,0.2495,0.17,11
"21571",0,"F",0.565,0.325,0.09,1.5475,0.695,0.1865,0.13,9
"2158",0,"F",0.6,0.375,0.175,0.0835,0.073,0.2245,0.036,7
"21591",0,"F",0.35,0.39,0.035,1.489,0.5185,0.226,0.085,7
"21601",0,"F",0.555,0.51,0.135,0.0815,0.307,0.129,0.055,8
"21611",0,"I",0.72,0.395,0.16,0.415,0.1025,0.164,0.235,9
"21621",0,"M",0.38,0.38,0.075,0.8515,0.393,0.0455,0.31,6
"21631",0,"M",0.52,0.385,0.055,1.1775,0.1705,0.076,0.34,9
"21641",0,"M",0.445,0.46,0.145,0.33,0.072,0.389,0.295,9
"21651",0,"M",0.565,0.36,0.17,0.2935,0.114,0.2835,0.135,9
"21661",0,"M",0.505,0.4,0.175,1.3905,0.5135,0.1165,0.28,10
"21671",0,"I",0.2,0.41,0.195,1.1835,0.572,0.3835,0.205,7
"21681",0,"I",0.33,0.21,0.125,0.232,0.6725,0.22,0.23,8
"21691",0,"F",0.385,0.305,0.125,0.259,0.4565,0.322,0.305,11
"21701",0,"F",0.44,0.335,0.145,1.4325,0.185,0.059,0.3425,10
"2171",0,"F",0.58,0.465,0.12,1.9525,0.166,0.186,0.13,5
"2172",0,"M",0.45,0.325,0.09,0.4285,0.4865,0.143,0.135,12
"21731",0,"F",0.57,0.36,0.125,0.28,0.0945,0.418,0.2565,5
"21741",0,"M",0.63,0.385,0.21,1.3875,0.394,0.1165,0.26,9
"2175",0,"F",0.425,0.42,0.125,0.0645,0.2795,0.1905,0.035,7
"2176",0,"I",0.645,0.475,0.145,1.3,0.402,0.159,0.185,9
"21771",0,"I",0.45,0.475,0.175,0.6615,0.3375,0.2065,0.225,13
"21781",0,"M",0.615,0.475,0.1,1.112,0.058,0.2605,0.37,16
"21791",0,"I",0.5,0.35,0.135,0.869,0.3205,0.226,0.395,10
"2180",0,"M",0.475,0.31,0.21,0.712,0.496,0.238,0.06,13
"21811",0,"M",0.525,0.44,0.155,0.7545,0.4695,0.125,0.355,9
"2182",0,"I",0.4,0.51,0.175,0.8815,0.597,0.2465,0.255,20
"2183",0,"M",0.5,0.345,0.09,0.639,0.562,0.2005,0.015,8
"21841",0,"M",0.375,0.425,0.11,0.9185,0.5345,0.2225,0.45,12
"21851",0,"M",0.575,0.325,0.16,0.6095,0.7735,0.156,0.42,8
"21861",0,"I",0.55,0.4,0.115,1.8095,0.4555,0.1155,0.3,10
"21871",0,"F",0.62,0.29,0.14,0.48,0.086,0.1645,0.009,12
"21881",0,"M",0.63,0.465,0.155,0.2845,0.2275,0.1505,0.33,6
"21891",0,"F",0.395,0.33,0.06,0.3785,0.2075,0.08,0.286,4
"21901",0,"M",0.465,0.45,0.185,1.06,0.02,0.2005,0.5365,9
"2191",0,"F",0.52,0.475,0.095,1.057,0.4,0.065,0.363,10
"21921",0,"F",0.53,0.445,0.155,1.285,0.4265,0.0285,0.1535,12
"21931",0,"M",0.655,0.48,0.185,1.786,0.0585,0.0035,0.235,11
"2194",0,"I",0.615,0.395,0.145,0.057,0.057,0.034,0.4465,12
"21951",0,"M",0.605,0.36,0.125,0.2665,0.3725,0.3445,0.2,10
"2196",0,"I",0.51,0.26,0.185,0.7115,0.3805,0.3315,0.195,19
"21971",0,"M",0.4,0.21,0.18,1.3595,0.4985,0.2595,0.215,9
"21981",0,"M",0.4,0.4,0.2,1.3065,0.8875,0.1555,0.2695,8
"21991",0,"M",0.515,0.485,0.17,0.482,0.0745,0.185,0.2215,13
"22001",0,"M",0.405,0.4,0.08,0.764,0.0855,0.3025,0.189,9
"22011",0,"I",0.61,0.435,0.15,0.7365,0.6025,0.172,0.103,8
"22021",0,"F",0.425,0.485,0.12,0.1075,0.5985,0.2095,0.17,11
"22031",0,"F",0.55,0.34,0.15,0.994,0.3605,0.2975,0.3215,4
"22041",0,"I",0.195,0.31,0.13,1.114,0.0625,0.1955,0.1385,10
"22051",0,"F",0.455,0.47,0.11,0.6155,0.358,0.152,0.16,10
"22061",0,"M",0.635,0.475,0.125,1.0425,0.5565,0.167,0.0795,20
"22071",0,"F",0.5,0.385,0.185,1.3105,0.21,0.1075,0.1,11
"22081",0,"I",0.36,0.455,0.135,0.4475,0.4645,0.0495,0.42,13
"22091",0,"F",0.265,0.49,0.14,0.303,0.242,0.2455,0.57,4
"22101",0,"F",0.36,0.325,0.14,1.3135,0.6255,0.167,0.335,9
"22111",0,"M",0.37,0.48,0.155,1.3035,0.503,0.231,0.095,9
"22121",0,"M",0.555,0.465,0.175,0.1695,0.54,0.04,0.1955,8
"22131",0,"F",0.415,0.445,0.11,1.281,0.27,0.22,0.455,8
"22141",0,"I",0.55,0.59,0.16,0.4025,0.3795,0.389,0.25,9
"2215",0,"M",0.64,0.3,0.205,1.5075,0.045,0.1715,0.095,8
"22161",0,"M",0.53,0.445,0.105,0.6355,0.1625,0.478,0.4245,7
"2217",0,"M",0.56,0.465,0.155,0.221,0.4515,0.156,0.015,10
"22181",0,"I",0.475,0.285,0.175,1.751,0.2735,0.0575,0.031,11
"2219",0,"M",0.465,0.48,0.2,0.287,0.43,0.3365,0.015,10
"22201",0,"F",0.41,0.37,0.1,1.0155,0.55,0.0985,0.315,8
"22211",0,"F",0.53,0.24,0.08,1.6375,0.229,0.1265,0.03,4
"22221",0,"F",0.615,0.39,0.06,0.257,0.401,0.1605,0.0925,9
"22231",0,"I",0.5,0.475,0.13,0.2045,0.545,0.167,0.275,13
"22241",0,"I",0.695,0.175,0.135,1.5345,0.34,0.48,0.2615,6
"22251",0,"F",0.52,0.38,0.18,0.8515,0.4505,0.0635,0.07,9
"22261",0,"M",0.37,0.275,0.13,0.161,0.5115,0.0515,0.345,10
"22271",0,"M",0.75,0.335,0.155,0.674,0.4145,0.0445,0.185,6
"22281",0,"I",0.625,0.38,0.13,1.8375,0.5885,0.103,0.46,9
"22291",0,"F",0.375,0.26,0.14,0.447,0.3325,0.1155,0.1,12
"22301",0,"M",0.7,0.235,0.14,0.813,0.625,0.0045,0.345,11
"22311",0,"F",0.58,0.375,0.145,0.4805,0.08,0.203,0.3455,10
"2232",0,"I",0.47,0.51,0.12,0.6955,0.433,0.0325,0.415,14
"22331",0,"M",0.62,0.28,0.175,1.2615,0.11,0.062,0.305,23
"22341",0,"M",0.63,0.28,0.205,0.732,0.1515,0.236,0.235,12
"2235",0,"I",0.64,0.52,0.175,1.195,0.55,0.3035,0.34,11
"22361",0,"M",0.42,0.37,0.15,0.8575,0.2185,0.16,0.011,8
"22371",0,"M",0.625,0.375,0.105,0.471,0.6705,0.1235,0.1,9
"22381",0,"F",0.645,0.475,0.08,0.9225,0.255,0.302,0.335,16
"22391",0,"F",0.61,0.365,0.215,0.6905,0.167,0.158,0.195,11
"2240",0,"M",0.48,0.385,0.165,0.174,0.9515,0.151,0.1605,8
"22411",0,"M",0.36,0.4,0.15,0.325,0.707,0.1015,0.205,11
"22421",0,"M",0.575,0.425,0.195,1.1185,0.231,0.271,0.155,8
"22431",0,"I",0.505,0.295,0.115,0.2645,0.4715,0.229,0.175,10
"22441",0,"F",0.505,0.35,0.18,0.663,0.5305,0.1675,0.406,12
"22451",0,"I",0.45,0.4,0.09,2.381,0.1715,0.0535,0.039,10
"22461",0,"I",0.415,0.505,0.095,0.907,0.5115,0.1815,0.093,3
"2247",0,"M",0.505,0.515,0.175,1.4775,0.1525,0.3465,0.212,11
"22481",0,"M",0.515,0.38,0.135,1.1185,0.7725,0.2105,0.25,7
"22491",0,"F",0.5,0.4,0.125,0.97,0.175,0.171,0.292,10
"22501",0,"M",0.67,0.51,0.145,0.873,0.254,0.1205,0.2415,9
"22511",0,"M",0.645,0.47,0.14,1.1315,0.2485,0.0745,0.1335,12
"22521",0,"I",0.67,0.43,0.07,2.0475,0.538,0.1635,0.3315,11
"22531",0,"F",0.36,0.32,0.105,0.8295,0.001,0.168,0.2885,14
"22541",0,"M",0.48,0.465,0.155,1.2735,0.0315,0.1145,0.075,7
"22551",0,"I",0.68,0.495,0.11,1.331,0.2715,0.0715,0.28,16
"22561",0,"F",0.44,0.26,0.08,0.45,0.0655,0.369,0.3315,6
"2257",0,"F",0.36,0.495,0.195,0.6675,0.371,0.204,0.285,7
"22581",0,"M",0.35,0.48,0.16,0.32,0.4055,0.123,0.295,11
"2259",0,"F",0.345,0.5,0.175,1.0165,0.232,0.0635,0.195,12
"22601",0,"I",0.345,0.48,0.12,1.1655,0.0835,0.1005,0.32,9
"22611",0,"M",0.32,0.275,0.1,0.384,0.58,0.19,0.304,8
"22621",0,"I",0.475,0.285,0.08,0.879,0.262,0.308,0.1465,9
"22631",0,"I",0.44,0.39,0.14,0.545,0.134,0.0185,0.143,8
"22641",0,"M",0.525,0.46,0.14,0.439,0.1525,0.0955,0.3265,10
"22651",0,"M",0.535,0.49,0.125,1.1845,0.475,0.0525,0.045,14
"22661",0,"I",0.355,0.48,0.195,0.651,0.039,0.238,0.246,10
"22671",0,"F",0.48,0.385,0.12,0.542,0.2375,0.0305,0.1345,9
"22681",0,"F",0.565,0.48,0.195,1.161,0.2015,0.0935,0.3225,9
"22691",0,"M",0.645,0.425,0.19,0.5615,0.5065,0.2325,0.29,7
"2270",0,"F",0.345,0.27,0.12,0.4495,0.312,0.0305,0.155,6
"22711",0,"M",0.455,0.535,0.2,1.0635,0.248,0.263,0.236,9
"22721",0,"M",0.575,0.455,0.16,0.528,0.4635,0.2015,0.63,6
"2273",0,"I",0.675,0.57,0.175,0.942,0.0865,0.225,0.444,9
"22741",0,"F",0.37,0.4,0.11,0.168,0.5235,0.25,0.1765,5
"22751",0,"M",0.65,0.48,0.13,1.5855,0.402,0.1575,0.11,16
"22761",0,"M",0.6,0.515,0.16,1.038,0.1445,0.2465,0.195,9
"22771",0,"M",0.65,0.43,0.175,0.3675,0.5625,0.1125,0.14,11
"22781",0,"M",0.525,0.47,0.1,0.302,0.276,0.262,0.25,7
"22791",0,"I",0.61,0.36,0.18,1.319,0.01,0.32,0.3635,14
"22801",0,"M",0.645,0.48,0.16,0.1585,0.2615,0.202,0.401,7
"2281",0,"F",0.67,0.49,0.085,1.042,0.732,0.297,0.315,10
"22821",0,"M",0.505,0.44,0.09,0.5055,0.052,0.292,0.0325,9
"2283",0,"M",0.62,0.325,0.13,1.145,0.3005,0.0335,0.51,3
"22841",0,"M",0.455,0.36,0.15,0.2105,0.569,0.352,0.1685,15
"22851",0,"I",0.575,0.37,0.125,1.265,0.3525,0.119,0.33,5
"22861",0,"M",0.65,0.34,0.175,0.9745,0.165,0.011,0.314,7
"22871",0,"I",0.515,0.42,0.075,0.9455,0.156,0.2645,0.07,11
"2288",0,"M",0.695,0.16,0.135,0.126,0.0345,0.003,0.22,9
"22891",0,"F",0.485,0.51,0.115,1.1655,0.5095,0.0445,0.445,10
"22901",0,"M",0.61,0.505,0.12,0.7035,0.5565,0.0205,0.643,8
"22911",0,"F",0.41,0.175,0.175,1.494,0.4955,0.0185,0.345,8
"22921",0,"F",0.63,0.5,0.18,1.2075,0.184,0.199,0.088,9
"22931",0,"F",0.575,0.46,0.085,1.4195,0.09,0.156,0.13,10
"22941",0,"F",0.395,0.34,0.085,0.8285,0.644,0.171,0.075,10
"22951",0,"F",0.5,0.445,0.06,0.163,0.1655,0.2215,0.1,11
"2296",0,"I",0.625,0.405,0.12,0.2995,0.0205,0.1375,0.109,16
"2297",0,"M",0.65,0.485,0.175,1.3405,0.239,0.174,0.0695,15
"22981",0,"M",0.5,0.27,0.195,1.2205,0.3515,0.1785,0.0745,8
"22991",0,"F",0.69,0.365,0.165,0.777,0.307,0.2345,0.2875,6
"23001",0,"M",0.66,0.35,0.15,0.7425,0.4865,0.2,0.19,17
"23011",0,"M",0.61,0.465,0.145,1.768,0.1945,0.0105,0.17,7
"23021",0,"I",0.5,0.29,0.13,0.553,0.518,0.2815,0.165,12
"23031",0,"I",0.625,0.55,0.175,1.167,0.289,0.1745,0.24,12
"2304",0,"F",0.55,0.33,0.15,1.5805,0.555,0.228,0.275,11
"23051",0,"I",0.465,0.205,0.175,0.4495,0.4415,0.114,0.2895,11
"23061",0,"I",0.62,0.38,0.15,0.7895,0.8605,0.1575,0.25,8
"2307",0,"M",0.46,0.305,0.175,0.0325,0.248,0.4095,0.12,10
"23081",0,"I",0.69,0.46,0.13,1.281,0.215,0.1415,0.07,8
"23091",0,"I",0.66,0.48,0.175,1.2355,0.08,0.158,0.44,14
"23101",0,"M",0.59,0.315,0.12,1.68,0.392,0.1905,0.6855,3
"23111",0,"M",0.32,0.3,0.08,0.336,0.8485,0.435,0.4245,15
"23121",0,"M",0.665,0.185,0.17,1.0165,0.5795,0.171,0.1775,20
"23131",0,"F",0.42,0.5,0.17,0.9355,0.2795,0.102,0.343,9
"23141",0,"F",0.58,0.32,0.125,1.583,0.0795,0.2895,0.247,8
"23151",0,"M",0.5,0.455,0.155,1.361,0.5175,0.4395,0.3605,10
"23161",0,"F",0.645,0.345,0.15,0.1585,0.1665,0.058,0.034,9
"23171",0,"F",0.685,0.345,0.155,0.798,0.194,0.1935,0.2835,11
"23181",0,"F",0.715,0.28,0.095,0.834,0.482,0.248,0.339,8
"23191",0,"F",0.68,0.465,0.17,0.482,0.2845,0.361,0.05,10
"23201",0,"F",0.47,0.4,0.08,0.227,0.511,0.0885,0.025,11
"23211",0,"I",0.575,0.495,0.175,0.6995,0.895,0.156,0.2955,9
"23221",0,"F",0.51,0.48,0.095,0.967,0.0935,0.131,0.225,9
"23231",0,"M",0.72,0.35,0.16,0.9685,0.2105,0.1735,0.3745,14
"23241",0,"F",0.45,0.375,0.14,0.8645,0.097,0.1585,0.49,11
"23251",0,"F",0.665,0.465,0.155,0.25,0.0745,0.038,0.31,6
"23261",0,"M",0.615,0.45,0.2,0.042,0.481,0.271,0.3085,18
"2327",0,"M",0.505,0.41,0.21,0.38,0.17,0.24,0.71,20
"2328",0,"F",0.565,0.365,0.13,1.081,0.46,0.22,0.08,7
"23291",0,"F",0.7,0.21,0.175,1.3005,0.1885,0.167,0.135,8
"23301",0,"M",0.52,0.425,0.11,0.488,0.69,0.246,0.3105,10
"23311",0,"M",0.63,0.525,0.175,0.981,0.518,0.2305,0.15,16
"23321",0,"I",0.6,0.255,0.12,0.8775,0.213,0.0855,0.4025,13
"23331",0,"F",0.58,0.145,0.135,0.793,0.4255,0.1095,0.129,18
"23341",0,"M",0.42,0.42,0.05,0.4535,0.7855,0.3165,0.045,10
"23351",0,"F",0.475,0.4,0.105,0.101,0.465,0.0265,0.225,15
"23361",0,"I",0.5,0.425,0.185,1.437,0.421,0.0755,0.398,9
"23371",0,"I",0.5,0.205,0.08,1.752,0.699,0.183,0.4085,13
"23381",0,"F",0.545,0.455,0.105,0.472,0.31,0.193,0.19,13
"2339",0,"F",0.375,0.38,0.105,0.252,0.4205,0.138,0.335,7
"2340",0,"M",0.715,0.52,0.175,0.2675,0.0935,0.099,0.114,11
"23411",0,"M",0.61,0.585,0.175,0.7615,0.321,0.059,0.34,11
"23421",0,"I",0.485,0.355,0.075,0.0905,0.3785,0.302,0.064,16
"2343",0,"M",0.46,0.38,0.095,0.871,0.4535,0.142,0.2765,17
"23441",0,"I",0.6,0.345,0.175,0.599,0.365,0.0415,0.3015,9
"23451",0,"I",0.5,0.455,0.14,1.787,0.89,0.3835,0.4215,10
"23461",0,"I",0.515,0.495,0.07,0.7615,0.1675,0.1445,0.025,6
"23471",0,"F",0.535,0.39,0.2,1.9485,0.431,0.391,0.29,13
"23481",0,"M",0.47,0.495,0.155,0.316,0.5585,0.2085,0.08,10
"23491",0,"M",0.52,0.45,0.05,0.9005,0.5135,0.3725,0.2505,6
"23501",0,"M",0.655,0.32,0.19,0.304,0.7465,0.2595,0.57,13
"23511",0,"I",0.595,0.225,0.165,1.2795,0.4675,0.02,0.0445,8
"23521",0,"I",0.39,0.18,0.175,0.6015,0.115,0.002,0.094,10
"23531",0,"F",0.465,0.375,0.065,1.431,0.256,0.3905,0.2,12
"23541",0,"M",0.2,0.475,0.055,0.8755,0.152,0.103,0.05,13
"23551",0,"I",0.62,0.505,0.17,1.065,0.551,0.339,0.035,8
"23561",0,"M",0.625,0.395,0.18,1.115,0.411,0.204,0.335,19
"23571",0,"F",0.58,0.35,0.105,0.567,0.5135,0.2075,0.1305,8
"23581",0,"I",0.5,0.4,0.175,1.332,0.0865,0.1065,0.195,10
"23591",0,"M",0.49,0.43,0.13,1.541,0.54,0.2775,0.1465,7
"2360",0,"I",0.645,0.45,0.115,0.5125,0.16,0.0345,0.26,6
"23611",0,"I",0.61,0.38,0.145,1.156,0.226,0.069,0.125,8
"23621",0,"M",0.525,0.44,0.09,0.397,0.7185,0.231,0.141,11
"23631",0,"M",0.49,0.19,0.155,0.5795,0.4715,0.2395,0.015,14
"23641",0,"M",0.665,0.515,0.115,0.4355,0.352,0.0795,0.12,11
"2365",0,"F",0.5,0.46,0.12,1.1085,0.307,0.0235,0.1325,11
"23661",0,"I",0.665,0.29,0.18,0.6005,0.6325,0.259,0.115,6
"23671",0,"F",0.65,0.505,0.115,0.04,0.1695,0.2215,0.245,10
"23681",0,"I",0.345,0.46,0.165,1.16,0.146,0.037,0.06,9
"23691",0,"M",0.565,0.59,0.175,0.522,0.4865,0.0675,0.309,7
"23701",0,"I",0.4,0.435,0.135,0.5155,0.0415,0.231,0.3725,19
"2371",0,"M",0.625,0.2,0.18,1.52,0.4125,0.0945,0.436,15
"2372",0,"M",0.465,0.41,0.16,0.751,0.6405,0.1335,0.385,10
"23731",0,"M",0.62,0.52,0.15,1.373,0.3175,0.1515,0.41,13
"2374",0,"F",0.37,0.575,0.2,1.2435,0.691,0.1345,0.2765,12
"23751",0,"M",0.435,0.41,0.065,1.1255,0.7765,0.2095,0.274,13
"23761",0,"I",0.525,0.455,0.14,0.609,0.5575,0.0825,0.281,7
"23771",0,"M",0.565,0.45,0.15,0.5365,0.4625,0.2035,0.375,12
